,Unnamed: 0,Census Tract,Total Population,California County,ZIP,Nearby City,Longitude,Latitude,Traffic,Traffic Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Poverty,Poverty Pctl,pct_renter_occupied_hu,median_gross_rent,autos_per_hh,gross_hh_density,median_hh_income,avg_hh_size
1214,1232,6071001810,4497,San Bernardino,91761,Ontario,-117.6440311,34.0339115,2246.41,93.12,62.85,7.74,94.59,41.63,44.63,45.5,67.66,34.94453249,1438.0,2.183042789,5.167382029,54773.0,4.13
1219,1237,6037701801,5867,Los Angeles,90404,Santa Monica,-118.4657238,34.0274538,1451.7,81.81,65.78,8.1,96.71,49.04,54.98,39.0,57.98,78.10218978,1391.0,1.3250096040000001,5.54597073,55408.0,2.36
1221,1239,6037197420,3509,Los Angeles,90026,Los Angeles,-118.2571856,34.0832,1132.98,73.0,59.3,7.3,90.55,45.7,50.62,55.5,79.57,68.36964688,1111.0,1.37716003,8.750108375,45893.0,2.49
1225,1243,6037602003,5124,Los Angeles,90303,Inglewood,-118.3393882,33.934349600000004,1949.42,90.42,43.65,5.38,54.88,95.84,91.5,63.3,87.43,68.4375,1200.0,1.8015625,8.286251207000001,38516.0,3.68
1232,1251,6037234902,4005,Los Angeles,90043,Los Angeles,-118.3340918,33.9822575,1142.01,73.3,44.55,5.49,57.51,123.13,96.91,64.1,88.27,82.71092669,966.0,1.168741355,13.07019914,25750.0,2.59
1234,1253,6037575202,4916,Los Angeles,90813,Long Beach,-118.1704604,33.785867100000004,1048.54,69.81,44.34,5.46,56.95,112.75,95.34,64.2,88.41,83.14424635,964.0,1.530794165,12.35817807,32368.0,4.11
1235,1254,6029002812,5215,Kern ,93309,Bakersfield,-119.0504014,35.3505096,1060.17,70.21,45.04,5.55,58.77,82.51,86.41,67.9,91.57,72.95719844,791.0,1.3857003890000001,5.222256453,30461.0,2.63
1238,1257,6073004800,4115,San Diego,92102,San Diego,-117.1381401,32.708456,318.24,13.76,45.39,5.59,59.68,89.97,89.28,74.2,95.75,78.73563218,966.0,1.496168582,7.504733177,33010.0,3.95
1240,1259,6085501600,6854,Santa Clara,95112,San Jose,-121.8750532,37.3294823,2731.64,96.2,52.19,6.43,77.61,59.13,67.96,52.6,76.32,81.64328657,1365.0,1.639278557,8.289170355,54269.0,2.75
1241,1260,6037294302,4754,Los Angeles,90744,Wilmington,-118.2782902,33.784876399999995,1594.16,84.76,55.93,6.89,85.14,70.22,78.81,56.7,81.01,50.55508113,993.0,1.949615713,5.639438048,50459.0,4.01
1244,1263,6037217200,3905,Los Angeles,90019,Los Angeles,-118.3424594,34.049584,939.32,64.53,58.6,7.22,89.56,66.41,75.35,40.8,60.73,82.89800995,1308.0,1.304104478,7.080407994,52426.0,2.51
1245,1264,6037211202,2645,Los Angeles,90004,Los Angeles,-118.294113,34.0745209,1706.98,86.88,55.53,6.84,84.59,65.18,74.43,61.6,85.87,92.66958425,980.0,1.028446389,20.64437754,33261.0,2.75
1251,1270,6037186404,2471,Los Angeles,90065,Los Angeles,-118.2354293,34.106759499999995,995.88,67.45,57.61,7.1,87.87,69.42,78.29,56.1,80.28,71.31782946,1133.0,1.8139534880000001,7.8082500679999995,45319.0,3.37
1252,1271,6037236204,3203,Los Angeles,90008,Los Angeles,-118.3491896,34.0147165,655.1,46.65,46.03,5.67,61.41,95.03,91.16,70.1,93.01,100.0,989.0,0.714171975,22.11227199,23220.0,2.46
1254,1273,6037208802,2906,Los Angeles,90057,Los Angeles,-118.2786688,34.0621454,930.27,64.06,48.34,5.95,67.8,59.84,68.96,62.8,86.98,97.72560528,897.0,0.911225238,26.08039821,31318.0,2.45
1257,1276,6037302103,5504,Los Angeles,91205,Glendale,-118.238019,34.1425784,862.15,60.75,49.97,6.16,72.61,49.72,55.68,58.6,82.94,88.6716792,1303.0,1.368421053,14.66022953,39081.0,2.98
1260,1279,6037189201,3293,Los Angeles,90027,Los Angeles,-118.2961605,34.1035829,1022.2,68.79,49.58,6.11,71.49,51.93,58.95,46.5,68.98,96.40039448,1225.0,1.108974359,25.19799539,33966.0,1.72
1263,1282,6037601002,5311,Los Angeles,90301,Inglewood,-118.3475932,33.956560700000004,721.95,51.81,43.18,5.32,53.57,86.44,87.88,47.1,69.6,76.64670659,1138.0,1.432634731,12.80681056,42222.0,2.51
1264,1283,6037123104,4596,Los Angeles,91606,North Hollywood,-118.3650028,34.1828906,809.67,57.46,52.06,6.41,77.3,56.44,64.63,44.1,65.69,78.29158638,1117.0,1.464996789,8.060664707,39847.0,2.85
1269,1288,6037408138,5936,Los Angeles,91744,La Puente,-117.9159505,34.019331099999995,839.6,59.52,59.08,7.28,90.24,51.6,58.47,60.8,85.05,33.86420788,1270.0,2.300922045,5.45044008,46122.0,5.07
1270,1289,6037501504,3592,Los Angeles,90601,Whittier,-118.03699509999998,33.979251500000004,463.9,27.1,49.52,6.1,71.31,66.33,75.28,55.5,79.57,85.60157791,994.0,1.1873767259999999,8.256067527,35736.0,2.27
1272,1291,6037235202,4557,Los Angeles,90043,Los Angeles,-118.330376,33.973080100000004,1425.25,81.34,45.42,5.6,59.84,110.04,94.61,53.8,77.66,74.80021311,1010.0,1.15823122,8.92012738,25958.0,2.33
1274,1293,6037222001,3237,Los Angeles,90018,Los Angeles,-118.3132805,34.028195399999994,933.61,64.26,46.77,5.76,63.55,93.35,90.56,48.5,71.46,46.61487236,1244.0,1.8845726969999999,7.687621001,50179.0,3.38
1276,1295,6037533107,3645,Los Angeles,90255,Huntington Park,-118.2164699,33.9745613,1260.27,77.01,48.93,6.03,69.6,59.19,68.18,59.2,83.58,82.63598326,943.0,1.608786611,11.1870338,35962.0,3.76
1279,1298,6037197300,3909,Los Angeles,90026,Los Angeles,-118.2520467,34.081137299999995,826.06,58.74,58.65,7.22,89.63,52.16,59.12,41.3,61.5,76.08569774,1238.0,1.411696584,10.68242195,64632.0,2.22
1283,1302,6037301802,3578,Los Angeles,91203,Glendale,-118.2597025,34.1492141,893.76,62.39,62.39,7.68,94.19,35.62,34.61,46.2,68.61,79.52924394,1499.0,1.375891583,11.8442206,39091.0,2.66
1286,1305,6037120010,2844,Los Angeles,91402,Panorama City,-118.4622655,34.2191995,1338.41,79.22,46.98,5.79,63.98,83.87,87.01,54.7,78.74,45.53314121,1400.0,2.204610951,5.069700266,46974.0,3.95
1287,1306,6037601900,5685,Los Angeles,90303,Inglewood,-118.3395043,33.9415861,1277.4,77.53,39.85,4.91,44.52,104.06,93.48,64.5,88.67,75.42901716,1062.0,1.8190327609999999,7.447126544,39271.0,4.03
1291,1310,6073011700,6773,San Diego,91950,National City,-117.0970458,32.673810100000004,511.21,32.03,47.63,5.87,65.84,79.8,85.04,58.4,82.7,79.2107796,888.0,1.562078922,5.156756478999999,28792.0,3.11
1294,1313,6037501804,2131,Los Angeles,90602,Whittier,-118.03492079999998,33.9698819,588.51,40.19,47.53,5.85,65.46,77.68,83.37,52.4,76.15,77.42857143,1129.0,1.3271428570000001,5.321618329,41458.0,2.85
1296,1315,6037570601,5421,Los Angeles,90805,Long Beach,-118.1809849,33.8569402,532.05,34.06,44.03,5.42,56.03,87.58,88.38,49.0,72.02,62.32876712,1132.0,1.878767123,7.570538879,43088.0,3.96
1297,1316,6037224320,3224,Los Angeles,90015,Los Angeles,-118.280853,34.041588399999995,2684.06,96.08,49.17,6.06,70.28,45.48,50.33,72.9,94.9,92.22118088,777.0,1.059981256,14.85023375,29738.0,3.22
1298,1317,6037204120,2650,Los Angeles,90063,Los Angeles,-118.201168,34.033890500000005,1126.93,72.78,47.29,5.82,64.73,45.78,50.69,67.1,90.8,63.52112676,1071.0,1.5943661969999998,10.90831693,38014.0,3.96
1299,1318,6037554002,5659,Los Angeles,90706,Bellflower,-118.1336322,33.8922721,692.77,49.47,46.97,5.79,63.95,79.01,84.4,50.7,74.0,67.00844391,1176.0,1.8811821469999999,5.284608501,49455.0,3.63
1300,1319,6019005607,3993,Fresno ,93612,Clovis,-119.7182723,36.8194376,642.41,45.51,53.3,6.57,80.35,103.65,93.4,68.2,91.8,88.50948509,922.0,1.245528455,5.560433864,30457.0,2.42
1302,1321,6037127606,3164,Los Angeles,91406,Van Nuys,-118.47778909999998,34.1902662,3169.9,97.81,52.78,6.5,79.09,74.19,81.54,47.7,70.38,63.99647887,1167.0,1.5845070419999998,8.455215577,49868.0,3.17
1305,1324,6037240401,5383,Los Angeles,90044,Los Angeles,-118.2857119,33.949919,3634.92,98.9,46.58,5.74,62.96,72.35,80.24,68.0,91.58,79.82326951,973.0,1.533136966,7.929758031,27917.0,4.1
1309,1328,6037554203,3689,Los Angeles,90706,Bellflower,-118.1247134,33.880219399999994,1168.69,74.19,46.14,5.68,61.79,79.03,84.58,29.7,44.32,66.99588477,1027.0,1.8477366259999999,7.185459591,45694.0,3.05
1310,1329,6059011721,5023,Orange ,92870,Placentia,-117.8729877,33.8703829,2883.9,96.95,57.27,7.05,87.29,30.57,26.07,55.8,79.92,69.28618206,1378.0,1.713163065,8.700308329,48558.0,3.29
1314,1333,6085503110,4618,Santa Clara,95122,San Jose,-121.8498004,37.3331809,2920.22,97.04,48.6,5.99,68.67,56.53,64.73,71.7,94.12,76.28149435,1395.0,2.109470026,6.053382925,44780.0,4.74
1315,1334,6059074602,9156,Orange ,92701,Santa Ana,-117.8640231,33.7363817,865.46,60.86,53.24,6.56,80.24,50.18,56.48,55.6,79.75,53.44302255,1229.0,2.236441194,6.570635267,46924.0,5.01
1318,1337,6059089001,7154,Orange ,92703,Santa Ana,-117.9332194,33.7523664,1129.6,72.87,50.92,6.27,74.77,50.14,56.4,58.3,82.58,42.07317073,1439.0,2.3646341459999998,5.085389035,48542.0,4.55
1323,1342,6037602004,4126,Los Angeles,90303,Inglewood,-118.3306448,33.934328,688.21,49.15,41.06,5.06,47.72,104.23,93.49,53.2,77.1,56.72068637,1274.0,1.765490944,7.166337102000001,39730.0,3.57
1325,1344,6037600902,6613,Los Angeles,90302,Inglewood,-118.3522568,33.97204110000001,884.07,61.85,46.43,5.72,62.53,99.5,92.72,52.9,76.72,80.4647499,986.0,1.335959039,12.83679853,35725.0,2.65
1329,1348,6037211310,3846,Los Angeles,90004,Los Angeles,-118.298493,34.0709091,1643.6,85.74,51.28,6.32,75.67,40.84,43.36,75.0,96.22,97.00230592,1076.0,1.096079939,36.57523382,32136.0,3.3
1331,1350,6037213201,4198,Los Angeles,90006,Los Angeles,-118.3045301,34.0526559,1644.19,85.78,51.78,6.38,76.74,56.69,65.05,76.5,97.22,92.33817701,1053.0,1.021796565,18.2925703,29052.0,2.95
1335,1354,6037237102,3254,Los Angeles,90044,Los Angeles,-118.2837235,33.985755299999994,4776.7,99.9,50.48,6.22,73.86,79.82,85.08,70.4,93.24,71.41255605,999.0,1.330717489,7.84800876,29107.0,3.63
1337,1356,6037601100,6533,Los Angeles,90301,Inglewood,-118.3482313,33.949081799999995,869.69,61.15,43.19,5.32,53.6,70.97,79.24,66.3,90.16,91.49239544,1089.0,1.3279467679999999,13.29211889,31213.0,2.96
1338,1357,6037234600,5024,Los Angeles,90043,Los Angeles,-118.32756100000002,33.992017700000005,881.54,61.74,48.22,5.94,67.52,114.56,95.52,50.0,73.19,42.1665696,993.0,1.5358182880000002,5.331597588,36625.0,2.89
1343,1362,6037218600,3142,Los Angeles,90016,Los Angeles,-118.3427412,34.0371852,3695.3,99.06,55.39,6.82,84.36,73.2,80.65,47.4,70.06,59.52380952,1195.0,1.745714286,9.86748579,48571.0,2.98
1344,1363,6037554204,4391,Los Angeles,90706,Bellflower,-118.128584,33.8847475,787.73,56.02,43.98,5.42,55.87,79.03,84.58,60.7,84.95,83.21981424,1054.0,1.328173375,9.91223728,35187.0,2.67
1347,1366,6037601801,3789,Los Angeles,90304,Inglewood,-118.3504258,33.9436357,1015.03,68.38,46.63,5.74,63.14,53.61,61.15,65.2,89.25,65.03579952,1058.0,2.058472554,6.96755838,33984.0,4.24
1349,1368,6037119340,3884,Los Angeles,91402,Panorama City,-118.4519009,34.233609,1221.31,75.87,39.2,4.83,43.07,95.94,91.61,77.5,97.54,96.81069959,1042.0,1.1965020579999999,32.20288758,27360.0,4.08
1351,1370,6037106648,3890,Los Angeles,91342,Sylmar,-118.4558345,34.2930983,524.18,33.3,49.88,6.14,72.32,60.74,69.87,60.0,84.41,54.2,975.0,2.11,5.103682128,46786.0,4.19
1353,1372,6037600400,3986,Los Angeles,90047,Los Angeles,-118.3140872,33.9369542,741.01,53.1,46.36,5.71,62.3,142.9,98.44,43.1,64.3,44.39374185,1035.0,1.711212516,6.299385916,34853.0,2.72
1354,1373,6037127806,3447,Los Angeles,91411,Van Nuys,-118.4572359,34.188573100000006,1780.21,88.09,51.23,6.31,75.58,44.66,48.66,65.2,89.25,78.7322769,1001.0,1.3878231859999999,7.102336332999999,34199.0,2.83
1356,1375,6037195600,3340,Los Angeles,90026,Los Angeles,-118.2655482,34.080825399999995,1169.31,74.24,57.68,7.1,87.99,55.22,63.31,39.2,58.37,72.06703911,1215.0,1.4221867519999998,9.611225011,65137.0,2.6
1359,1379,6037269700,4085,Los Angeles,90034,Los Angeles,-118.387153,34.036336,3309.84,98.25,61.85,7.62,93.6,39.79,41.64,28.3,41.97,56.21653778,1327.0,1.57287329,7.578808215,66531.0,2.29
1360,1380,6001409300,5229,Alameda ,94603,Oakland,-122.1733521,37.737851,329.65,14.58,43.96,5.41,55.81,166.1,99.29,60.6,84.86,56.40695428,1201.0,1.5408886030000002,5.839351959,34830.0,3.14
1365,1385,6037602507,4156,Los Angeles,90250,Hawthorne,-118.3308405,33.9037379,1017.4,68.55,47.33,5.83,64.9,67.04,76.13,53.8,77.66,84.62441315,968.0,1.3080985920000001,21.37407591,41125.0,2.62
1368,1388,6037552601,5720,Los Angeles,90650,Norwalk,-118.0776264,33.8913016,639.03,45.26,48.38,5.96,67.97,62.88,72.41,47.8,70.46,13.61737678,1185.0,2.546365915,6.809433236,60477.0,4.38
1369,1389,6037203900,2944,Los Angeles,90063,Los Angeles,-118.1944844,34.0333782,1941.03,90.27,48.52,5.98,68.44,48.5,54.39,62.1,86.34,57.47800587,1087.0,1.708211144,6.148849616000001,42381.0,4.41
1372,1392,6037190100,4481,Los Angeles,90028,Los Angeles,-118.34169479999998,34.0994853,1702.51,86.79,58.44,7.2,89.21,44.72,48.81,49.4,72.47,94.8782235,1266.0,1.167979943,18.8124944,48750.0,1.79
1373,1393,6037575103,5119,Los Angeles,90804,Long Beach,-118.1534873,33.786193299999994,1203.87,75.31,47.78,5.88,66.19,86.52,87.93,54.9,78.88,85.7717446,1111.0,1.428858723,16.68167789,41748.0,2.47
1375,1395,6037269601,3413,Los Angeles,90034,Los Angeles,-118.3794518,34.0418546,2736.09,96.22,60.8,7.49,92.59,25.64,17.12,51.4,74.85,88.75236295,1361.0,1.4678638940000002,12.83232043,41333.0,3.07
1376,1396,6001401500,2630,Alameda ,94608,Emeryville,-122.2806358,37.82292320000001,916.65,63.37,53.32,6.57,80.39,134.76,97.78,45.0,66.96,64.02737048,1029.0,1.249266862,8.846045635,48903.0,2.55
1378,1398,6037221710,2621,Los Angeles,90007,Los Angeles,-118.28763159999998,34.0346981,4143.82,99.56,49.98,6.16,72.63,58.23,66.84,57.4,81.73,83.37004405,1045.0,1.290748899,11.20348099,30326.0,2.88
1380,1400,6037191110,3338,Los Angeles,90027,Los Angeles,-118.3049408,34.0965841,1833.39,88.82,57.57,7.09,87.74,40.86,43.37,53.8,77.66,97.12292938,1006.0,1.0191804709999999,17.01827484,22257.0,2.03
1386,1406,6085503214,7253,Santa Clara,95111,San Jose,-121.8479711,37.2991814,630.47,44.4,46.5,5.73,62.79,53.77,61.35,52.9,76.72,49.18454936,1141.0,1.849356223,5.225598444,38851.0,3.7
1388,1408,6037222500,4963,Los Angeles,90018,Los Angeles,-118.3045508,34.021849700000004,796.94,56.54,46.26,5.7,62.08,59.18,68.02,64.6,88.75,68.69436202,1178.0,1.543026706,8.360863615,33529.0,3.89
1392,1412,6037294410,4579,Los Angeles,90710,Harbor City,-118.2898931,33.794128,1424.73,81.3,56.98,7.02,86.83,44.56,48.51,54.7,78.74,60.25878004,907.0,1.504621072,7.877381289,43533.0,3.08
1393,1413,6037554105,4569,Los Angeles,90706,Bellflower,-118.1198534,33.8860491,891.55,62.24,44.94,5.54,58.47,79.03,84.58,55.1,79.11,95.86160109,1219.0,1.3921302580000001,17.69075696,40038.0,3.04
1394,1414,6013366002,6093,Contra Costa,94806,San Pablo,-122.3509331,37.9690044,278.5,10.45,47.36,5.83,64.95,118.5,96.17,43.3,64.51,64.03560831,1215.0,1.969139466,6.595003862,55841.0,3.75
1397,1417,6001403300,4054,Alameda ,94607,Oakland,-122.2663244,37.7944308,1600.1,84.9,52.58,6.48,78.61,162.39,99.08,40.2,59.97,77.47914736,1414.0,0.878127896,9.521593779,52246.0,1.93
1398,1418,6037535902,6519,Los Angeles,90280,South Gate,-118.1958301,33.93938970000001,910.07,63.09,50.64,6.24,74.23,46.23,51.3,31.5,47.17,22.86821705,1228.0,2.591731266,6.1839541229999995,65745.0,4.64
1400,1420,6095250900,2798,Solano ,94590,Vallejo,-122.259038,38.1017927,224.26,6.88,38.54,4.75,41.42,193.5,99.8,81.4,98.74,91.63214582,668.0,0.8077879040000001,6.009174181000001,20039.0,2.04
1403,1423,6059074502,5674,Orange ,92707,Santa Ana,-117.860016,33.7284144,572.52,38.69,51.21,6.31,75.48,46.96,52.54,55.8,79.92,46.79802956,1316.0,2.714285714,5.182982688,54732.0,5.72
1408,1428,6073011601,5891,San Diego,91950,National City,-117.09640149999998,32.666331400000004,387.35,19.83,45.7,5.63,60.44,79.8,85.04,69.4,92.61,86.81652491,966.0,1.611178615,9.07864219,33563.0,3.43
1411,1431,6037235201,2781,Los Angeles,90043,Los Angeles,-118.3221148,33.9745535,946.92,65.0,44.02,5.42,56.02,110.34,94.64,48.6,71.5,46.31803629,1143.0,1.6360725719999998,5.810412901,38250.0,2.81
1413,1433,6037601802,4658,Los Angeles,90304,Inglewood,-118.3504318,33.940011299999995,909.79,63.07,44.47,5.48,57.26,68.31,77.04,51.7,75.31,61.29032258,964.0,2.044354839,8.292648591,43063.0,4.16
1414,1434,6037551700,6547,Los Angeles,90242,Downey,-118.147433,33.9172388,1482.98,82.59,53.25,6.56,80.26,53.29,60.6,39.4,58.63,37.53056235,1401.0,2.143031785,5.104108955,63988.0,3.7
1415,1435,6075061200,4089,San Francisco,94124,San Francisco,-122.3901777,37.7370414,388.72,19.99,41.62,5.13,49.61,135.72,97.97,45.5,67.66,60.05067568,1293.0,1.4391891890000001,11.06047303,51818.0,3.49
1416,1436,6037296901,4127,Los Angeles,90731,San Pedro,-118.2945655,33.730162799999995,881.31,61.7,48.8,6.01,69.31,84.98,87.56,41.3,61.5,87.13210129999999,1092.0,1.336755647,9.577512053,38185.0,2.73
1420,1440,6037115403,3188,Los Angeles,91325,Northridge,-118.53172990000002,34.2247342,1377.0,80.19,53.38,6.57,80.52,44.38,48.21,54.5,78.52,70.55335968,1150.0,1.717391304,5.819489532,41383.0,3.59
1423,1443,6037128220,3011,Los Angeles,91401,Van Nuys,-118.4355767,34.1835533,1347.97,79.42,45.57,5.61,60.1,57.53,66.1,47.2,69.75,66.69557676,1122.0,1.6686903730000002,8.398413669,45168.0,2.67
1424,1444,6037139303,4186,Los Angeles,91356,Tarzana,-118.5333073,34.1762844,3173.11,97.82,48.93,6.03,69.58,53.51,61.06,49.4,72.47,69.45156329999999,1234.0,1.2398769859999998,18.99981246,47076.0,2.12
1425,1445,6059011403,5565,Orange ,92831,Fullerton,-117.90570590000002,33.871595500000005,703.89,50.42,60.65,7.47,92.45,44.36,48.15,47.6,70.28,69.40063091,1345.0,1.767613039,5.1832229960000005,55769.0,3.11
1428,1448,6037209810,2472,Los Angeles,90006,Los Angeles,-118.2823449,34.04911729999999,1163.6,74.04,47.78,5.89,66.21,56.69,65.05,78.9,97.95,96.88826025,842.0,0.763790665,19.09598214,29250.0,3.07
1429,1449,6037572201,6197,Los Angeles,90806,Long Beach,-118.1953378,33.81618,1826.56,88.73,62.15,7.66,93.95,70.85,79.2,25.3,36.67,51.32991134,1131.0,1.76574895,5.655507524,71553.0,3.18
1431,1451,6037209104,2434,Los Angeles,90017,Los Angeles,-118.2663761,34.0591782,1228.75,76.11,57.07,7.03,86.98,44.3,48.12,79.5,98.19,100.0,770.0,0.770065076,53.33496357,19887.0,2.65
1438,1458,6037208902,2339,Los Angeles,90017,Los Angeles,-118.27237209999998,34.0564462,1065.89,70.43,54.46,6.71,82.69,41.6,44.6,84.7,99.28,100.0,929.0,0.46390169,14.314319699999999,31175.0,4.17
1440,1460,6037208401,3770,Los Angeles,90057,Los Angeles,-118.2691298,34.0637659,1170.33,74.31,58.25,7.17,88.89,35.35,34.12,78.5,97.81,97.43767313,854.0,0.9833795009999999,25.44265802,25577.0,3.12
1441,1461,6037131701,4541,Los Angeles,91335,Reseda,-118.5578906,34.2046643,898.2,62.54,43.56,5.37,54.62,75.99,82.67,52.2,75.81,57.68148565,1253.0,1.6499718630000002,10.9013714,47730.0,2.72
1442,1462,6037131010,6409,Los Angeles,91335,Reseda,-118.53825390000002,34.214735,1266.18,77.19,46.45,5.72,62.6,75.99,82.67,53.8,77.66,76.35028841,1281.0,1.633980073,7.303188675,37029.0,3.29
1443,1463,6001402500,1784,Alameda ,94607,Oakland,-122.2847803,37.8057305,531.54,33.96,45.72,5.63,60.54,165.52,99.26,75.5,96.52,85.51136364,746.0,0.9261363640000001,7.795759027000001,23693.0,2.6
1445,1465,6037234800,3426,Los Angeles,90043,Los Angeles,-118.3220826,33.9818234,631.1,44.49,47.33,5.83,64.92,118.01,96.12,34.4,51.44,39.00087642,1123.0,1.6415425069999998,7.0582907839999995,51414.0,2.72
1446,1466,6037221602,2816,Los Angeles,90007,Los Angeles,-118.2921024,34.0384299,3802.46,99.25,48.88,6.02,69.43,46.78,52.11,73.1,95.11,93.08755759999998,1028.0,1.199308756,6.71905859,25625.0,3.3
1451,1471,6037124203,2748,Los Angeles,91601,North Hollywood,-118.374665,34.1776041,938.84,64.51,49.97,6.15,72.56,54.84,62.75,53.0,76.87,68.85644769,1259.0,1.8333333330000001,10.25877646,44470.0,3.23
1452,1472,6013368001,5327,Contra Costa,94806,San Pablo,-122.35248529999998,37.9542763,542.14,35.26,41.44,5.1,48.84,108.14,94.33,60.3,84.65,57.95454545,1095.0,1.878787879,6.950992675,44817.0,3.9
1454,1474,6037104108,5256,Los Angeles,91331,Pacoima,-118.3985703,34.273149700000005,1247.07,76.64,52.49,6.47,78.44,54.52,62.31,59.1,83.46,54.2022792,1298.0,1.749287749,5.181070618,42435.0,3.49
1455,1475,6037530901,4080,Los Angeles,90063,Los Angeles,-118.1886037,34.0432749,776.7,55.36,47.25,5.82,64.6,53.1,60.34,54.0,77.93,62.59459459,1006.0,1.675675676,8.428287345,41493.0,4.13
1456,1476,6037127805,3768,Los Angeles,91405,Van Nuys,-118.4576889,34.1921963,1460.13,82.02,47.52,5.85,65.39,66.68,75.78,61.3,85.57,77.15555556,1051.0,1.504,7.408845112000001,34824.0,3.28
1460,1481,6059087805,6952,Orange ,92804,Anaheim,-117.9801308,33.8102721,1024.08,68.83,56.05,6.9,85.33,45.43,50.28,47.4,70.06,49.38132733,1344.0,2.102924634,5.499215338,49029.0,3.89
1462,1483,6059074004,7444,Orange ,92707,Santa Ana,-117.8725713,33.7015157,833.51,59.18,56.48,6.96,85.96,43.67,47.15,33.6,50.26,49.8661909,1697.0,2.318911686,6.740827441,59031.0,3.8
1465,1486,6037531800,5066,Los Angeles,90022,Los Angeles,-118.13918329999998,34.0186986,937.66,64.43,48.5,5.97,68.35,54.8,62.72,62.1,86.34,55.95523581,1117.0,1.79696243,8.193554401,46791.0,4.13
1466,1487,6037301801,4079,Los Angeles,91203,Glendale,-118.2596966,34.155646600000004,1767.74,87.92,60.1,7.4,91.76,37.44,37.65,41.1,61.27,76.33543940000001,1318.0,1.616312464,9.890515595,51576.0,2.63
1471,1492,6037555211,5818,Los Angeles,90716,Hawaiian Gardens,-118.0768628,33.8276575,1547.07,83.92,47.63,5.87,65.81,53.12,60.39,65.5,89.49,58.00293686,1181.0,1.795888399,6.947902902999999,34911.0,4.12
1472,1493,6001410500,2193,Alameda ,94607,Oakland,-122.288956,37.81001970000001,331.9,14.76,48.94,6.03,69.63,165.52,99.26,64.4,88.59,91.05098855,599.0,0.8907388140000001,5.368066058,22596.0,2.39
1474,1495,6111003201,4577,Ventura ,93030,Oxnard,-119.1729084,34.2034678,650.96,46.35,37.68,4.64,39.02,116.82,96.0,69.1,92.39,71.76781003,1253.0,1.8416886540000001,5.771638369,45875.0,5.6
1475,1496,6037117405,3442,Los Angeles,91343,North Hills,-118.4702311,34.2337312,2276.89,93.28,40.48,4.99,46.12,80.01,85.24,78.9,97.95,91.53132251,1143.0,1.312064965,17.28340289,30733.0,4.19
1479,1500,6037533104,4356,Los Angeles,90255,Huntington Park,-118.224409,33.9766899,738.52,52.98,45.61,5.62,60.22,59.19,68.18,76.9,97.34,89.74358974,880.0,1.0608974359999999,14.76754204,21324.0,3.46
1480,1501,6037134520,5453,Los Angeles,91303,Canoga Park,-118.59964,34.198294,1033.14,69.23,49.49,6.1,71.21,63.55,73.12,54.5,78.52,83.00996329,1094.0,1.392763503,8.118399826000001,40016.0,2.87
1481,1502,6037600302,3317,Los Angeles,90047,Los Angeles,-118.3046455,33.935475,651.54,46.42,46.41,5.72,62.44,92.95,90.33,50.5,73.76,35.78154426,1137.0,1.776836158,5.259499128,35577.0,2.7
1484,1505,6037531202,4747,Los Angeles,90023,Los Angeles,-118.1859277,34.0257388,798.5,56.65,50.58,6.23,74.06,56.06,64.22,56.6,80.87,75.72815534,964.0,1.554280671,10.25019204,48477.0,3.81
1485,1506,6037554101,3799,Los Angeles,90706,Bellflower,-118.1236012,33.8928105,772.07,55.16,46.62,5.74,63.07,79.03,84.58,67.2,90.95,70.74148297,1105.0,1.758517034,8.522137819,41094.0,3.83
1488,1509,6037293202,6742,Los Angeles,90501,Torrance,-118.30375890000002,33.820409000000005,718.41,51.49,47.9,5.9,66.63,60.73,69.84,64.8,88.91,80.56022409,1117.0,1.733333333,6.863964403,36422.0,3.63
1493,1514,6037208610,4195,Los Angeles,90026,Los Angeles,-118.2817725,34.072159,1102.76,71.76,53.79,6.63,81.33,43.41,46.91,51.5,75.02,84.85477178,1134.0,1.3831258640000001,16.7127822,39216.0,3.02
1497,1518,6037530203,3238,Los Angeles,90640,Montebello,-118.1264604,34.026648200000004,1671.62,86.31,56.14,6.91,85.44,54.54,62.44,43.7,65.13,68.74361593,1121.0,1.475995914,5.378901831,42031.0,3.04
1499,1520,6037191901,3355,Los Angeles,90038,Los Angeles,-118.3383611,34.0906829,1768.02,87.93,66.67,8.21,97.2,37.35,37.59,40.8,60.73,94.48150394,1442.0,1.214069133,8.631149154,52554.0,2.01
1501,1522,6037554405,3040,Los Angeles,90706,Bellflower,-118.1212147,33.8737602,2860.38,96.83,46.11,5.68,61.69,77.92,83.53,42.1,62.69,84.03716216,1108.0,1.677364865,6.259116864,42111.0,2.4
1503,1524,6037197600,2376,Los Angeles,90026,Los Angeles,-118.2519864,34.0683315,3006.04,97.44,63.88,7.87,95.32,30.09,25.27,41.2,61.31,78.86597938,1255.0,1.478350515,10.10934017,56000.0,2.46
1504,1525,6037533106,1743,Los Angeles,90255,Huntington Park,-118.2170425,33.978820299999995,924.44,63.84,49.22,6.06,70.49,59.19,68.18,67.9,91.57,69.58525346,1092.0,1.50921659,5.8624733760000005,36786.0,4.02
