,Unnamed: 0,Census Tract,Total Population,California County,ZIP,Nearby City,Longitude,Latitude,Traffic,Traffic Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Poverty,Poverty Pctl,pct_renter_occupied_hu,median_gross_rent,autos_per_hh,gross_hh_density,median_hh_income,avg_hh_size
3240,3288,6037186100,4715,Los Angeles,90065,Los Angeles,-118.2299818,34.128462299999995,1704.82,86.83,45.63,5.62,60.29,53.64,61.16,32.0,47.98,44.3150305,1200.0,1.66333888,5.4156371839999995,70568.0,2.69
3241,3289,6001401100,4156,Alameda ,94609,Oakland,-122.2638645,37.8304835,1537.35,83.68,36.24,4.46,35.12,122.26,96.81,32.9,49.19,73.81889764,1324.0,1.17519685,9.309947145,71205.0,1.99
3242,3290,6037211121,2351,Los Angeles,90004,Los Angeles,-118.2854106,34.073010100000005,1791.18,88.31,54.67,6.73,83.09,32.95,30.0,42.3,62.95,94.75484607,1295.0,1.4310148230000002,16.59069732,45372.0,2.58
3251,3299,6037216402,2615,Los Angeles,90035,Los Angeles,-118.3804364,34.0611535,1474.75,82.34,49.55,6.1,71.44,19.73,7.84,31.9,47.86,88.84968243,1765.0,1.499647142,24.9927189,71534.0,2.1
3259,3308,6001436602,4571,Alameda ,94544,Hayward,-122.0851818,37.65183,813.78,57.81,29.05,3.58,17.54,98.66,92.49,42.0,62.54,80.32393521,1228.0,1.6058788240000001,7.565713852000001,41099.0,3.13
3264,3313,6073005900,2821,San Diego,92101,San Diego,-117.1642671,32.7293426,1010.49,68.12,50.35,6.2,73.58,60.73,69.84,22.6,31.6,79.08294693,1223.0,1.19062339,18.73610097,60120.0,1.6
3266,3315,6001410300,3536,Alameda ,94603,Oakland,-122.1661407,37.7466798,226.27,6.99,26.16,3.22,11.71,189.95,99.71,52.1,75.7,65.75052854,1216.0,1.793868922,6.619643984,39524.0,3.74
3270,3319,6037462302,2972,Los Angeles,91106,Pasadena,-118.12680120000002,34.1490435,2229.82,92.94,53.35,6.57,80.46,28.41,22.32,29.3,43.57,76.34709587,1632.0,1.363191043,8.249972545,75742.0,2.1
3274,3323,6081600600,5352,San Mateo,94014,Daly City,-122.4665822,37.6975415,1475.68,82.38,38.07,4.69,40.07,65.53,74.67,25.3,36.67,43.90879479,1631.0,2.016286645,8.073832677999999,76932.0,3.72
3280,3329,6059086405,6578,Orange ,92805,Anaheim,-117.8971362,33.8434369,696.37,49.72,39.81,4.9,44.46,40.94,43.51,53.5,77.39,67.03030303,1317.0,2.092121212,5.473157585,48036.0,4.59
3284,3333,6037117101,4796,Los Angeles,91343,North Hills,-118.46213020000002,34.239137400000004,842.61,59.63,38.27,4.71,40.7,74.68,81.77,32.9,49.19,30.27656477,1210.0,1.946870451,7.204312578,76413.0,3.73
3286,3335,6073006100,2237,San Diego,92103,San Diego,-117.1737119,32.736418900000004,1298.53,78.16,53.05,6.53,79.73,54.26,61.99,27.7,40.94,68.77673225,1367.0,1.683490163,5.302836561,86382.0,2.02
3287,3336,6081600800,6768,San Mateo,94015,Daly City,-122.4802873,37.7001002,1148.63,73.51,35.17,4.33,32.53,56.11,64.34,40.2,59.97,94.96323529,1795.0,1.107352941,19.16164849,51111.0,2.71
3290,3339,6037543601,3910,Los Angeles,90745,Carson,-118.2814216,33.82164229999999,1407.27,80.86,41.06,5.06,47.7,60.31,69.53,18.4,23.31,26.71300894,1461.0,2.5143992059999998,6.271434542000001,73125.0,4.11
3292,3341,6075025800,1960,San Francisco,94134,San Francisco,-122.4020019,37.7216202,1781.25,88.11,40.19,4.95,45.35,58.91,67.72,40.6,60.4,39.09531502,1358.0,1.542810985,10.36364912,72868.0,3.3
3295,3344,6037124500,2779,Los Angeles,91401,Van Nuys,-118.4267703,34.1722741,743.82,53.33,44.72,5.51,57.95,57.53,66.1,25.5,37.07,53.14136126,1463.0,1.863001745,5.740351522,87423.0,2.74
3301,3350,6085503337,3772,Santa Clara,95121,San Jose,-121.8099466,37.30105379999999,1476.86,82.44,39.54,4.87,43.85,40.54,42.66,28.1,41.66,22.0603538,2018.0,2.509885536,5.065786936,82946.0,3.79
3302,3351,6037554406,4875,Los Angeles,90706,Bellflower,-118.1125129,33.8726125,3722.96,99.11,53.99,6.65,81.74,41.15,43.92,34.4,51.44,47.89343247,1197.0,1.864931846,5.919967542999999,63098.0,2.79
3303,3352,6067007423,5313,Sacramento ,95842,Sacramento,-121.362801,38.6718268,664.54,47.35,31.2,3.84,22.44,77.57,83.34,64.5,88.67,79.26494789,854.0,1.2287438290000001,7.469454324,26143.0,2.78
3305,3354,6037269903,3650,Los Angeles,90034,Los Angeles,-118.4064763,34.0209031,1100.63,71.69,49.24,6.07,70.59,39.08,40.43,29.9,44.68,96.65099882,1441.0,1.349001175,24.26763063,58125.0,2.1
3310,3359,6059011101,4140,Orange ,92833,Fullerton,-117.9459428,33.86047979999999,3711.0,99.09,44.5,5.48,57.36,37.83,38.15,44.4,66.22,52.08655332,1191.0,1.894899536,5.079993612,56250.0,3.53
3312,3361,6037189905,2304,Los Angeles,90046,Los Angeles,-118.3515882,34.100603,1429.29,81.45,45.09,5.55,58.89,28.41,22.32,26.6,38.88,83.31043956,1497.0,1.089972527,22.80575636,52167.0,1.5
3313,3362,6037101210,5990,Los Angeles,91042,Tujunga,-118.2907309,34.2529724,1042.22,69.55,34.18,4.21,29.72,43.41,46.91,55.6,79.75,86.89236111,1141.0,1.4466145830000001,14.32936051,36701.0,2.48
3315,3364,6037124400,4192,Los Angeles,91607,Valley Village,-118.41141770000002,34.1739658,762.08,54.46,47.38,5.84,65.04,34.51,32.58,29.8,44.46,56.33027523,1204.0,1.652599388,6.881997157000001,67137.0,2.64
3319,3368,6037480804,4998,Los Angeles,91801,Alhambra,-118.1472414,34.0957202,676.96,48.29,53.28,6.56,80.32,27.18,20.01,31.3,46.83,71.25267666,1315.0,1.6498929340000001,9.016540237000001,58719.0,2.77
3320,3369,6037301203,4368,Los Angeles,91202,Glendale,-118.26094779999998,34.166257200000004,458.03,26.49,46.39,5.71,62.38,35.16,33.82,28.3,41.97,59.43138327,1634.0,1.5872061240000002,13.52073825,58149.0,2.41
3322,3371,6099000911,4815,Stanislaus ,95355,Modesto,-120.9505449,37.6718475,719.49,51.59,44.35,5.46,56.99,60.27,69.39,42.3,62.95,50.08347245,1121.0,1.729549249,5.44363118,51023.0,2.86
3323,3372,6085503111,5101,Santa Clara,95122,San Jose,-121.83970829999998,37.32257620000001,3082.6,97.66,37.07,4.57,37.36,51.15,57.71,39.0,57.98,29.37000887,1710.0,2.700088731,5.038643951,84076.0,4.57
3325,3374,6075012402,3974,San Francisco,94102,San Francisco,-122.4177669,37.780125,780.95,55.58,38.27,4.71,40.75,70.86,79.22,41.6,61.94,93.46517627,1019.0,0.306534824,26.2974903,40453.0,1.44
3327,3376,6037123601,4995,Los Angeles,91401,Van Nuys,-118.4162038,34.1774941,1012.16,68.24,49.08,6.05,70.02,33.69,31.18,31.5,47.17,65.89595376,1288.0,1.6389910669999999,5.119678866,57813.0,2.7
3332,3381,6037276100,5592,Los Angeles,90045,Los Angeles,-118.3730208,33.9759315,2531.58,95.15,51.28,6.32,75.68,39.5,41.03,32.5,48.69,83.51945854,1775.0,1.4795262269999998,12.14109337,64228.0,1.97
3334,3383,6037480302,4255,Los Angeles,91801,Alhambra,-118.1218022,34.1012449,869.4,61.14,56.2,6.92,85.53,34.87,33.15,37.0,55.14,60.42654028,1354.0,1.773696682,6.502921259,60612.0,2.73
3336,3385,6037481711,4530,Los Angeles,91755,Monterey Park,-118.1198426,34.0661708,761.16,54.37,44.99,5.54,58.61,20.25,8.3,55.5,79.57,71.53284672,1259.0,1.459854015,12.39370916,40060.0,2.99
3339,3388,6111004304,6760,Ventura ,93041,Port Hueneme,-119.2083822,34.1784074,359.89,17.26,37.01,4.56,37.21,43.34,46.78,34.2,51.07,55.28154542,1465.0,1.685162351,6.821334734,56528.0,2.79
3348,3397,6077003108,4450,San Joaquin,95219,Stockton,-121.3621535,38.0093048,2030.17,91.26,44.38,5.47,57.08,39.06,40.42,44.2,65.87,65.10731976,942.0,1.544303797,5.429748087,44232.0,2.43
3357,3406,6037651001,5522,Los Angeles,90501,Torrance,-118.3130811,33.8123572,659.71,47.02,50.64,6.24,74.2,54.64,62.49,26.1,37.95,23.94736842,1488.0,2.162631579,5.42731819,90744.0,3.22
3359,3408,6037555104,4239,Los Angeles,90715,Lakewood,-118.0653314,33.835778399999995,490.31,29.73,44.11,5.43,56.32,41.0,43.66,35.5,53.16,53.78729916,1331.0,1.83703137,6.241112833,61703.0,3.31
3363,3412,6073002202,4859,San Diego,92105,San Diego,-117.1051018,32.7523973,1189.53,74.93,27.47,3.38,14.23,80.83,85.55,76.3,97.12,93.80952381,864.0,1.15297619,13.96384185,22083.0,3.14
3367,3416,6059099410,4101,Orange ,92647,Huntington Beach,-117.9979307,33.72650170000001,979.42,66.71,46.07,5.67,61.57,35.69,34.78,39.4,58.63,75.0709824,1519.0,1.6672345259999999,5.430813412000001,60120.0,2.7
3372,3421,6013336101,4802,Contra Costa,94520,Concord,-122.034523,37.9667876,586.79,39.99,27.94,3.44,15.36,112.23,95.23,61.9,86.12,85.92297477,1341.0,1.597609562,8.718804576,47500.0,3.53
3373,3422,6059088701,6067,Orange ,92841,Garden Grove,-117.95847179999998,33.7776732,651.61,46.43,34.03,4.19,29.27,49.89,55.9,49.3,72.32,66.59652814,1258.0,1.8369279330000001,5.877430198,39583.0,3.17
3377,3426,6083002404,7800,Santa Barbara,93458,Santa Maria,-120.4448288,34.9423293,520.33,33.0,33.91,4.18,28.85,44.62,48.6,79.9,98.33,85.20408163,1083.0,1.66553288,5.426563317,39583.0,4.8
3380,3429,6037650605,2763,Los Angeles,90503,Torrance,-118.3504673,33.8453408,790.0,56.16,48.93,6.03,69.57,28.34,22.12,27.3,40.21,69.64121435,1461.0,1.51425943,9.085227004,64661.0,2.52
3381,3430,6085504001,6017,Santa Clara,95127,San Jose,-121.8272278,37.3586509,785.5,55.85,33.24,4.09,27.17,53.37,60.72,30.3,45.37,46.20293555,1460.0,2.299936184,5.602789986,66875.0,4.02
3384,3433,6037111400,7560,Los Angeles,91344,Granada Hills,-118.496182,34.257811600000004,1053.64,69.96,37.46,4.61,38.46,50.36,56.64,26.9,39.46,66.79402569999999,1173.0,1.7485237930000002,6.429759787,51094.0,2.73
3387,3436,6067008911,2295,Sacramento ,95670,Rancho Cordova,-121.3171784,38.5877273,718.77,51.51,31.97,3.94,24.24,46.94,52.51,63.9,88.02,67.00251889,779.0,1.476070529,5.872425082,32304.0,2.88
3401,3451,6073002710,4228,San Diego,92105,San Diego,-117.0844892,32.7439483,479.4,28.66,29.84,3.68,19.29,80.83,85.55,63.4,87.5,77.83333333,1023.0,1.6591666669999998,7.082043607,40889.0,3.75
3405,3455,6001433600,5978,Alameda ,94579,San Leandro,-122.1437942,37.6860081,2416.81,94.4,34.55,4.26,30.79,59.16,67.98,31.2,46.69,50.60240964,1216.0,1.7080630209999998,5.52264843,60813.0,2.62
3408,3458,6075011700,1783,San Francisco,94108,San Francisco,-122.40348590000002,37.7904674,569.71,38.45,43.16,5.32,53.48,28.91,23.28,39.9,59.57,95.47596607,1043.0,0.377945335,7.782019166,50223.0,1.54
3409,3459,6085503703,4271,Santa Clara,95116,San Jose,-121.8394637,37.3456739,2143.9,92.24,35.12,4.33,32.48,44.64,48.62,44.5,66.35,46.58971668,1297.0,2.216159496,5.887761056,60877.0,4.63
3415,3465,6001437500,4528,Alameda ,94544,Hayward,-122.0793899,37.64403400000001,584.73,39.8,24.47,3.01,8.72,98.66,92.49,56.0,80.11,80.54375531,1375.0,1.744265081,7.518131566,54943.0,3.88
3417,3467,6073015301,3179,San Diego,92020,El Cajon,-116.9579853,32.7840225,824.68,58.63,34.01,4.19,29.18,58.72,67.54,46.1,68.49,58.54166667,1169.0,1.872916667,5.944948481,49022.0,3.28
3419,3469,6037271901,3087,Los Angeles,90066,Los Angeles,-118.4246723,34.012835700000004,3418.13,98.51,46.8,5.76,63.58,27.62,20.71,34.6,51.93,67.14719272,1619.0,1.6380880119999999,8.371141672,81250.0,2.53
3430,3480,6037141303,3089,Los Angeles,91403,Sherman Oaks,-118.4552476,34.15493529999999,3690.25,99.03,47.31,5.83,64.83,38.56,39.52,22.9,32.24,76.15780446,1574.0,1.383647799,26.93729495,62649.0,1.91
3432,3482,6037195902,1905,Los Angeles,90026,Los Angeles,-118.2791664,34.0871531,963.64,65.74,53.12,6.54,79.98,47.5,53.11,36.2,54.17,75.429727,1348.0,1.449949444,12.07082377,69479.0,1.92
3435,3485,6059074006,5555,Orange ,92707,Santa Ana,-117.8817476,33.6980366,804.85,57.09,45.58,5.61,60.17,35.15,33.79,47.1,69.6,71.15875447,1456.0,1.641653905,11.79762579,51989.0,2.92
3436,3486,6059075003,7408,Orange ,92706,Santa Ana,-117.87072279999998,33.7572599,1035.73,69.29,41.88,5.16,50.22,28.62,22.7,83.2,99.07,92.70644967,1088.0,1.310427969,12.7592865,33125.0,4.3
3440,3490,6073004501,2875,San Diego,92102,San Diego,-117.1381735,32.717632,257.89,9.09,33.1,4.08,26.85,96.4,91.8,50.5,73.76,87.63866878,1116.0,1.3129952459999998,15.57192767,50938.0,2.13
3441,3491,6059075512,3548,Orange ,92780,Tustin,-117.8214885,33.7329217,2985.98,97.34,43.13,5.31,53.4,38.47,39.38,42.8,63.76,66.91480562,1501.0,1.740281224,7.791388531,65241.0,3.45
3443,3493,6085500901,3723,Santa Clara,95192,San Jose,-121.8840872,37.3351796,499.41,30.64,42.97,5.29,52.99,72.5,80.29,41.4,61.61,83.51914687,1487.0,1.00484731,11.58230732,61458.0,1.94
3447,3497,6073008800,6188,San Diego,92111,San Diego,-117.165353,32.7824761,1963.6,90.59,38.16,4.7,40.37,43.44,46.95,50.7,74.0,69.8533131,1214.0,1.885179565,5.476099784,41155.0,3.65
3449,3499,6085503508,6219,Santa Clara,95127,San Jose,-121.81141,37.3545123,747.02,53.54,31.45,3.87,23.12,53.37,60.72,46.3,68.71,36.77979479,2106.0,2.644041042,5.085944895,67180.0,5.55
3457,3507,6037272301,2941,Los Angeles,90066,Los Angeles,-118.4222404,34.005015500000006,900.52,62.65,48.2,5.94,67.47,34.35,32.19,22.4,31.38,64.65927099999999,1518.0,1.622028526,8.455208972000001,65060.0,2.39
3462,3513,6037125502,3083,Los Angeles,91602,North Hollywood,-118.3655446,34.156628600000005,1763.11,87.86,53.81,6.63,81.37,37.03,37.07,46.2,68.61,80.94405594,1459.0,1.4329836830000002,13.28025186,57188.0,1.93
3464,3515,6073003208,6619,San Diego,92139,San Diego,-117.0452492,32.6786956,822.52,58.48,32.11,3.95,24.63,52.58,59.64,47.3,69.93,52.0,1274.0,1.777882353,6.3315610289999995,45846.0,3.21
3467,3518,6081610203,3436,San Mateo,94063,Redwood City,-122.2235825,37.4797023,516.97,32.65,35.24,4.34,32.69,67.49,76.37,60.9,85.14,90.86538462,1577.0,1.677884615,7.021712405,53611.0,3.8
3475,3526,6037501802,3326,Los Angeles,90602,Whittier,-118.0292523,33.9679116,720.38,51.65,41.34,5.09,48.61,71.65,79.7,27.3,40.21,51.32669983,1477.0,1.806799337,6.294021415,71821.0,2.78
3476,3527,6073002401,4573,San Diego,92104,San Diego,-117.1151978,32.7470742,2387.7,94.17,32.35,3.98,25.25,65.38,74.59,59.1,83.46,77.33659133,1106.0,1.4227244959999998,10.13136038,42549.0,2.91
3477,3528,6037601301,1915,Los Angeles,90302,Inglewood,-118.363824,33.9791778,1063.97,70.32,39.5,4.87,43.73,78.93,84.28,18.2,22.95,39.13612565,1489.0,1.7395287959999999,5.031707439,60625.0,2.52
3483,3534,6059088107,5866,Orange ,92841,Garden Grove,-117.97560590000002,33.777551200000005,600.31,41.57,34.16,4.21,29.66,51.27,57.9,45.0,66.96,54.01891253,1350.0,2.151891253,5.448004396,51250.0,3.51
3486,3537,6001423100,3964,Alameda ,94702,Berkeley,-122.2863197,37.865807,536.16,34.49,42.77,5.27,52.33,94.27,91.04,30.5,45.72,65.48980607,1296.0,1.23172551,10.87051121,60037.0,2.12
3487,3538,6037119341,2719,Los Angeles,91402,Panorama City,-118.4458757,34.2371667,973.63,66.39,37.89,4.67,39.54,58.02,66.51,58.8,83.22,64.69833119,1122.0,1.7548138640000002,9.658797745,45724.0,3.55
3490,3541,6037192410,3628,Los Angeles,90004,Los Angeles,-118.3181008,34.079857700000005,1437.95,81.58,49.58,6.11,71.5,53.95,61.48,37.3,55.73,62.61234272,1340.0,1.5194727380000002,9.876039877,77305.0,2.42
3492,3543,6037143604,3205,Los Angeles,91604,Studio City,-118.3681384,34.1420581,2039.72,91.3,66.23,8.16,96.98,23.95,14.03,18.4,23.31,95.23809524,1802.0,1.24496809,15.43299901,64933.0,1.67
3496,3548,6073013802,2957,San Diego,91977,Spring Valley,-117.0104099,32.734589,1410.19,80.9,34.8,4.29,31.46,64.35,73.76,47.9,70.61,55.37280702,1398.0,1.998903509,5.213960948,46094.0,3.25
3497,3549,6067000400,3667,Sacramento ,95816,Sacramento,-121.4693603,38.5800964,1020.58,68.71,50.33,6.2,73.55,50.98,57.51,28.2,41.86,71.35231317,967.0,1.300711744,9.324874212000001,55714.0,1.75
3500,3552,6073002709,3945,San Diego,92105,San Diego,-117.0896386,32.743993100000004,626.91,44.03,28.83,3.55,17.1,80.83,85.55,67.9,91.57,81.17854002,1053.0,1.410729991,7.411609555,27721.0,3.44
3506,3558,6037576801,4325,Los Angeles,90814,Long Beach,-118.1642818,33.77157570000001,764.43,54.59,38.98,4.8,42.45,28.78,23.1,52.8,76.57,75.94132029,1155.0,1.355012225,16.07735422,53750.0,2.06
3510,3562,6073002201,3796,San Diego,92105,San Diego,-117.1124957,32.7524807,1581.55,84.56,28.7,3.53,16.83,66.83,75.98,74.3,95.84,90.42735043,999.0,1.276068376,13.249206900000003,32074.0,3.05
3511,3563,6037501503,5016,Los Angeles,90601,Whittier,-118.0364753,33.9861018,396.51,20.7,40.65,5.01,46.63,67.85,76.76,41.5,61.77,77.61194029999999,1174.0,1.632729211,9.43328148,56757.0,2.61
3514,3566,6067001400,2466,Sacramento ,95816,Sacramento,-121.4721306,38.573984,966.44,65.86,48.12,5.93,67.22,51.47,58.16,39.3,58.48,89.86636971,759.0,0.8814031179999999,9.153664662999999,31368.0,1.3
3515,3567,6037297602,3503,Los Angeles,90731,San Pedro,-118.2903209,33.7159024,369.17,18.12,47.89,5.9,66.56,84.98,87.56,22.4,31.38,58.75073659,1200.0,1.680023571,11.03979608,61637.0,2.31
3517,3569,6001406300,4113,Alameda ,94601,Oakland,-122.2250125,37.7892881,468.88,27.72,30.69,3.78,21.19,110.47,94.74,53.2,77.1,64.33915212,1062.0,1.68162926,10.02249285,43307.0,3.41
3518,3570,6037216401,4189,Los Angeles,90035,Los Angeles,-118.3797435,34.05668970000001,1580.31,84.55,47.96,5.91,66.82,31.8,28.43,34.8,52.23,88.39373164,1606.0,1.340352595,20.15672673,53704.0,2.16
3519,3571,6013374000,4506,Contra Costa,94804,Richmond,-122.3414882,37.93941760000001,515.21,32.54,30.94,3.81,21.75,128.33,97.43,47.9,70.61,61.04582844,1016.0,1.42479436,6.942641847999999,43795.0,2.48
3521,3573,6085503118,5474,Santa Clara,95122,San Jose,-121.8429997,37.3186901,1054.06,69.97,38.02,4.68,39.85,40.2,42.28,38.8,57.76,72.63473054,1685.0,1.835329341,11.94252094,66056.0,3.29
3530,3582,6037269904,3902,Los Angeles,90034,Los Angeles,-118.411879,34.027809000000005,2544.25,95.26,43.74,5.39,55.12,39.79,41.64,38.5,57.47,98.45931632,1424.0,1.3683196919999998,24.91495391,58853.0,1.82
3531,3583,6075061100,4307,San Francisco,94111,San Francisco,-122.4040647,37.7955998,590.81,40.49,38.85,4.79,42.1,18.82,6.77,74.6,95.93,95.86501901,510.0,0.236692015,35.49805536,17218.0,2.23
3533,3585,6097152802,6807,Sonoma ,95403,Santa Rosa,-122.7356597,38.4651445,1273.27,77.4,39.02,4.81,42.56,54.65,62.52,45.7,67.97,75.24324324,1125.0,1.612612613,5.469729528999999,45155.0,2.53
3538,3590,6067009111,5539,Sacramento ,95826,Sacramento,-121.3639394,38.5419331,789.45,56.12,33.71,4.15,28.25,64.78,74.26,34.5,51.73,51.31086142,1133.0,1.729400749,5.876833116,55278.0,2.58
3539,3591,6037141304,2738,Los Angeles,91403,Sherman Oaks,-118.4526303,34.1509932,3015.7,97.46,45.74,5.63,60.58,27.08,19.85,25.6,37.25,58.23569952,1479.0,1.4328049619999998,8.244455116000001,63603.0,2.05
3540,3592,6001433800,7369,Alameda ,94578,San Leandro,-122.123482,37.6988143,1602.67,84.94,33.68,4.15,28.19,76.12,82.72,33.2,49.65,59.15985998,1363.0,1.8595877090000001,6.499926235,51867.0,3.29
3542,3594,6037431900,3828,Los Angeles,91780,Temple City,-118.060063,34.1103131,731.35,52.49,44.81,5.52,58.13,24.75,15.57,35.1,52.7,56.53685675,1292.0,1.83310153,5.443081107,50000.0,3.03
3546,3598,6037134306,3498,Los Angeles,91304,Canoga Park,-118.6017021,34.211914799999995,1195.52,75.15,45.42,5.59,59.8,33.3,30.66,36.6,54.7,63.62903226,1440.0,1.825806452,8.096141122999999,70595.0,2.98
3549,3601,6001436601,6091,Alameda ,94544,Hayward,-122.0788937,37.6567907,710.6,50.9,27.98,3.45,15.47,98.66,92.49,35.3,52.96,64.45523193,1332.0,1.928263215,6.908350726,63991.0,3.47
3550,3602,6067008133,2652,Sacramento ,95841,Sacramento,-121.331598,38.6657665,698.55,49.88,37.02,4.56,37.24,69.33,78.14,56.3,80.5,66.4516129,866.0,1.3540322580000002,5.552369841,31681.0,2.38
3555,3607,6001405500,3643,Alameda ,94606,Oakland,-122.243279,37.7982821,264.6,9.54,31.47,3.88,23.21,97.0,92.01,43.0,64.1,81.17647059,1128.0,1.342414861,15.87405843,50225.0,2.54
3556,3608,6037139503,4657,Los Angeles,91316,Encino,-118.52451940000002,34.167784999999995,3707.67,99.07,46.75,5.76,63.47,31.15,27.28,40.3,60.1,68.30357143,1408.0,1.47358631,30.92730116,52288.0,2.24
3562,3614,6037272202,3378,Los Angeles,90066,Los Angeles,-118.43914879999998,33.9975533,904.25,62.81,48.49,5.97,68.34,34.35,32.19,45.9,68.17,77.21674877,1385.0,1.437807882,21.22910064,64138.0,2.32
3564,3616,6037183401,2543,Los Angeles,90042,Los Angeles,-118.2092262,34.1216662,892.19,62.28,40.06,4.93,45.02,44.81,48.92,40.9,60.93,38.99204244,994.0,1.883289125,6.287107491,54352.0,3.05
3566,3618,6053010505,4892,Monterey ,93906,Salinas,-121.6494212,36.7291549,567.09,38.07,30.3,3.73,20.45,78.46,83.78,49.7,72.82,39.86531987,1190.0,2.2067340069999997,6.9434263629999995,52404.0,4.19
3567,3619,6037211704,3016,Los Angeles,90020,Los Angeles,-118.3115783,34.0635115,1309.93,78.46,49.03,6.04,69.91,24.0,14.09,44.4,66.22,90.3786468,1067.0,0.9826194909999999,35.25099765,34303.0,1.81
3568,3620,6001433104,3760,Alameda ,94578,San Leandro,-122.1469937,37.7142641,239.1,7.73,38.95,4.8,42.31,66.39,75.29,33.7,50.32,69.64477933,1321.0,1.405274489,7.137601717000001,44913.0,2.19
3570,3622,6059088403,6896,Orange ,92840,Garden Grove,-117.91057990000002,33.7888906,797.44,56.57,42.46,5.23,51.47,38.05,38.54,37.0,55.14,46.62740899,1576.0,2.338329764,5.863790029,77500.0,4.17
3574,3626,6001407000,5885,Alameda ,94619,Oakland,-122.2024899,37.787943,1393.73,80.6,31.09,3.83,22.17,64.52,73.99,56.1,80.28,55.50435228,1259.0,1.459293395,9.158874811,43125.0,2.93
3577,3629,6037701602,4037,Los Angeles,90404,Santa Monica,-118.4754273,34.0350094,1282.17,77.75,49.25,6.07,70.6,60.62,69.73,22.1,30.81,65.08254127,1664.0,1.4627313659999999,12.24710535,94386.0,2.07
3578,3630,6001407101,3414,Alameda ,94601,Oakland,-122.2143966,37.7831287,392.75,20.42,30.26,3.73,20.31,110.47,94.74,64.1,88.27,64.80392157,1024.0,1.7147058819999998,11.13100578,51691.0,3.47
3586,3638,6037101220,3363,Los Angeles,91042,Tujunga,-118.2816322,34.2516085,1159.13,73.93,35.39,4.36,33.04,43.41,46.91,37.6,56.23,65.0,1123.0,1.551639344,7.064345912,39634.0,2.6
3592,3645,6037128802,4325,Los Angeles,91411,Van Nuys,-118.4552597,34.168478799999995,1132.87,72.99,53.63,6.61,81.0,41.52,44.5,23.7,33.94,65.38821328,1595.0,1.53414406,8.909260181,80682.0,2.24
3593,3646,6059075513,5074,Orange ,92780,Tustin,-117.8147887,33.7284876,3723.47,99.12,42.77,5.27,52.32,38.47,39.38,34.2,51.07,60.23544801,1602.0,1.867233486,9.320523205,67208.0,3.53
3594,3647,6037194500,2037,Los Angeles,90048,Los Angeles,-118.36959579999998,34.0781753,1518.41,83.27,54.19,6.67,82.19,29.7,24.64,24.4,35.25,50.26343519,1461.0,1.452054795,5.603731675,85313.0,1.93
3596,3649,6037183222,3483,Los Angeles,90041,Los Angeles,-118.1973377,34.1291804,1219.34,75.81,39.92,4.92,44.73,34.16,31.8,37.7,56.42,36.9132856,1096.0,1.746221161,5.477572311,53750.0,2.75
3602,3655,6037462001,3974,Los Angeles,91104,Pasadena,-118.1438322,34.1633689,679.13,48.44,38.6,4.75,41.52,25.98,17.83,58.2,82.38,73.46752059,1213.0,1.5544373280000001,8.644083794,36907.0,3.52
3603,3656,6001408600,5492,Alameda ,94605,Oakland,-122.1823031,37.7661964,348.72,16.33,25.36,3.12,10.47,131.31,97.66,69.4,92.61,61.84428493,1142.0,1.454997239,6.904640291000001,30696.0,3.47
3604,3657,6037189600,3529,Los Angeles,90068,Los Angeles,-118.3297619,34.111355700000004,2784.62,96.48,49.88,6.14,72.3,21.62,10.2,21.2,29.15,61.59638554,1491.0,1.40311245,7.443894294,67127.0,1.77
3607,3660,6001422200,3144,Alameda ,94702,Berkeley,-122.2878154,37.87288220000001,506.81,31.42,40.26,4.96,45.5,96.04,91.63,27.0,39.7,59.33044017,1408.0,1.2535647859999999,9.670345352,66769.0,2.2
3610,3663,6111000701,6441,Ventura ,93060,Santa Paula,-119.0772575,34.3453966,464.2,27.12,35.28,4.35,32.76,42.33,45.52,56.1,80.28,48.73859367,1181.0,1.887278583,5.2690394110000005,40280.0,3.59
3616,3670,6013383000,4485,Contra Costa,94804,Richmond,-122.31173909999998,37.90901270000001,1738.42,87.42,43.39,5.34,54.08,101.18,92.96,25.5,37.07,43.45818368,1487.0,1.622370446,5.8653193020000005,73344.0,2.48
3617,3671,6095252607,3819,Solano ,94533,Fairfield,-122.02974070000002,38.25440560000001,472.08,28.05,28.53,3.51,16.43,119.73,96.52,63.1,87.25,64.78260870000001,1009.0,1.8539130430000001,5.872233772,34787.0,3.77
3619,3673,6041112201,7809,Marin ,94901,San Rafael,-122.505765,37.9659228,298.77,12.09,32.37,3.99,25.33,40.51,42.59,75.7,96.64,93.21428571,1512.0,1.414285714,21.03241852,32452.0,4.39
3621,3675,6007000604,4217,Butte ,95926,Chico,-121.8573274,39.7358332,432.43,23.98,38.22,4.71,40.55,48.16,53.93,83.8,99.13,90.98412698,863.0,1.50031746,6.267702765,16971.0,2.81
3626,3680,6013328000,2281,Contra Costa,94520,Concord,-122.0377689,37.975617,755.03,54.03,35.05,4.32,32.23,125.88,97.13,46.6,69.18,94.50171821,1252.0,0.96975945,5.348252367,28656.0,1.63
