,Census Tract,Total Population,California County,ZIP,Nearby City,Longitude,Latitude,Traffic,Traffic Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Poverty,Poverty Pctl
582,6037228420,3150,Los Angeles,90011,Los Angeles,-118.27189140000002,34.0082598,872.13,61.3,51.88,6.39,76.94,63.52,73.07,80.1,98.39
583,6037127210,5531,Los Angeles,91405,Van Nuys,-118.4596472,34.2066365,1081.85,71.05,53.32,6.57,80.41,98.58,92.36,47.3,69.93
584,6037531503,3116,Los Angeles,90063,Los Angeles,-118.17474399999999,34.0294089,2552.28,95.33,55.25,6.81,84.13,42.53,45.8,72.0,94.34
585,6099001603,5706,Stanislaus ,95351,Modesto,-121.02679369999998,37.6150481,502.44,31.03,53.06,6.54,79.76,86.41,87.86,75.0,96.22
586,6037195720,2304,Los Angeles,90026,Los Angeles,-118.2633783,34.0737627,2842.99,96.78,59.64,7.35,91.06,55.22,63.31,41.9,62.41
587,6107000501,6712,Tulare ,93618,Dinuba,-119.3859943,36.538454200000004,443.62,25.19,55.26,6.81,84.16,42.92,46.13,76.0,96.9
588,6037603005,5591,Los Angeles,90247,Gardena,-118.3047564,33.898295399999995,1106.95,72.01,55.79,6.87,84.95,73.5,80.94,48.4,71.36
589,6037201402,4311,Los Angeles,90032,Los Angeles,-118.18776809999999,34.0689106,753.96,53.98,61.09,7.52,92.92,66.51,75.59,34.8,52.23
590,6065041001,2832,Riverside ,92503,Riverside,-117.4643999,33.9496836,996.94,67.49,60.46,7.45,92.27,59.41,68.41,55.8,79.92
591,6019008301,5989,Fresno ,93640,Mendota,-120.39855700000001,36.804879,353.83,16.77,50.59,6.23,74.08,93.38,90.57,77.1,97.4
592,6037190802,2784,Los Angeles,90028,Los Angeles,-118.32991580000001,34.0943604,1747.69,87.64,64.66,7.96,95.91,51.06,57.61,56.0,80.11
593,6071004202,5176,San Bernardino,92411,San Bernardino,-117.3182081,34.1259545,524.25,33.31,46.29,5.7,62.14,149.92,98.67,68.8,92.22
594,6037540502,6552,Los Angeles,90262,Lynwood,-118.2136057,33.915979,752.77,53.85,57.94,7.14,88.41,45.85,50.74,61.5,85.72
595,6037570404,3501,Los Angeles,90805,Long Beach,-118.19593459999999,33.877496,3045.76,97.54,52.03,6.41,77.21,78.88,84.19,48.0,70.76
596,6037236100,5265,Los Angeles,90008,Los Angeles,-118.3402132,34.0126393,968.48,66.02,53.79,6.63,81.31,101.23,92.97,53.0,76.87
597,6037407701,5401,Los Angeles,91744,La Puente,-117.9298385,34.013937,782.78,55.68,60.34,7.43,92.1,68.67,77.51,56.3,80.5
598,6013365002,5462,Contra Costa,94801,Richmond,-122.38439540000002,37.9594657,302.07,12.28,52.1,6.42,77.39,195.32,99.81,60.1,84.5
599,6037531502,3273,Los Angeles,90022,Los Angeles,-118.17084720000001,34.019890999999994,2294.54,93.42,55.1,6.79,83.83,60.15,69.32,67.4,91.11
600,6037433304,4726,Los Angeles,91732,El Monte,-118.019896,34.07089860000001,1737.96,87.4,56.36,6.94,85.76,67.93,76.87,65.1,89.13
601,6077002202,5417,San Joaquin,95206,Stockton,-121.25729720000001,37.9333088,313.13,13.3,46.39,5.71,62.36,122.31,96.82,72.6,94.7
602,6071006401,3343,San Bernardino,92410,San Bernardino,-117.26989420000001,34.1157719,594.31,40.89,52.77,6.5,79.08,78.82,84.14,87.9,99.67
603,6037291110,3510,Los Angeles,90044,Los Angeles,-118.28682090000001,33.9200912,3309.97,98.26,61.59,7.59,93.35,69.17,78.03,56.1,80.28
604,6037434003,4273,Los Angeles,91732,El Monte,-118.02269380000001,34.04644129999999,961.83,65.65,69.21,8.52,98.42,39.21,40.67,65.9,89.89
605,6037206031,2957,Los Angeles,90021,Los Angeles,-118.23316229999999,34.0320283,1997.59,90.95,79.2,9.76,99.93,89.87,89.22,24.1,34.58
606,6037533300,3558,Los Angeles,90270,Maywood,-118.2024051,33.9927923,1387.79,80.47,57.47,7.08,87.63,41.44,44.36,60.8,85.05
607,6037240700,6161,Los Angeles,90002,Los Angeles,-118.2593919,33.9470153,896.04,62.49,51.35,6.33,75.78,74.83,81.81,63.0,87.19
608,6037199900,2683,Los Angeles,90031,Los Angeles,-118.21157579999999,34.0650794,1956.03,90.46,66.83,8.23,97.31,42.22,45.37,70.9,93.66
609,6037535702,5522,Los Angeles,90280,South Gate,-118.20502830000001,33.9542813,914.59,63.27,52.11,6.42,77.4,46.23,51.3,66.2,90.07
610,6099002702,6940,Stanislaus ,95351,Modesto,-120.96653810000001,37.6152295,614.85,43.15,55.75,6.87,84.9,96.68,91.91,58.5,82.83
611,6067006900,4763,Sacramento ,95815,Sacramento,-121.45786470000002,38.601870299999995,525.29,33.38,49.91,6.15,72.41,148.82,98.58,64.2,88.41
612,6037575803,2837,Los Angeles,90813,Long Beach,-118.19371480000001,33.778966100000005,634.61,44.91,52.25,6.44,77.85,115.35,95.67,73.4,95.25
613,6037123301,4559,Los Angeles,91605,North Hollywood,-118.40012250000001,34.2003101,1730.27,87.25,63.2,7.78,94.81,56.64,64.85,34.9,52.39
614,6037302504,4234,Los Angeles,91205,Glendale,-118.2491936,34.1351285,733.22,52.65,53.09,6.54,79.86,58.06,66.59,57.6,81.89
615,6085503105,2484,Santa Clara,95122,San Jose,-121.85878799999999,37.3262673,1775.83,88.03,57.75,7.11,88.16,46.14,51.04,49.5,72.57
616,6037533703,4236,Los Angeles,90270,Maywood,-118.17340779999999,33.9836095,2516.01,95.06,61.2,7.54,93.03,45.27,49.93,66.6,90.47
617,6037209402,3728,Los Angeles,90057,Los Angeles,-118.277221,34.0546619,1102.97,71.79,52.95,6.52,79.58,59.84,68.96,87.8,99.66
618,6037502802,1380,Los Angeles,90670,Santa Fe Springs,-118.06832340000001,33.9335661,711.31,50.96,62.05,7.64,93.78,52.41,59.46,55.1,79.11
619,6037228310,4449,Los Angeles,90011,Los Angeles,-118.26241599999999,34.011351,709.73,50.85,54.91,6.76,83.55,63.52,73.07,75.0,96.22
620,6037296600,5218,Los Angeles,90731,San Pedro,-118.2923625,33.739782899999994,1003.54,67.88,57.49,7.08,87.68,84.98,87.56,64.7,88.8
621,6037231400,4688,Los Angeles,90062,Los Angeles,-118.31299950000002,34.01455479999999,909.79,63.07,48.05,5.92,67.04,85.29,87.6,65.4,89.42
622,6037402102,4815,Los Angeles,91767,Pomona,-117.7464275,34.0844486,1304.06,78.28,58.05,7.15,88.55,75.15,81.98,43.1,64.3
623,6013377000,6962,Contra Costa,94801,Richmond,-122.3629548,37.93378320000001,231.8,7.33,48.76,6.01,69.15,201.52,99.83,56.9,81.22
624,6037570501,7419,Los Angeles,90805,Long Beach,-118.1796736,33.86869229999999,555.96,36.93,57.48,7.08,87.65,87.58,88.38,37.7,56.42
625,6037402101,4623,Los Angeles,91767,Pomona,-117.7337541,34.086058799999996,1864.69,89.35,58.52,7.21,89.36,69.35,78.17,46.5,68.98
626,6037311801,3033,Los Angeles,91502,Burbank,-118.30620800000001,34.1661607,2200.01,92.74,73.98,9.11,99.51,46.27,51.34,38.0,56.79
627,6037195710,4328,Los Angeles,90026,Los Angeles,-118.26860239999999,34.0747292,2384.59,94.13,59.56,7.34,90.91,55.22,63.31,62.6,86.79
628,6037433305,4893,Los Angeles,91732,El Monte,-118.0127105,34.0703231,2504.68,94.99,57.8,7.12,88.21,67.93,76.87,62.6,86.79
629,6037603704,6348,Los Angeles,90250,Hawthorne,-118.3319132,33.9001056,1068.79,70.54,53.23,6.56,80.19,80.75,85.45,55.9,80.01
630,6037602508,7022,Los Angeles,90250,Hawthorne,-118.339504,33.9128073,1466.66,82.14,60.29,7.43,92.02,78.54,83.89,43.1,64.3
631,6037534001,5613,Los Angeles,90201,Bell,-118.1468675,33.96793220000001,575.7,38.96,65.97,8.13,96.83,44.7,48.76,65.4,89.42
632,6037241300,2313,Los Angeles,90044,Los Angeles,-118.28623770000002,33.9261331,4220.05,99.64,50.64,6.24,74.19,93.68,90.8,53.1,77.0
633,6037573300,4323,Los Angeles,90806,Long Beach,-118.1757078,33.793291100000005,1365.15,79.86,51.52,6.35,76.22,66.28,75.25,72.4,94.57
634,6071009117,8267,San Bernardino,92301,Adelanto,-117.52058329999998,34.6306439,210.1,6.05,46.71,5.75,63.41,98.75,92.59,71.5,93.98
635,6037121801,3942,Los Angeles,91605,North Hollywood,-118.39287709999999,34.21148710000001,943.61,64.78,56.25,6.93,85.6,78.9,84.25,61.8,86.02
636,6099000602,2953,Stanislaus ,95351,Modesto,-121.03077569999999,37.654788200000006,1004.06,67.94,64.66,7.96,95.92,76.4,82.77,35.9,53.78
637,6037232110,3191,Los Angeles,90037,Los Angeles,-118.2893178,33.99949470000001,1052.11,69.87,47.59,5.86,65.65,92.32,90.18,68.2,91.8
638,6047002401,1756,Merced ,93620,Dos Palos,-120.6551864,37.0439737,256.89,8.96,49.97,6.15,72.57,113.53,95.44,58.1,82.28
639,6099000510,8480,Stanislaus ,95358,Modesto,-121.08097479999999,37.6930984,969.91,66.11,63.83,7.86,95.26,51.59,58.38,38.3,57.23
640,6037570603,4435,Los Angeles,90805,Long Beach,-118.16232140000001,33.8571712,659.54,47.01,54.62,6.73,83.04,72.65,80.35,63.6,87.68
641,6065046500,9277,Riverside ,92521,Riverside,-117.33335159999999,33.970937899999996,1334.18,79.1,65.16,8.03,96.29,40.64,42.95,78.2,97.69
642,6037302202,5254,Los Angeles,91205,Glendale,-118.24855590000001,34.140753100000005,880.33,61.65,58.17,7.16,88.79,58.06,66.59,54.5,78.52
643,6037404801,7305,Los Angeles,91706,Baldwin Park,-117.9773075,34.0785296,465.63,27.3,54.7,6.74,83.12,62.29,71.62,52.2,75.81
644,6037551800,7533,Los Angeles,90242,Downey,-118.1260092,33.9131762,2171.23,92.49,64.7,7.97,95.93,52.53,59.57,30.1,44.95
645,6037224420,2369,Los Angeles,90007,Los Angeles,-118.2769037,34.0316495,3929.78,99.36,54.05,6.66,81.89,48.51,54.43,75.6,96.59
646,6037535102,4517,Los Angeles,90002,Los Angeles,-118.2488361,33.958724600000004,1049.31,69.82,48.88,6.02,69.45,84.36,87.16,54.7,78.74
647,6037502004,4359,Los Angeles,90602,Whittier,-118.0477889,33.960904600000006,577.82,39.13,59.33,7.31,90.6,74.48,81.72,44.8,66.64
648,6037231100,3350,Los Angeles,90007,Los Angeles,-118.27655790000001,34.0152478,2942.09,97.17,56.98,7.02,86.85,41.68,44.71,77.0,97.37
649,6037197500,3889,Los Angeles,90026,Los Angeles,-118.2572428,34.0726632,2609.04,95.71,62.85,7.74,94.56,55.22,63.31,44.6,66.42
650,6065042902,4930,Riverside ,92570,Perris,-117.30682140000002,33.749342600000006,357.82,17.02,51.02,6.28,75.03,56.49,64.67,56.2,80.41
651,6037533701,3934,Los Angeles,90270,Maywood,-118.1820765,33.988846,1274.35,77.43,58.96,7.26,90.02,42.6,45.88,64.2,88.41
652,6037576301,4176,Los Angeles,90813,Long Beach,-118.18869640000001,33.7789685,638.29,45.19,53.67,6.61,81.06,122.65,96.87,62.5,86.66
653,6019002905,2889,Fresno ,93727,Fresno,-119.7272939,36.7539654,770.47,55.01,51.84,6.38,76.86,73.32,80.81,61.5,85.72
654,6037218210,4457,Los Angeles,90019,Los Angeles,-118.34230559999999,34.0427907,1188.75,74.91,57.26,7.05,87.26,59.29,68.23,62.8,86.98
655,6029001902,4679,Kern ,93304,Bakersfield,-119.0241678,35.3604639,752.33,53.84,53.81,6.63,81.39,121.62,96.66,66.6,90.47
656,6037204200,3303,Los Angeles,90033,Los Angeles,-118.2050757,34.0436195,872.04,61.27,48.55,5.98,68.5,81.7,86.09,61.7,85.91
657,6037237201,3506,Los Angeles,90044,Los Angeles,-118.29911489999999,33.9857256,1163.91,74.06,49.14,6.05,70.17,96.41,91.82,69.0,92.32
658,6037530602,1590,Los Angeles,90063,Los Angeles,-118.17162590000001,34.05277879999999,1663.49,86.23,64.22,7.91,95.61,28.87,23.21,46.9,69.4
659,6037502100,5110,Los Angeles,90606,Whittier,-118.0522351,33.972642900000004,557.23,37.06,60.01,7.39,91.61,56.9,65.42,28.9,42.88
660,6037533402,4105,Los Angeles,90270,Maywood,-118.1951817,33.9898752,1312.06,78.52,56.61,6.97,86.17,40.59,42.86,57.0,81.31
661,6037405101,5304,Los Angeles,91706,Baldwin Park,-117.9616912,34.0958307,512.21,32.17,57.39,7.07,87.49,62.29,71.62,47.3,69.93
662,6037301502,6908,Los Angeles,91201,Glendale,-118.2886611,34.172366100000005,483.71,29.16,62.44,7.69,94.24,31.91,28.59,54.4,78.4
663,6025012200,7804,Imperial ,92231,Calexico,-115.5143868,32.673072399999995,2177.84,92.57,54.69,6.74,83.1,51.9,58.78,64.7,88.8
664,6071002402,8434,San Bernardino,92335,Fontana,-117.46242520000001,34.095668599999996,598.11,41.32,52.12,6.42,77.42,73.89,81.3,62.0,86.25
665,6037219010,2814,Los Angeles,90018,Los Angeles,-118.32292620000001,34.0276144,1154.32,73.74,50.55,6.23,74.01,93.35,90.56,48.2,71.16
666,6029004402,5437,Kern ,93280,Wasco,-119.3337642,35.5917344,216.47,6.45,54.74,6.74,83.19,38.16,38.77,84.8,99.31
667,6065042901,7385,Riverside ,92570,Perris,-117.25172490000001,33.7488769,388.52,19.96,56.43,6.95,85.87,56.84,65.27,60.9,85.14
668,6037576302,4101,Los Angeles,90813,Long Beach,-118.18284890000001,33.7789718,816.87,58.14,46.69,5.75,63.37,130.75,97.64,62.6,86.79
669,6037552302,3648,Los Angeles,90650,Norwalk,-118.05776709999999,33.906521999999995,1274.82,77.47,60.96,7.51,92.74,58.84,67.6,25.4,36.86
670,6037542000,5732,Los Angeles,90221,Compton,-118.20317309999999,33.905536700000006,699.89,50.01,50.22,6.19,73.29,76.03,82.68,56.1,80.28
671,6037207103,2077,Los Angeles,90012,Los Angeles,-118.23927250000001,34.064482399999996,1278.38,77.59,70.25,8.65,98.71,29.02,23.46,78.3,97.74
672,6037231500,4752,Los Angeles,90062,Los Angeles,-118.31082659999998,34.0072777,1027.53,69.01,48.38,5.96,67.98,108.95,94.55,49.8,72.96
673,6037575901,3454,Los Angeles,90802,Long Beach,-118.2023757,33.7726916,728.75,52.32,56.69,6.98,86.38,83.03,86.7,59.4,83.75
674,6037190901,4742,Los Angeles,90038,Los Angeles,-118.3124771,34.094422200000004,2658.16,95.93,59.34,7.31,90.63,42.75,45.98,56.6,80.87
675,6099003803,3004,Stanislaus ,95380,Turlock,-120.84210530000001,37.4839984,437.28,24.5,51.32,6.32,75.74,82.64,86.54,51.9,75.46
676,6037121101,2932,Los Angeles,91352,Sun Valley,-118.36542949999999,34.224416999999995,1871.37,89.43,57.84,7.12,88.26,77.04,83.12,49.7,72.82
677,6059086802,5913,Orange ,92801,Anaheim,-117.96890570000001,33.84532120000001,2664.57,95.96,58.21,7.17,88.82,60.49,69.68,50.6,73.88
678,6037191620,2789,Los Angeles,90029,Los Angeles,-118.3027253,34.088586600000006,3483.35,98.62,54.26,6.68,82.31,66.96,76.08,65.7,89.69
679,6037124204,3071,Los Angeles,91601,North Hollywood,-118.3746553,34.1739725,1026.28,68.94,54.86,6.76,83.45,57.11,65.65,59.8,84.19
680,6037228500,5220,Los Angeles,90011,Los Angeles,-118.26906480000001,34.0034919,935.3,64.32,52.68,6.49,78.83,59.85,69.06,72.2,94.47
681,6037533702,3585,Los Angeles,90270,Maywood,-118.18270530000001,33.983557299999994,1084.78,71.16,52.72,6.49,78.97,47.02,52.64,63.5,87.59
682,6037231600,7110,Los Angeles,90037,Los Angeles,-118.29803190000001,34.0072734,1146.24,73.42,48.13,5.93,67.27,92.7,90.24,71.4,93.93
683,6037201700,5093,Los Angeles,90032,Los Angeles,-118.1708887,34.0674315,1116.59,72.39,64.17,7.9,95.56,48.4,54.29,43.6,64.94
684,6047001601,4498,Merced ,95341,Merced,-120.47680420000002,37.291630700000006,578.64,39.32,48.04,5.92,66.98,87.5,88.22,94.8,99.96
685,6019006602,5597,Fresno ,93654,Reedley,-119.4402301,36.590857299999996,208.21,5.93,53.81,6.63,81.38,63.19,72.56,77.9,97.65
686,6071001812,4321,San Bernardino,91761,Ontario,-117.64704740000002,34.0429101,472.67,28.1,57.14,7.04,87.08,38.11,38.66,55.1,79.11
687,6037211122,3075,Los Angeles,90004,Los Angeles,-118.28922340000001,34.0726794,1587.57,84.68,57.89,7.13,88.34,65.18,74.43,54.0,77.93
688,6037407200,7315,Los Angeles,91744,La Puente,-117.95978170000001,34.03354960000001,671.08,47.81,61.51,7.58,93.29,68.67,77.51,46.1,68.49
689,6029003000,7374,Kern ,93304,Bakersfield,-119.0121142,35.3321914,325.17,14.2,54.15,6.67,82.09,87.2,88.13,69.4,92.61
690,6037543306,7214,Los Angeles,90745,Carson,-118.2427443,33.834278399999995,1985.15,90.78,68.66,8.46,98.23,59.74,68.82,22.4,31.38
691,6037211320,3184,Los Angeles,90004,Los Angeles,-118.2941394,34.0708715,1799.44,88.38,54.72,6.74,83.15,65.18,74.43,59.1,83.46
692,6037218300,5520,Los Angeles,90019,Los Angeles,-118.35481709999999,34.0427467,1005.28,68.02,62.62,7.71,94.41,55.01,62.96,53.9,77.75
693,6037301701,2849,Los Angeles,91202,Glendale,-118.27466770000001,34.1584908,1708.17,86.9,72.31,8.91,99.24,31.62,28.04,25.0,36.22
694,6107004200,6529,Tulare ,93256,Pixley,-119.2918483,35.96478629999999,267.75,9.74,55.44,6.83,84.44,51.49,58.22,84.0,99.17
695,6037600502,2355,Los Angeles,90303,Inglewood,-118.3307284,33.9280513,2786.31,96.49,58.83,7.25,89.89,90.2,89.4,26.7,39.07
696,6099000805,6188,Stanislaus ,95350,Modesto,-121.02166170000001,37.6764076,733.02,52.63,53.06,6.54,79.78,97.48,92.07,53.3,77.2
697,6107000302,3427,Tulare ,93631,Kingsburg,-119.44689869999999,36.451812100000005,613.57,43.05,58.42,7.2,89.2,39.0,40.31,79.9,98.33
698,6037531000,5629,Los Angeles,90063,Los Angeles,-118.17390230000001,34.0407632,2364.13,94.02,61.08,7.52,92.91,40.99,43.64,52.8,76.57
699,6059087405,5912,Orange ,92805,Anaheim,-117.9110788,33.821121500000004,2542.59,95.25,58.11,7.16,88.69,53.92,61.44,70.1,93.01
700,6037296500,3910,Los Angeles,90731,San Pedro,-118.2927139,33.7480876,988.75,67.11,55.54,6.84,84.62,71.31,79.53,54.7,78.74
701,6001407300,2598,Alameda ,94601,Oakland,-122.2109235,37.762178600000006,1406.6,80.84,56.83,7.0,86.62,99.49,92.69,56.3,80.5
702,6037432601,6564,Los Angeles,91732,El Monte,-118.0143396,34.0820032,689.84,49.27,54.65,6.73,83.06,67.93,76.87,58.3,82.58
