,id,census_tract,total_population,county,zip,nearby_city,longitude,latitude,traffic,pollution_score,asthma,poverty,pct_renter_occupied_hu,median_gross_rent,autos_per_hh,gross_hh_density,median_hh_income,avg_hh_size
2247,2282,6007001200,3556,Butte ,95928,Chico,-121.8142432,39.6982253,297.24,6.71,41.55,74.3,77.40963855,910,1.521084337,0.620657005,23409,2.38
2248,2283,6073010111,3072,San Diego,92173,San Ysidro,-117.0662396,32.5641819,1213.45,4.68,59.8,62.6,63.07311029,1113,2.087980173,5.411418587,41008,4.31
2249,2284,6081601300,7510,San Mateo,94014,Daly City,-122.4654837,37.6878686,1448.57,5.28,65.53,42.2,74.56896552,1411,1.577586207,9.267502462,59328,3.42
2250,2285,6037208904,3926,Los Angeles,90057,Los Angeles,-118.2700929,34.0595681,1265.19,6.73,29.58,92.2,100,736,0.537037037,44.83478378,17229,2.97
2251,2286,6097153104,4046,Sonoma ,95407,Santa Rosa,-122.7274638,38.4288774,1338.53,4.84,64.5,59.9,78.23129252,1135,1.739795918,2.78091335,44205,3.51
2252,2288,6071009905,7575,San Bernardino,92394,Victorville,-117.3099848,34.5507774,987.75,4.27,91.48,63.6,45.02952756,1035,2.001968504,0.825555121,40677,3.88
2253,2289,6037503202,4462,Los Angeles,90604,Whittier,-118.0348881,33.9393795,711.26,5.78,57.53,36,35.93508501,1048,2.010819165,4.589920497,64286,3.63
2254,2290,6071010013,8022,San Bernardino,92345,Hesperia,-117.2673851,34.428542,346.52,4.72,69.04,59.9,38.53375056,1094,1.932051855,0.5702878,38865,3.44
2255,2291,6037403318,6243,Los Angeles,91766,Pomona,-117.7652744,34.0305561,1572.53,6.5,68.79,15.4,21.68186424,1628,2.455927052,2.371481013,85357,3.25
2256,2292,6059075515,15295,Orange ,92782,Tustin,-117.8352245,33.7049422,2213.18,8.91,25.73,35,70.75747724,1664,1.694570871,1.311781052,71643,2.89
2257,2293,6025012002,9678,Imperial ,92231,Calexico,-115.4776657,32.6773547,380.79,5,51.9,42.7,35.12304251,1210,2.334675615,1.844586876,59089,4.66
2258,2294,6059074005,7432,Orange ,92707,Santa Ana,-117.8809246,33.7088171,1120.36,6.51,39.23,50.4,52.34070221,1445,2.427828349,4.854438619,63716,4.91
2259,2295,6013355200,7444,Contra Costa,94521,Concord,-121.9764323,37.9987014,1631.99,5.3,137.92,13.2,42.6077266,1973,2.331352155,0.358059122,108438,3.8
2260,2296,6065030800,6973,Riverside ,92504,Riverside,-117.4115769,33.9653835,360.98,6.62,42.93,34.9,28.40212505,1214,2.211687781,2.223775115,69080,3.41
2261,2297,6001436200,3827,Alameda ,94541,Hayward,-122.11212,37.6685048,2085.87,4.16,117.15,48.1,84.15686275,1194,1.610980392,8.005743785,45987,3.3
2262,2298,6037406902,3149,Los Angeles,91746,La Puente,-117.9641181,34.0564404,624.82,6.19,40.05,22.6,31.7535545,1125,2.562796209,3.407534165,71875,4.36
2263,2299,6053001801,3957,Monterey ,93907,Salinas,-121.6700057,36.6893565,521.22,6.65,55.58,39.2,42.53472222,1228,2.063368056,1.662848071,66833,3.61
2264,2300,6067007504,2054,Sacramento ,95841,Sacramento,-121.361362,38.6476255,2273.92,5.62,101.71,46.1,49.80988593,886,1.776932826,0.931116011,43787,2.71
2265,2301,6001406202,4718,Alameda ,94601,Oakland,-122.2265557,37.7819786,410.99,4.78,110.47,70.8,89.11877395,987,1.296551724,13.46604974,33583,3.39
2266,2302,6059099801,5816,Orange ,92683,Westminster,-117.9906948,33.765726,1636.58,6.46,28.48,51.6,52.85806037,1343,2.229929351,4.223158517,51943,3.69
2267,2303,6037482503,4357,Los Angeles,91770,Rosemead,-118.0948587,34.0586251,701.37,5.63,38.01,57.1,65.9832246,1213,2.092264678,5.950958703,43393,4.04
2268,2304,6007002800,4275,Butte ,95965,Oroville,-121.5606959,39.5071861,495.66,4.36,84.34,69.4,71.60334836,749,1.044430135,1.480496618,21338,2.44
2269,2305,6071002601,10799,San Bernardino,92337,Fontana,-117.4505924,34.0547059,1435.78,8.57,36.08,35.9,25.09619496,1474,2.531423685,0.441049692,82561,4.17
2270,2306,6077003310,4191,San Joaquin,95210,Stockton,-121.3141008,38.0245526,564.5,4.07,90.28,56.7,64.51612903,855,1.596102151,5.40557211,36207,2.78
2271,2307,6037134002,3372,Los Angeles,91306,Winnetka,-118.5855271,34.2026924,1108.01,5.31,63.65,48.7,52.63157895,1109,1.894736842,5.604853529,49600,3.71
2272,2308,6037602402,6769,Los Angeles,90250,Hawthorne,-118.3568525,33.9091622,907.43,5.19,78.37,45.5,43.3934666,1259,1.781082399,6.283586694,50841,3.1
2273,2309,6107002303,6447,Tulare ,93274,Tulare,-119.3438407,36.2256444,616.39,6.28,78.57,18.2,29.97522709,1149,1.952931462,2.389454414,59915,2.47
2274,2310,6099000501,7165,Stanislaus ,95356,Modesto,-121.0456931,37.7204067,1001.36,9.02,42.04,17.9,23.77796189,1243,2.263048882,0.25775216,79796,3.17
2275,2311,6037576904,3288,Los Angeles,90804,Long Beach,-118.157318,33.7771513,1210.19,5.31,71.45,53.2,80.15267176,1242,1.697201018,13.03307152,48534,2.61
2276,2312,6053001700,3780,Monterey ,93901,Salinas,-121.6686664,36.6783432,498.8,5.32,108.24,53,65,1253,1.763492063,6.005534326,47222,3.04
2277,2313,6037481002,5447,Los Angeles,91801,Alhambra,-118.1189741,34.0951879,962.26,7.44,34.31,43.8,60.43566363,1224,1.864741641,8.547358875,55714,3.02
2278,2314,6059001903,3418,Orange ,92833,Fullerton,-117.958868,33.8567264,4290.79,5.74,47.51,37.6,34.54545455,1324,2.3125,3.872263202,66667,4.1
2279,2315,6037128101,3738,Los Angeles,91405,Van Nuys,-118.4356174,34.1902993,1387.54,5.54,49.54,40,68.17813765,1160,1.651821862,7.702120828,43935,2.8
2280,2316,6067006003,4461,Sacramento ,95821,Sacramento,-121.37517,38.6342017,795.15,4.72,122.66,51.6,70.58492688,824,1.440382452,4.654765035,36329,2.55
2281,2317,6059086803,7478,Orange ,92801,Anaheim,-117.9806013,33.8358485,839.05,5.62,50.88,34.5,65.36189069,1390,1.994091581,5.634508083,58674,3.28
2282,2318,6037127712,2991,Los Angeles,91406,Van Nuys,-118.4700785,34.1974208,2311.16,5.83,51.82,57.4,76.4261745,1077,1.419463087,8.462808882,33229,2.52
2283,2319,6037104105,5412,Los Angeles,91331,Pacoima,-118.4046862,34.2761482,1263.38,5.42,68.59,58.6,48.48289219,766,1.762427372,10.72085354,37846,3.79
2284,2320,6059001103,4489,Orange ,90631,La Habra,-117.9615275,33.9346776,829.49,5.37,53.99,48,65.32485876,1133,1.808615819,4.26498852,52974,2.88
2285,2321,6107003802,4123,Tulare ,93257,Porterville,-119.0166966,36.070899,329.92,4.4,58.17,86.1,72.51542152,628,1.315969842,3.105692956,20747,3.01
2286,2322,6025010800,1368,Imperial ,92250,Holtville,-115.317678,32.7712275,209.65,6.42,90.86,13.9,28.57142857,717,2.240938166,0.006545013,69375,3.31
2287,2323,6107001902,4016,Tulare ,93277,Visalia,-119.2990915,36.302965,478.88,6.4,55.19,30.2,21.23579545,879,2.178267045,2.547317592,67368,2.99
2288,2324,6065040603,2376,Riverside ,91752,Mira Loma,-117.526465,33.9705168,501.48,5.64,39.47,51.7,25.5499154,1039,2.800338409,0.806339279,54306,4.97
2289,2325,6037543603,3690,Los Angeles,90710,Harbor City,-118.2937974,33.8044726,1372,7.44,52.17,18.3,14.41985245,991,2.065057009,4.081993549,68792,2.71
2290,2326,6037211703,4750,Los Angeles,90020,Los Angeles,-118.311582,34.0671467,1493.36,6.08,40.74,53.3,88.81866796,1151,1.220709772,45.21450071,40023,2.4
2291,2327,6037183220,4114,Los Angeles,90042,Los Angeles,-118.1892861,34.1199723,923.26,5.19,52.64,47.8,52.76845638,1167,1.884228188,9.012619345,51667,3.43
2292,2328,6001432600,6842,Alameda ,94577,San Leandro,-122.1551539,37.7226922,302.52,5.1,75.08,39.5,70.52042161,1265,1.504940711,7.34188796,56700,2.36
2293,2329,6077003404,5842,San Joaquin,95210,Stockton,-121.287041,38.0327016,502.77,4.44,66.42,66.2,50.31736872,1154,1.701673399,5.242242089,34365,3.59
2294,2330,6029006007,5474,Kern ,93560,Rosamond,-118.5950157,34.9750857,412.69,6.67,49.57,20.4,22.78420039,1013,2.355491329,0.00476569,68851,2.65
2295,2331,6065046800,6365,Riverside ,92553,Moreno Valley,-117.2132757,33.9283078,1104.88,5.19,63.58,50.4,25.06944444,1742,2.442361111,2.970592318,58333,4.46
2296,2332,6037503103,5004,Los Angeles,90605,Whittier,-118.0407064,33.9281744,508.23,6.1,50.44,39.5,26.03342128,1760,2.71416007,4.238067736,73322,4.85
2297,2333,6071003603,4141,San Bernardino,92376,Rialto,-117.39214,34.0886323,370.76,5.12,67.02,36,24.15254237,1462,2.453389831,2.937402145,66500,4
2298,2334,6019006000,8895,Fresno ,93657,Sanger,-119.5717189,36.7191064,232.69,5.54,72.31,42.8,36.83254631,862,1.761351253,1.154377884,49360,3.08
2299,2335,6107003602,7114,Tulare ,93257,Porterville,-119.0478137,36.0667198,357.7,5.65,58.17,57.1,49.32147871,780,1.708469818,1.848770929,38270,3.21
2300,2336,6067005506,3066,Sacramento ,95825,Sacramento,-121.4107461,38.5926289,771.01,4.46,98.48,65.1,89.65791567,850,1.420047733,3.919040226,24909,2.58
2301,2337,6037550901,3762,Los Angeles,90241,Downey,-118.1289738,33.9420607,999.35,5.53,55.47,40.4,82.30421687,1264,1.701807229,4.77408782,49787,3.02
2302,2338,6111004400,7251,Ventura ,93041,Port Hueneme,-119.1940323,34.145655,285.28,6.81,50.48,25.4,59.65568862,1391,1.644461078,5.392015038,56250,2.86
2303,2339,6073010005,7366,San Diego,92173,San Ysidro,-117.0496159,32.5641527,873.12,4.72,59.8,61.2,64.9382716,749,1.711604938,5.443967554,30686,3.91
2304,2340,6037123520,2567,Los Angeles,91401,Van Nuys,-118.423608,34.1884912,1525.16,5.69,54.05,52.4,61.66868198,1181,1.622732769,6.665117455,43672,3.2
2305,2341,6059076208,4999,Orange ,92865,Orange,-117.8434316,33.8225982,763.59,6.93,36.41,29.2,40.77548468,1753,2.237023139,2.970453261,80353,3.48
2306,2342,6029000506,2795,Kern ,93308,Bakersfield,-119.0832776,35.3924388,728.25,6.38,80.97,28.6,76.25448029,1266,1.491039427,1.383341498,61528,2.31
2307,2343,6071010012,4877,San Bernardino,92345,Hesperia,-117.2683614,34.4540611,633.95,5.22,68.44,47.6,30.08130081,1150,2.208425721,0.475638115,52399,3.44
2308,2344,6037218220,4358,Los Angeles,90019,Los Angeles,-118.3348919,34.0434012,823.76,5.63,62.15,59.7,64.06737367,1125,1.532127261,9.642319077,41276,2.89
2309,2345,6065031100,4584,Riverside ,92506,Riverside,-117.3909919,33.9549035,1459.41,7.23,47.8,42.7,42.80465401,1160,1.71647275,2.280710256,53179,2.85
