,census_tract,total_population,county,zip,nearby_city,longitude,latitude,traffic,pollution_score,asthma,poverty
588,6037603005,5591,Los Angeles,90247,Gardena,-118.3047564,33.8982954,1106.95,6.87,73.5,48.4
589,6037201402,4311,Los Angeles,90032,Los Angeles,-118.1877681,34.0689106,753.96,7.52,66.51,34.8
590,6065041001,2832,Riverside ,92503,Riverside,-117.4643999,33.9496836,996.94,7.45,59.41,55.8
591,6019008301,5989,Fresno ,93640,Mendota,-120.398557,36.804879,353.83,6.23,93.38,77.1
592,6037190802,2784,Los Angeles,90028,Los Angeles,-118.3299158,34.0943604,1747.69,7.96,51.06,56
593,6071004202,5176,San Bernardino,92411,San Bernardino,-117.3182081,34.1259545,524.25,5.7,149.92,68.8
594,6037540502,6552,Los Angeles,90262,Lynwood,-118.2136057,33.915979,752.77,7.14,45.85,61.5
595,6037570404,3501,Los Angeles,90805,Long Beach,-118.1959346,33.877496,3045.76,6.41,78.88,48
596,6037236100,5265,Los Angeles,90008,Los Angeles,-118.3402132,34.0126393,968.48,6.63,101.23,53
597,6037407701,5401,Los Angeles,91744,La Puente,-117.9298385,34.013937,782.78,7.43,68.67,56.3
598,6013365002,5462,Contra Costa,94801,Richmond,-122.3843954,37.9594657,302.07,6.42,195.32,60.1
599,6037531502,3273,Los Angeles,90022,Los Angeles,-118.1708472,34.019891,2294.54,6.79,60.15,67.4
600,6037433304,4726,Los Angeles,91732,El Monte,-118.019896,34.0708986,1737.96,6.94,67.93,65.1
601,6077002202,5417,San Joaquin,95206,Stockton,-121.2572972,37.9333088,313.13,5.71,122.31,72.6
602,6071006401,3343,San Bernardino,92410,San Bernardino,-117.2698942,34.1157719,594.31,6.5,78.82,87.9
603,6037291110,3510,Los Angeles,90044,Los Angeles,-118.2868209,33.9200912,3309.97,7.59,69.17,56.1
604,6037434003,4273,Los Angeles,91732,El Monte,-118.0226938,34.0464413,961.83,8.52,39.21,65.9
605,6037206031,2957,Los Angeles,90021,Los Angeles,-118.2331623,34.0320283,1997.59,9.76,89.87,24.1
606,6037533300,3558,Los Angeles,90270,Maywood,-118.2024051,33.9927923,1387.79,7.08,41.44,60.8
607,6037240700,6161,Los Angeles,90002,Los Angeles,-118.2593919,33.9470153,896.04,6.33,74.83,63
608,6037199900,2683,Los Angeles,90031,Los Angeles,-118.2115758,34.0650794,1956.03,8.23,42.22,70.9
609,6037535702,5522,Los Angeles,90280,South Gate,-118.2050283,33.9542813,914.59,6.42,46.23,66.2
610,6099002702,6940,Stanislaus ,95351,Modesto,-120.9665381,37.6152295,614.85,6.87,96.68,58.5
611,6067006900,4763,Sacramento ,95815,Sacramento,-121.4578647,38.6018703,525.29,6.15,148.82,64.2
612,6037575803,2837,Los Angeles,90813,Long Beach,-118.1937148,33.7789661,634.61,6.44,115.35,73.4
613,6037123301,4559,Los Angeles,91605,North Hollywood,-118.4001225,34.2003101,1730.27,7.78,56.64,34.9
614,6037302504,4234,Los Angeles,91205,Glendale,-118.2491936,34.1351285,733.22,6.54,58.06,57.6
615,6085503105,2484,Santa Clara,95122,San Jose,-121.858788,37.3262673,1775.83,7.11,46.14,49.5
616,6037533703,4236,Los Angeles,90270,Maywood,-118.1734078,33.9836095,2516.01,7.54,45.27,66.6
617,6037209402,3728,Los Angeles,90057,Los Angeles,-118.277221,34.0546619,1102.97,6.52,59.84,87.8
618,6037502802,1380,Los Angeles,90670,Santa Fe Springs,-118.0683234,33.9335661,711.31,7.64,52.41,55.1
619,6037228310,4449,Los Angeles,90011,Los Angeles,-118.262416,34.011351,709.73,6.76,63.52,75
620,6037296600,5218,Los Angeles,90731,San Pedro,-118.2923625,33.7397829,1003.54,7.08,84.98,64.7
621,6037231400,4688,Los Angeles,90062,Los Angeles,-118.3129995,34.0145548,909.79,5.92,85.29,65.4
622,6037402102,4815,Los Angeles,91767,Pomona,-117.7464275,34.0844486,1304.06,7.15,75.15,43.1
623,6013377000,6962,Contra Costa,94801,Richmond,-122.3629548,37.9337832,231.8,6.01,201.52,56.9
624,6037570501,7419,Los Angeles,90805,Long Beach,-118.1796736,33.8686923,555.96,7.08,87.58,37.7
625,6037402101,4623,Los Angeles,91767,Pomona,-117.7337541,34.0860588,1864.69,7.21,69.35,46.5
626,6037311801,3033,Los Angeles,91502,Burbank,-118.306208,34.1661607,2200.01,9.11,46.27,38
627,6037195710,4328,Los Angeles,90026,Los Angeles,-118.2686024,34.0747292,2384.59,7.34,55.22,62.6
628,6037433305,4893,Los Angeles,91732,El Monte,-118.0127105,34.0703231,2504.68,7.12,67.93,62.6
629,6037603704,6348,Los Angeles,90250,Hawthorne,-118.3319132,33.9001056,1068.79,6.56,80.75,55.9
630,6037602508,7022,Los Angeles,90250,Hawthorne,-118.339504,33.9128073,1466.66,7.43,78.54,43.1
631,6037534001,5613,Los Angeles,90201,Bell,-118.1468675,33.9679322,575.7,8.13,44.7,65.4
632,6037241300,2313,Los Angeles,90044,Los Angeles,-118.2862377,33.9261331,4220.05,6.24,93.68,53.1
633,6037573300,4323,Los Angeles,90806,Long Beach,-118.1757078,33.7932911,1365.15,6.35,66.28,72.4
634,6071009117,8267,San Bernardino,92301,Adelanto,-117.5205833,34.6306439,210.1,5.75,98.75,71.5
635,6037121801,3942,Los Angeles,91605,North Hollywood,-118.3928771,34.2114871,943.61,6.93,78.9,61.8
636,6099000602,2953,Stanislaus ,95351,Modesto,-121.0307757,37.6547882,1004.06,7.96,76.4,35.9
637,6037232110,3191,Los Angeles,90037,Los Angeles,-118.2893178,33.9994947,1052.11,5.86,92.32,68.2
638,6047002401,1756,Merced ,93620,Dos Palos,-120.6551864,37.0439737,256.89,6.15,113.53,58.1
639,6099000510,8480,Stanislaus ,95358,Modesto,-121.0809748,37.6930984,969.91,7.86,51.59,38.3
640,6037570603,4435,Los Angeles,90805,Long Beach,-118.1623214,33.8571712,659.54,6.73,72.65,63.6
641,6065046500,9277,Riverside ,92521,Riverside,-117.3333516,33.9709379,1334.18,8.03,40.64,78.2
642,6037302202,5254,Los Angeles,91205,Glendale,-118.2485559,34.1407531,880.33,7.16,58.06,54.5
643,6037404801,7305,Los Angeles,91706,Baldwin Park,-117.9773075,34.0785296,465.63,6.74,62.29,52.2
644,6037551800,7533,Los Angeles,90242,Downey,-118.1260092,33.9131762,2171.23,7.97,52.53,30.1
645,6037224420,2369,Los Angeles,90007,Los Angeles,-118.2769037,34.0316495,3929.78,6.66,48.51,75.6
646,6037535102,4517,Los Angeles,90002,Los Angeles,-118.2488361,33.9587246,1049.31,6.02,84.36,54.7
647,6037502004,4359,Los Angeles,90602,Whittier,-118.0477889,33.9609046,577.82,7.31,74.48,44.8
648,6037231100,3350,Los Angeles,90007,Los Angeles,-118.2765579,34.0152478,2942.09,7.02,41.68,77
649,6037197500,3889,Los Angeles,90026,Los Angeles,-118.2572428,34.0726632,2609.04,7.74,55.22,44.6
650,6065042902,4930,Riverside ,92570,Perris,-117.3068214,33.7493426,357.82,6.28,56.49,56.2
651,6037533701,3934,Los Angeles,90270,Maywood,-118.1820765,33.988846,1274.35,7.26,42.6,64.2
652,6037576301,4176,Los Angeles,90813,Long Beach,-118.1886964,33.7789685,638.29,6.61,122.65,62.5
653,6019002905,2889,Fresno ,93727,Fresno,-119.7272939,36.7539654,770.47,6.38,73.32,61.5
654,6037218210,4457,Los Angeles,90019,Los Angeles,-118.3423056,34.0427907,1188.75,7.05,59.29,62.8
655,6029001902,4679,Kern ,93304,Bakersfield,-119.0241678,35.3604639,752.33,6.63,121.62,66.6
656,6037204200,3303,Los Angeles,90033,Los Angeles,-118.2050757,34.0436195,872.04,5.98,81.7,61.7
657,6037237201,3506,Los Angeles,90044,Los Angeles,-118.2991149,33.9857256,1163.91,6.05,96.41,69
658,6037530602,1590,Los Angeles,90063,Los Angeles,-118.1716259,34.0527788,1663.49,7.91,28.87,46.9
659,6037502100,5110,Los Angeles,90606,Whittier,-118.0522351,33.9726429,557.23,7.39,56.9,28.9
660,6037533402,4105,Los Angeles,90270,Maywood,-118.1951817,33.9898752,1312.06,6.97,40.59,57
661,6037405101,5304,Los Angeles,91706,Baldwin Park,-117.9616912,34.0958307,512.21,7.07,62.29,47.3
662,6037301502,6908,Los Angeles,91201,Glendale,-118.2886611,34.1723661,483.71,7.69,31.91,54.4
663,6025012200,7804,Imperial ,92231,Calexico,-115.5143868,32.6730724,2177.84,6.74,51.9,64.7
664,6071002402,8434,San Bernardino,92335,Fontana,-117.4624252,34.0956686,598.11,6.42,73.89,62
665,6037219010,2814,Los Angeles,90018,Los Angeles,-118.3229262,34.0276144,1154.32,6.23,93.35,48.2
666,6029004402,5437,Kern ,93280,Wasco,-119.3337642,35.5917344,216.47,6.74,38.16,84.8
667,6065042901,7385,Riverside ,92570,Perris,-117.2517249,33.7488769,388.52,6.95,56.84,60.9
668,6037576302,4101,Los Angeles,90813,Long Beach,-118.1828489,33.7789718,816.87,5.75,130.75,62.6
669,6037552302,3648,Los Angeles,90650,Norwalk,-118.0577671,33.906522,1274.82,7.51,58.84,25.4
670,6037542000,5732,Los Angeles,90221,Compton,-118.2031731,33.9055367,699.89,6.19,76.03,56.1
671,6037207103,2077,Los Angeles,90012,Los Angeles,-118.2392725,34.0644824,1278.38,8.65,29.02,78.3
672,6037231500,4752,Los Angeles,90062,Los Angeles,-118.3108266,34.0072777,1027.53,5.96,108.95,49.8
673,6037575901,3454,Los Angeles,90802,Long Beach,-118.2023757,33.7726916,728.75,6.98,83.03,59.4
674,6037190901,4742,Los Angeles,90038,Los Angeles,-118.3124771,34.0944222,2658.16,7.31,42.75,56.6
675,6099003803,3004,Stanislaus ,95380,Turlock,-120.8421053,37.4839984,437.28,6.32,82.64,51.9
676,6037121101,2932,Los Angeles,91352,Sun Valley,-118.3654295,34.224417,1871.37,7.12,77.04,49.7
677,6059086802,5913,Orange ,92801,Anaheim,-117.9689057,33.8453212,2664.57,7.17,60.49,50.6
678,6037191620,2789,Los Angeles,90029,Los Angeles,-118.3027253,34.0885866,3483.35,6.68,66.96,65.7
679,6037124204,3071,Los Angeles,91601,North Hollywood,-118.3746553,34.1739725,1026.28,6.76,57.11,59.8
680,6037228500,5220,Los Angeles,90011,Los Angeles,-118.2690648,34.0034919,935.3,6.49,59.85,72.2
681,6037533702,3585,Los Angeles,90270,Maywood,-118.1827053,33.9835573,1084.78,6.49,47.02,63.5
682,6037231600,7110,Los Angeles,90037,Los Angeles,-118.2980319,34.0072734,1146.24,5.93,92.7,71.4
683,6037201700,5093,Los Angeles,90032,Los Angeles,-118.1708887,34.0674315,1116.59,7.9,48.4,43.6
684,6047001601,4498,Merced ,95341,Merced,-120.4768042,37.2916307,578.64,5.92,87.5,94.8
685,6019006602,5597,Fresno ,93654,Reedley,-119.4402301,36.5908573,208.21,6.63,63.19,77.9
686,6071001812,4321,San Bernardino,91761,Ontario,-117.6470474,34.0429101,472.67,7.04,38.11,55.1
687,6037211122,3075,Los Angeles,90004,Los Angeles,-118.2892234,34.0726794,1587.57,7.13,65.18,54
688,6037407200,7315,Los Angeles,91744,La Puente,-117.9597817,34.0335496,671.08,7.58,68.67,46.1
689,6029003000,7374,Kern ,93304,Bakersfield,-119.0121142,35.3321914,325.17,6.67,87.2,69.4
690,6037543306,7214,Los Angeles,90745,Carson,-118.2427443,33.8342784,1985.15,8.46,59.74,22.4
691,6037211320,3184,Los Angeles,90004,Los Angeles,-118.2941394,34.0708715,1799.44,6.74,65.18,59.1
692,6037218300,5520,Los Angeles,90019,Los Angeles,-118.3548171,34.0427467,1005.28,7.71,55.01,53.9
693,6037301701,2849,Los Angeles,91202,Glendale,-118.2746677,34.1584908,1708.17,8.91,31.62,25
694,6107004200,6529,Tulare ,93256,Pixley,-119.2918483,35.9647863,267.75,6.83,51.49,84
695,6037600502,2355,Los Angeles,90303,Inglewood,-118.3307284,33.9280513,2786.31,7.25,90.2,26.7
696,6099000805,6188,Stanislaus ,95350,Modesto,-121.0216617,37.6764076,733.02,6.54,97.48,53.3
697,6107000302,3427,Tulare ,93631,Kingsburg,-119.4468987,36.4518121,613.57,7.2,39,79.9
698,6037531000,5629,Los Angeles,90063,Los Angeles,-118.1739023,34.0407632,2364.13,7.52,40.99,52.8
699,6059087405,5912,Orange ,92805,Anaheim,-117.9110788,33.8211215,2542.59,7.16,53.92,70.1
700,6037296500,3910,Los Angeles,90731,San Pedro,-118.2927139,33.7480876,988.75,6.84,71.31,54.7
701,6001407300,2598,Alameda ,94601,Oakland,-122.2109235,37.7621786,1406.6,7,99.49,56.3
702,6037432601,6564,Los Angeles,91732,El Monte,-118.0143396,34.0820032,689.84,6.73,67.93,58.3
703,6059001202,3586,Orange ,90631,La Habra,-117.9434406,33.9331436,852.94,7.07,53.99,48.2
704,6077000402,4582,San Joaquin,95202,Stockton,-121.2901386,37.9640353,445.93,6.2,170.36,73
705,6037534501,5201,Los Angeles,90255,Huntington Park,-118.207662,33.9677268,883.21,6.14,59.19,62.7
706,6067004501,3529,Sacramento ,95824,Sacramento,-121.4711734,38.5180285,1373.66,5.63,107.64,73
707,6037540203,5594,Los Angeles,90262,Lynwood,-118.2043891,33.9275094,2361.42,6.09,56.52,70.2
708,6059074003,3137,Orange ,92707,Santa Ana,-117.8625381,33.7086987,2479.11,8.21,43.21,39.9
709,6037533403,2973,Los Angeles,90270,Maywood,-118.1871993,33.9879399,1270.19,7.19,39.47,62.6
710,6037199400,4668,Los Angeles,90031,Los Angeles,-118.2093313,34.0896162,1604.02,7.4,39.66,64.6
711,6037433200,6163,Los Angeles,91731,El Monte,-118.0367895,34.0678011,1571.59,8.23,40.59,57.5
712,6037542900,3285,Los Angeles,90220,Compton,-118.2453652,33.8918787,488.07,6.18,110.81,58.4
713,6067005002,6284,Sacramento ,95823,Sacramento,-121.4265186,38.4848798,1693.74,5.76,109.69,64.1
714,6037402405,3006,Los Angeles,91768,Pomona,-117.7929465,34.0671411,2604.78,7.44,77.44,51.6
715,6037541300,6044,Los Angeles,90222,Compton,-118.2410907,33.911833,523.82,5.83,102.03,64
716,6037573003,1802,Los Angeles,90806,Long Beach,-118.2020691,33.7943972,1062.94,6.6,87.72,42.8
717,6037228410,3320,Los Angeles,90011,Los Angeles,-118.2691132,34.01374,769.49,6.65,63.52,81.8
718,6071001307,4163,San Bernardino,91764,Ontario,-117.6198734,34.0885081,591.77,6.75,60.25,39.5
719,6059086502,6551,Orange ,92801,Anaheim,-117.9100305,33.8476162,3683.34,7.55,47.42,68.5
720,6019005202,3619,Fresno ,93726,Fresno,-119.7439756,36.7873266,587.03,6.02,115.75,70
721,6037535607,4775,Los Angeles,90280,South Gate,-118.2211115,33.9419439,1066.23,7.02,40,49.8
722,6047002000,7835,Merced ,95322,Gustine,-120.9591276,37.2000819,254.66,6.85,62.44,53
723,6071004302,4413,San Bernardino,92411,San Bernardino,-117.3310918,34.1121388,450.79,5.96,136.47,80.6
724,6037191720,3770,Los Angeles,90038,Los Angeles,-118.3123611,34.0887897,1653.15,6.46,50.68,68.2
725,6037186403,2899,Los Angeles,90065,Los Angeles,-118.2394938,34.1118266,1769.79,7.52,69.42,45.2
726,6037132101,4259,Los Angeles,91406,Van Nuys,-118.4956552,34.1902625,1316.67,7.77,74.19,29.9
727,6037540501,6943,Los Angeles,90262,Lynwood,-118.2193043,33.9247083,2648.62,7.6,48.59,66.6
728,6065045303,3035,Riverside ,92201,Indio,-116.2114685,33.7247482,505.07,5.67,62.93,79.5
729,6067007301,4644,Sacramento ,95652,McClellan,-121.3980764,38.662725,668.19,6.2,107.13,65.7
730,6037240800,4377,Los Angeles,90002,Los Angeles,-118.261893,33.9397052,841.47,6.41,58.49,67.2
731,6065042620,10463,Riverside ,92571,Perris,-117.2048878,33.8306663,955.88,7.22,50.72,42.9
732,6037222002,4655,Los Angeles,90018,Los Angeles,-118.3132782,34.0218914,852.2,5.88,93.35,52
733,6037204300,4787,Los Angeles,90033,Los Angeles,-118.2078724,34.0387492,893.97,6.3,69.5,76.1
734,6067004702,4945,Sacramento ,95823,Sacramento,-121.4469045,38.5068873,2504.03,5.56,94.73,78.4
735,6037209102,5267,Los Angeles,90017,Los Angeles,-118.2675212,34.0551862,1052.29,7.02,61.92,85.1
736,6037124201,3506,Los Angeles,91606,North Hollywood,-118.3746763,34.1848664,1064.59,7.18,58.36,26
737,6037301702,5556,Los Angeles,91203,Glendale,-118.2691593,34.1511527,2109.68,9.09,34.66,48.8
738,6037191201,4591,Los Angeles,90027,Los Angeles,-118.2961735,34.0985767,1160.21,6.54,51.93,49.6
739,6037199800,5631,Los Angeles,90031,Los Angeles,-118.2103403,34.0706563,1698.67,7.86,45.01,63.7
740,6037240010,3673,Los Angeles,90002,Los Angeles,-118.2637832,33.9583159,1055.97,6.21,60.63,69.2
741,6025011500,6232,Imperial ,92243,El Centro,-115.561293,32.7984899,645.72,6.14,111.93,70.1
742,6037533804,4543,Los Angeles,90201,Bell,-118.1791444,33.9752181,1368.5,6.64,48.15,54.7
743,6037543903,3804,Los Angeles,90745,Carson,-118.2576884,33.8296613,2135.4,8.1,60.31,28.3
744,6037433306,3333,Los Angeles,91732,El Monte,-118.0077568,34.0715068,1787.1,7,67.93,63.8
745,6037602103,6992,Los Angeles,90250,Hawthorne,-118.3567382,33.9283066,1758.15,6.57,66.69,51.1
746,6071000201,4195,San Bernardino,91763,Montclair,-117.6958376,34.0892501,3080.73,7.32,67.25,35.3
747,6037197700,5103,Los Angeles,90012,Los Angeles,-118.2457754,34.0685435,1739.97,8.77,26.36,58.3
748,6037553902,5809,Los Angeles,90723,Paramount,-118.153083,33.8851416,537.86,6.8,53.36,52.3
749,6037310703,5114,Los Angeles,91502,Burbank,-118.3002133,34.1758933,1711.15,9.23,32.34,45.8
750,6037240020,5055,Los Angeles,90002,Los Angeles,-118.2638081,33.9542444,774.23,5.84,78.26,66.3
751,6037502700,6956,Los Angeles,90670,Santa Fe Springs,-118.0716366,33.9548068,1463.93,8.98,54.53,31.8
752,6019002903,4329,Fresno ,93727,Fresno,-119.7273086,36.7395376,533.45,5.93,63.2,80.6
753,6037219020,4798,Los Angeles,90018,Los Angeles,-118.3226729,34.0222083,1117.52,6.45,93.35,51.8
754,6065041704,3908,Riverside ,92882,Corona,-117.5781628,33.8770106,1789.96,7.44,35.15,69.1
755,6037125320,4843,Los Angeles,91601,North Hollywood,-118.3701944,34.1666765,898.76,6.94,57.11,51.4
756,6037602104,5416,Los Angeles,90250,Hawthorne,-118.3483855,33.9278066,2036.88,7.01,63.56,54.3
757,6019003003,4154,Fresno ,93727,Fresno,-119.7091535,36.7395013,467.89,5.73,75.44,77.2
758,6067006400,5347,Sacramento ,95838,Sacramento,-121.420238,38.6416454,1092.47,5.66,110.75,64.4
759,6075023103,3725,San Francisco,94124,San Francisco,-122.3759653,37.7356318,270.12,6.18,135.72,84.6
760,6037540102,6972,Los Angeles,90262,Lynwood,-118.1941847,33.9231953,2548.35,6.99,56.52,55.2
761,6037573202,6230,Los Angeles,90806,Long Beach,-118.1850191,33.7934864,898.05,6.05,88.45,63.1
762,6037575201,4667,Los Angeles,90813,Long Beach,-118.1767949,33.7864873,1185.08,5.59,130.75,63.3
763,6037554301,3554,Los Angeles,90706,Bellflower,-118.1456075,33.8822564,2023.75,6.45,65.24,48.7
764,6037231900,5968,Los Angeles,90037,Los Angeles,-118.2773419,33.9997716,4034.52,6.98,51.15,73.3
765,6037532604,2806,Los Angeles,90255,Huntington Park,-118.2289994,33.9842406,1015.74,7.2,52.73,65.2
766,6037127920,4100,Los Angeles,91405,Van Nuys,-118.4356225,34.1975655,1420.15,6.6,76.58,42.6
767,6037553504,5368,Los Angeles,90723,Paramount,-118.1554579,33.9067419,1336.16,6.79,51.34,54.3
768,6037533201,2805,Los Angeles,90255,Huntington Park,-118.2081561,33.9819143,995.91,7.1,47.34,73.8
769,6001409500,3122,Alameda ,94621,Oakland,-122.1837659,37.7504463,346.51,5.46,161.73,64.2
770,6071000825,3905,San Bernardino,91786,Upland,-117.6755256,34.0916975,2499.76,6.94,81.29,56.2
771,6019006501,6662,Fresno ,93654,Reedley,-119.3447256,36.608683,118.73,5.99,71.44,72.1
772,6073003603,4228,San Diego,92113,San Diego,-117.1075924,32.6866623,1564.45,6.67,107.07,61.5
773,6037127103,2939,Los Angeles,91405,Van Nuys,-118.4301703,34.2043745,1504.48,7.3,60.87,62.7
774,6071006301,5324,San Bernardino,92404,San Bernardino,-117.2682467,34.1303051,849.49,6.36,119.48,68.7
775,6037502200,6585,Los Angeles,90606,Whittier,-118.0729448,33.9775294,2096.59,7.21,69.12,33.8
776,6037120030,2675,Los Angeles,91402,Panorama City,-118.451843,34.2152447,1318.46,6.59,95.94,79.2
777,6019001600,5099,Fresno ,93625,Fowler,-119.6486262,36.6433218,134.68,7.04,78.81,55.7
778,6071001310,5814,San Bernardino,91764,Ontario,-117.6368989,34.0780739,3730.6,6.87,79.43,50.5
779,6037240402,3854,Los Angeles,90044,Los Angeles,-118.2854788,33.9446893,3192.08,6.22,84.91,65.9
780,6019007004,5520,Fresno ,93662,Selma,-119.5900857,36.5770545,142.84,7.6,101.48,37.3
781,6037224600,3425,Los Angeles,90007,Los Angeles,-118.2718023,34.0222989,2740.39,7.1,46.24,75.4
782,6037575902,4762,Los Angeles,90802,Long Beach,-118.1952012,33.7723157,461.27,6.72,79.81,58.3
783,6071009500,7094,San Bernardino,92311,Barstow,-117.0264601,34.8906325,765.26,6.63,220.9,66.4
784,6065048800,4512,Riverside ,92551,Moreno Valley,-117.222383,33.870776,421.92,6.5,70.4,51.7
785,6071007603,4605,San Bernardino,92346,Highland,-117.2199119,34.1151431,438.17,6.36,65.8,59.2
786,6037191120,4135,Los Angeles,90029,Los Angeles,-118.304794,34.0929287,2598.65,7.16,41.77,68.6
787,6113010102,7702,Yolo ,95837,Sacramento,-121.6242082,38.7208477,330.32,6.9,72.99,56.1
788,6065031601,4390,Riverside ,92503,Riverside,-117.4486421,33.9154288,1769.12,7.07,59.41,45.5
789,6037125310,4750,Los Angeles,91601,North Hollywood,-118.366031,34.1695168,903.25,7.36,49.9,48.3
790,6107004102,2028,Tulare ,93257,Porterville,-119.0245203,36.0455672,312.82,6.79,58.17,66.4
791,6047000505,6156,Merced ,95301,Atwater,-120.6497408,37.3574463,489.34,6.73,62.78,56.9
792,6037542103,4114,Los Angeles,90221,Compton,-118.196493,33.9012219,699,5.71,87.61,66.7
793,6037240300,5691,Los Angeles,90044,Los Angeles,-118.2861229,33.9564095,3671.22,5.98,77.14,59.1
794,6071000203,4474,San Bernardino,91763,Montclair,-117.7025669,34.078049,2883.28,6.76,74.93,42
795,6037218120,4530,Los Angeles,90019,Los Angeles,-118.3206759,34.0435631,1110.03,5.97,64.65,65.4
796,6037220000,5345,Los Angeles,90016,Los Angeles,-118.3401928,34.0278406,1660.59,6.53,94.53,51.5
797,6037482402,6971,Los Angeles,91770,Rosemead,-118.0800883,34.0489168,1101.24,8.04,37.5,42.7
798,6037104810,5328,Los Angeles,91331,Pacoima,-118.4111792,34.2502996,650.64,7.7,73.79,43
799,6077000500,2749,San Joaquin,95205,Stockton,-121.2768386,37.9626057,543.61,5.55,94.19,67.3
800,6037201501,5306,Los Angeles,90032,Los Angeles,-118.1646555,34.0865636,712.6,6.43,63.89,55
801,6065040501,6878,Riverside ,92509,Riverside,-117.4773497,34.0075778,750.75,7.31,55.89,50.4
802,6067007413,5932,Sacramento ,95821,Sacramento,-121.3933099,38.6420403,1989.3,7.39,102.89,53.8
803,6099002504,4422,Stanislaus ,95307,Ceres,-120.9697851,37.5921181,1457.15,7.61,45.24,48.3
804,6019003202,5265,Fresno ,93703,Fresno,-119.7431686,36.7687041,684.39,6.06,94.11,64.3
805,6071007305,4060,San Bernardino,92354,Loma Linda,-117.2531226,34.0583656,889.51,7.36,47.92,67.7
806,6037224200,2392,Los Angeles,90015,Los Angeles,-118.2767157,34.0406231,4017.01,6.6,78.84,79.2
807,6037228320,3219,Los Angeles,90011,Los Angeles,-118.2636361,34.0078219,853.4,6.33,63.52,81.2
808,6107000900,8171,Tulare ,93291,Visalia,-119.3858168,36.3926684,462.34,7.97,41.3,66
809,6037573002,3990,Los Angeles,90806,Long Beach,-118.1915444,33.793484,768.58,5.66,88.36,74.9
810,6037294610,4065,Los Angeles,90744,Wilmington,-118.2581968,33.787324,1073.7,7.05,70.22,59.8
811,6037311802,3813,Los Angeles,91502,Burbank,-118.3112874,34.1710001,2068.8,9.2,38.27,38.4
812,6067001101,2047,Sacramento ,95814,Sacramento,-121.4904629,38.5772072,402.66,6.98,80.24,51.3
813,6075980600,467,San Francisco,94124,San Francisco,-122.3685424,37.7231655,282.24,5.98,135.72,52.4
814,6029004102,5451,Kern ,93263,Shafter,-119.2738672,35.4961858,257.82,6.62,46.78,78.8
815,6037402904,3603,Los Angeles,91766,Pomona,-117.7362111,34.0260693,1735.32,7.02,70.2,41.6
816,6039000201,9049,Madera ,93610,Chowchilla,-120.1431313,37.0986965,473.73,6.44,55.85,49.7
817,6037128400,4114,Los Angeles,91411,Van Nuys,-118.4588522,34.1765494,2326.35,7.86,63.48,27.3
818,6073004000,5160,San Diego,92102,San Diego,-117.127118,32.708779,700.83,6.06,92.26,74.3
819,6059001304,3803,Orange ,90631,La Habra,-117.945541,33.9244375,877.7,7.14,53.99,51.2
820,6037531701,5718,Los Angeles,90022,Los Angeles,-118.1520851,34.0216887,1108.16,6.08,62.41,57.8
821,6037542105,5200,Los Angeles,90221,Compton,-118.199065,33.8932111,694.46,5.88,87.61,70.5
822,6037408501,3314,Los Angeles,91745,Hacienda Heights,-117.9679168,34.0114015,2289.23,8.4,46.47,41.5
823,6019003701,3314,Fresno ,93705,Fresno,-119.8255712,36.7686654,476.94,5.89,112.79,69.7
824,6077005109,4016,San Joaquin,95336,Manteca,-121.210707,37.798966,499.41,6.46,111.61,56.9
825,6037600303,3664,Los Angeles,90044,Los Angeles,-118.2983324,33.9355949,693.4,5.72,115.42,54.4
826,6037210010,3520,Los Angeles,90015,Los Angeles,-118.2723121,34.046851,3175.88,6.97,75.45,70.1
827,6037232800,3823,Los Angeles,90037,Los Angeles,-118.2771882,33.9923979,4155.88,7.07,43.34,81.5
828,6037601501,3890,Los Angeles,90304,Inglewood,-118.3633462,33.9436514,2460.31,6.71,65.34,71.3
829,6037122120,5000,Los Angeles,91352,Sun Valley,-118.3719094,34.2107757,1210.81,7.38,77.04,48.3
830,6085512602,2997,Santa Clara,95020,Gilroy,-121.5244284,37.018124,550.78,6.82,64.77,36.4
831,6019001411,5276,Fresno ,93727,Fresno,-119.6911738,36.7433669,395.25,6.44,75.44,50
832,6099002503,4368,Stanislaus ,95307,Ceres,-120.9580147,37.584981,1424.85,6.98,45.24,64.3
833,6037192610,4389,Los Angeles,90004,Los Angeles,-118.2961539,34.081365,3341.84,7.15,52.2,68.9
834,6037433401,3371,Los Angeles,91733,South El Monte,-118.0426123,34.0596017,769.37,7.29,54.75,52.7
835,6037600304,3424,Los Angeles,90044,Los Angeles,-118.2940128,33.9353608,759.37,5.36,115.42,75.3
836,6065042300,6782,Riverside ,92507,Riverside,-117.3222236,34.0130557,1135.86,7.84,62.21,48.3
837,6037601402,5059,Los Angeles,90301,Inglewood,-118.3657334,33.9509443,3193.46,7.16,92.06,41.5
838,6037575102,4510,Los Angeles,90804,Long Beach,-118.1621912,33.7844124,1015.11,5.74,86.52,70.6
839,6065042510,5048,Riverside ,92553,Moreno Valley,-117.2393048,33.9100517,648.62,6.05,64.7,65.2
840,6111002905,5478,Ventura ,93030,Oxnard,-119.2319857,34.2098935,570.89,7.65,97.99,23.6
841,6037191500,5551,Los Angeles,90029,Los Angeles,-118.296037,34.0872608,2225.32,6.62,66.96,61.1
