,census_tract,total_population,county,zip,nearby_city,longitude,latitude,traffic,pollution_score,asthma,poverty
3898,6067007012,3345,Sacramento ,95833,Sacramento,-121.5016424,38.6203564,588.88,4.25,78.68,37.6
3899,6073014805,4328,San Diego,91942,La Mesa,-117.0386117,32.7765263,1877.26,5.56,74.77,28.2
3900,6085501900,4641,Santa Clara,95126,San Jose,-121.9087747,37.3191212,1310.07,5.79,45.83,23.8
3901,6081601400,6658,San Mateo,94015,Daly City,-122.4788188,37.6810704,1513.01,4.79,56.11,28
3902,6085503713,2974,Santa Clara,95116,San Jose,-121.8410727,37.3647065,1543.11,3.51,45.49,64
3903,6077003209,3540,San Joaquin,95209,Stockton,-121.3284665,38.0358618,500.35,4.69,49.82,28.5
3904,6067007018,5083,Sacramento ,95834,Sacramento,-121.5172959,38.6442309,1270.03,4.29,65.08,23.1
3905,6059075807,4324,Orange ,92869,Orange,-117.8202433,33.7841408,2909.06,6.06,29.44,28.8
3906,6001428100,4651,Alameda ,94501,Alameda,-122.2346068,37.7589136,466.05,5.23,61.42,14.4
3907,6071000105,6676,San Bernardino,91709,Chino Hills,-117.7390315,33.9934968,727.87,6.34,27.71,10.9
3908,6073018903,4861,San Diego,92028,Fallbrook,-117.2419463,33.3971392,268.59,4.64,32.27,47.3
3909,6095253101,4974,Solano ,95688,Vacaville,-122.0063092,38.3505074,1254.77,4.49,75.54,33.9
3910,6059110014,4905,Orange ,90720,Los Alamitos,-118.0632084,33.8013108,994.58,6.95,30.28,30.4
3911,6059062647,4123,Orange ,92637,Laguna Woods,-117.7074697,33.6045946,2009.73,5.6,26.5,33.3
3912,6001405600,3137,Alameda ,94610,Oakland,-122.2372726,37.8008019,997.19,4.17,58.65,38.9
3913,6067009634,4913,Sacramento ,95823,Sacramento,-121.4409188,38.4697876,439.1,2.76,135.72,64.8
3914,6059088105,4133,Orange ,92841,Garden Grove,-117.97572,33.7848346,672.19,4.17,51.13,25.9
3915,6001425103,2502,Alameda ,94608,Emeryville,-122.2898443,37.8426202,494.11,5.79,165.16,16.6
3916,6071008200,5147,San Bernardino,92373,Redlands,-117.1781239,34.0470815,267.04,5.42,36.48,32.2
3917,6001430500,6049,Alameda ,94578,San Leandro,-122.1091519,37.704911,1403.9,4.21,67.86,40.1
3918,6083003001,5547,Santa Barbara,93111,Santa Barbara,-119.8192482,34.4311812,771.02,5.25,29.75,27.6
3919,6067009501,2772,Sacramento ,95632,Galt,-121.3716467,38.2769169,587.94,4.22,40.41,61
3920,6037670100,6659,Los Angeles,90717,Lomita,-118.3159751,33.7847676,966.55,5.73,35.22,36.3
3921,6037300400,5740,Los Angeles,91214,La Crescenta,-118.2563984,34.2284593,1409.48,5.97,41.27,16
3922,6037920035,7720,Los Angeles,91351,Canyon Country,-118.4640472,34.4193105,970.44,4.39,48.35,43.4
3923,6037502005,4251,Los Angeles,90605,Whittier,-118.0342818,33.9516825,569.85,5.11,54.53,44.3
3924,6037462100,5259,Los Angeles,91104,Pasadena,-118.1369963,34.1634006,764.35,4.71,36.09,48.9
3925,6001430900,4681,Alameda ,94546,Castro Valley,-122.0828322,37.6982784,562.81,4.25,68.95,39.6
3926,6037554516,3902,Los Angeles,90703,Cerritos,-118.0672796,33.8553144,444.39,5.24,36.69,13.4
3927,6059063808,6393,Orange ,92627,Costa Mesa,-117.9255731,33.6552399,849.88,4.42,35.63,54.1
3928,6037670001,3311,Los Angeles,90717,Lomita,-118.3166168,33.803864,1154.08,6.42,39.67,27.7
3929,6037301205,2209,Los Angeles,91202,Glendale,-118.2729275,34.1684098,436.55,6.37,35.16,10.3
3930,6037480102,4303,Los Angeles,91775,San Gabriel,-118.0849636,34.1081896,1139.98,7.25,22.34,34.8
3931,6081610601,6257,San Mateo,94063,Redwood City,-122.2090707,37.4713247,497.06,3.87,58.47,59
3932,6005000301,5871,Amador ,95669,Plymouth,-120.9500222,38.457356,80.38,4.19,48.88,24.7
3933,6037271802,5911,Los Angeles,90034,Los Angeles,-118.4124738,34.0198929,1019.86,5.28,39.79,41.5
3934,6113011102,4884,Yolo ,95776,Woodland,-121.7608872,38.6701375,464.23,3.79,45.33,54.5
3935,6037900605,7100,Los Angeles,93535,Lancaster,-118.0856717,34.7045061,213.23,3.12,128.7,62.6
3936,6067003400,4085,Sacramento ,95831,Sacramento,-121.5088949,38.5121908,278.48,4.29,63.43,30.9
3937,6111004200,5324,Ventura ,93041,Port Hueneme,-119.1908963,34.1622199,311.69,4.94,48.16,31.2
3938,6065043279,5093,Riverside ,92584,Menifee,-117.2176633,33.6278615,1091.68,4.46,34.86,30.4
3939,6037408704,3155,Los Angeles,91748,Rowland Heights,-117.8934924,33.98233,686.02,4.62,30.74,51.5
3940,6037183221,3118,Los Angeles,90042,Los Angeles,-118.1909386,34.1254321,1237.98,4.9,52.64,45.8
3941,6037481101,3814,Los Angeles,91776,San Gabriel,-118.1069461,34.099157,727.82,7.17,21.62,41.4
3942,6037181600,4352,Los Angeles,90041,Los Angeles,-118.2097406,34.1297234,653.75,4.99,34.89,29
3943,6037189800,4021,Los Angeles,90046,Los Angeles,-118.3590366,34.0982925,1371.27,5.77,28.41,32.2
3944,6073000700,3754,San Diego,92103,San Diego,-117.1513148,32.7447633,975.95,5.04,54.51,17.8
3945,6065031001,5622,Riverside ,92504,Riverside,-117.4098503,33.9516686,442.87,5.98,38.49,37.2
3946,6059075901,4126,Orange ,92866,Orange,-117.8531049,33.7914977,722.75,6.43,25.11,41.3
3947,6013321200,5533,Contra Costa,94553,Martinez,-122.0713084,37.9821516,1323.69,4.59,45.75,34
3948,6111001503,5898,Ventura ,93003,Ventura,-119.2022525,34.268934,685.23,4.32,44.46,31.6
3949,6013303205,8309,Contra Costa,94513,Brentwood,-121.7021082,37.9109334,367.89,5.04,66.64,12.6
3950,6095253107,6016,Solano ,95687,Vacaville,-121.9790495,38.3420876,855.8,4.12,72.28,29.4
3951,6001428400,4357,Alameda ,94501,Alameda,-122.2563814,37.756593,475.07,4.5,61.42,26.1
3952,6037267200,5927,Los Angeles,90025,Los Angeles,-118.4372057,34.0456465,2565.92,6.71,17.7,19.1
3953,6037431502,4361,Los Angeles,91006,Arcadia,-118.0204,34.1024524,537.88,6.48,14.53,25.3
3954,6073000300,4732,San Diego,92103,San Diego,-117.1622682,32.7447803,1011.62,4.55,54.51,29.2
3955,6037910502,4086,Los Angeles,93550,Palmdale,-118.1008047,34.5800249,500.87,2.94,106.26,73.6
3956,6073013409,5380,San Diego,91910,Chula Vista,-117.0358624,32.6331941,1761.23,4.14,57.45,20.1
3957,6053011102,11454,Monterey ,93960,Soledad,-121.2981067,36.4618772,488.62,3.84,34.99,46.2
3958,6071008301,6340,San Bernardino,92373,Redlands,-117.2026161,34.0421853,312.85,5.73,41.96,17.9
3959,6073020211,6702,San Diego,92027,Escondido,-117.0640169,33.1335333,710.68,4.63,28.26,59.6
3960,6111006000,4845,Ventura ,91320,Newbury Park,-118.9441062,34.1863938,1237.79,5.52,24.82,18.1
3961,6075025100,3077,San Francisco,94110,San Francisco,-122.4076735,37.7439369,1798.77,6.19,54.38,21.5
3962,6059110605,6638,Orange ,92833,Fullerton,-117.9712501,33.884898,652.39,6.28,43.94,27.7
3963,6037461902,1654,Los Angeles,91103,Pasadena,-118.1481178,34.1487579,1897.28,6.3,36.31,46.7
3964,6053000104,3478,Monterey ,93906,Salinas,-121.6212411,36.7123618,396.13,4.23,66.49,21.8
3965,6059001101,4523,Orange ,90631,La Habra,-117.963138,33.9427646,1133.19,4.71,49.64,22.3
3966,6083001000,6270,Santa Barbara,93101,Santa Barbara,-119.7051133,34.4181213,951.17,4.81,57.8,37.3
3967,6019004208,7124,Fresno ,93722,Fresno,-119.8789303,36.8502988,509.04,5.99,68.29,11.5
3968,6037572001,5278,Los Angeles,90807,Long Beach,-118.1762684,33.8227205,962.32,7.02,44.94,15.1
3969,6029003811,2661,Kern ,93312,Bakersfield,-119.1189923,35.3762031,640.45,5.99,32.02,29
3970,6037195201,2834,Los Angeles,90027,Los Angeles,-118.2785167,34.1087422,1886.57,6.6,39.29,20.4
3971,6095252707,4753,Solano ,94533,Fairfield,-122.0011752,38.2600765,377.18,3.62,81.65,38.2
3972,6103000300,4515,Tehama ,96080,Red Bluff,-122.6497624,40.0579918,50.86,4.49,56.59,54.2
3973,6083002706,6054,Santa Barbara,93436,Lompoc,-120.4487233,34.6507195,344.43,3.05,56.87,67.2
3974,6037651102,3639,Los Angeles,90505,Torrance,-118.3460738,33.8209421,833.05,5.92,28.68,28.4
3975,6065041812,3319,Riverside ,92879,Corona,-117.5634459,33.861606,466.73,5.86,42.52,18.5
3976,6067009109,4842,Sacramento ,95826,Sacramento,-121.3606353,38.5555504,1298.41,4.2,62.15,31.5
3977,6065040814,4782,Riverside ,92879,Corona,-117.5175804,33.8973552,401.11,5.52,41.74,22.2
3978,6037401601,5034,Los Angeles,91750,La Verne,-117.7643631,34.1170701,1540.09,6.47,34.79,28.1
3979,6067009610,6072,Sacramento ,95823,Sacramento,-121.4375735,38.4555299,379.64,2.92,135.72,50.4
3980,6001403501,4374,Alameda ,94611,Oakland,-122.2600769,37.8177294,1142.45,5.12,46.61,50.2
3981,6081606000,4959,San Mateo,94401,San Mateo,-122.3311046,37.5797295,1585.19,4.56,48.62,41.3
3982,6059099902,4486,Orange ,92683,Westminster,-118.0205108,33.7662506,2467.22,5.25,38.28,31.4
3983,6037310201,5466,Los Angeles,91501,Burbank,-118.3045921,34.1922052,304.06,5.89,36.48,35.9
3984,6001441926,4080,Alameda ,94538,Fremont,-121.9787103,37.5408003,609.51,3.88,67.67,29.5
3985,6037128702,5639,Los Angeles,91423,Sherman Oaks,-118.439318,34.160869,2994.92,6.32,27.26,15.7
3986,6037461300,6638,Los Angeles,91104,Pasadena,-118.111733,34.1740052,460.9,5.45,33.07,28.2
3987,6111008201,4315,Ventura ,93063,Simi Valley,-118.7043688,34.2762804,1108.82,4.35,40.82,25.5
3988,6085512509,4111,Santa Clara,95020,Gilroy,-121.5713496,36.9878533,770.95,4.65,67.35,30
3989,6085506402,5733,Santa Clara,95128,San Jose,-121.9450314,37.301578,1750.28,4.94,31.77,26.2
3990,6067005508,3106,Sacramento ,95825,Sacramento,-121.4084122,38.577969,702.3,5.16,64.96,42.4
3991,6073003004,4940,San Diego,92114,San Diego,-117.0607339,32.7130823,269.97,3.12,106.71,52.5
3992,6071000109,6752,San Bernardino,91709,Chino Hills,-117.723592,33.9733621,375.98,5.56,27.71,20.2
3993,6053014201,5133,Monterey ,93933,Marina,-121.7937321,36.6765137,731.51,4.27,57.15,44.2
3994,6037400604,2980,Los Angeles,91702,Azusa,-117.8943529,34.1521342,182.81,4.25,66.21,48.4
3995,6037408212,4485,Los Angeles,91748,Rowland Heights,-117.8795412,33.9944207,1606.85,6.98,26.68,34.1
3996,6073013302,4933,San Diego,91911,Chula Vista,-117.048661,32.6155251,1158.69,3.66,68.62,33.1
3997,6013303201,9989,Contra Costa,94531,Antioch,-121.7586352,37.9431268,480.24,4.28,93.79,21
3998,6085504317,4429,Santa Clara,95131,San Jose,-121.8767483,37.3828815,577.74,5.22,27.62,18.1
3999,6065042726,5357,Riverside ,92585,Sun City,-117.1237892,33.7143137,248.67,5.93,29.98,14.6
4000,6065043270,4991,Riverside ,92595,Wildomar,-117.2589261,33.6015412,1274.79,4.22,42.6,31.2
4001,6067003900,3374,Sacramento ,95822,Sacramento,-121.5186401,38.5303294,1107.73,4.4,99.65,18.1
4002,6037503302,6271,Los Angeles,90604,Whittier,-118.0213686,33.9416417,571.18,4.88,48.1,40.8
4003,6085512038,2847,Santa Clara,95138,San Jose,-121.7620634,37.234934,1216.01,5.12,26.66,26.7
4004,6029002821,4897,Kern ,93311,Bakersfield,-119.1021478,35.3162893,515.55,5.41,33.48,27.3
4005,6037106645,3389,Los Angeles,91344,Granada Hills,-118.4941725,34.2905628,1137.6,5.59,53.41,20.8
4006,6037408136,3849,Los Angeles,91792,West Covina,-117.8755476,34.0089143,510.16,5.58,30.34,28.3
4007,6073018610,7635,San Diego,92057,Oceanside,-117.3032478,33.2591005,645.34,4.51,36.79,42
4008,6073018519,5891,San Diego,92056,Oceanside,-117.2838101,33.1943943,1347.54,4.68,33.32,51
4009,6065044702,2295,Riverside ,92234,Cathedral City,-116.4872959,33.8222736,619.93,3.79,34.64,80.8
4010,6111001204,2473,Ventura ,93060,Santa Paula,-119.2005749,34.3589732,366.13,5.67,26.97,41.7
4011,6037910504,4797,Los Angeles,93550,Palmdale,-118.1046034,34.5690669,629.8,2.75,106.26,73.1
4012,6037401101,5663,Los Angeles,91740,Glendora,-117.8541745,34.1234558,2012.97,5.16,49.1,35.4
4013,6059099224,3521,Orange ,92708,Fountain Valley,-117.9676275,33.72311,1945.3,5.39,29.56,17
4014,6059001501,6373,Orange ,92821,Brea,-117.9135026,33.9340988,728.64,7.85,31.92,21.6
4015,6081604400,4448,San Mateo,94030,Millbrae,-122.3911489,37.6067243,1278.34,5.97,39.52,16.4
4016,6037119310,3871,Los Angeles,91402,Panorama City,-118.4516702,34.2450202,699.71,4.52,48.29,50.3
4017,6059075303,3412,Orange ,92706,Santa Ana,-117.8739874,33.7661611,5761.93,5.6,46.21,29.5
4018,6111007100,6335,Ventura ,91362,Thousand Oaks,-118.8455482,34.1750754,2422.16,5.22,27.06,37.5
4019,6045011500,6739,Mendocino ,95482,Ukiah,-123.2032659,39.1561868,401.95,4.44,81.53,45.9
4020,6077003114,10129,San Joaquin,95219,Stockton,-121.3566706,37.9813779,2340.67,7.15,38.32,9
4021,6073020213,4028,San Diego,92025,Escondido,-117.0781738,33.1313346,851.35,3.95,21.64,76
4022,6075016100,5366,San Francisco,94115,San Francisco,-122.4286631,37.7799831,585.05,3.94,51.66,52.7
4023,6037141201,3707,Los Angeles,91423,Sherman Oaks,-118.4426826,34.1519021,3356.19,6.08,27.31,32.7
4024,6059052408,6154,Orange ,92630,Lake Forest,-117.7046343,33.649152,541.77,6.97,28.19,15.6
4025,6029000902,3340,Kern ,93306,Bakersfield,-118.9631285,35.4050159,249.92,3.95,75.27,39.1
4026,6081607701,3954,San Mateo,94401,San Mateo,-122.3033477,37.5711297,960.43,4.61,61.6,42.5
4027,6037403316,6783,Los Angeles,91765,Diamond Bar,-117.7984574,34.0317834,2415.6,5.91,24.34,26.3
4028,6029002818,3761,Kern ,93309,Bakersfield,-119.0852288,35.3323458,607.84,4.93,82.51,28.2
4029,6001441602,6802,Alameda ,94536,Fremont,-122.0212345,37.55696,1714.73,4.22,55.53,25.2
4030,6065041911,10258,Riverside ,92883,Corona,-117.4957943,33.7428832,1864.08,6.52,30.98,10
4031,6071002028,5282,San Bernardino,91730,Rancho Cucamonga,-117.5827126,34.1142002,653.97,5.66,39.71,19.2
4032,6037189903,2164,Los Angeles,90046,Los Angeles,-118.3477123,34.1025152,1137.62,5.38,26.57,28.9
4033,6071000818,5428,San Bernardino,91786,Upland,-117.6607366,34.1142472,455.34,5.38,71.58,18.1
4034,6037463101,2383,Los Angeles,91107,Pasadena,-118.0699478,34.1401862,1071.66,5.64,24.18,26.3
4035,6059075902,6548,Orange ,92866,Orange,-117.8508355,33.7807141,1626.64,5.92,35.25,31.9
4036,6089010500,4928,Shasta ,96001,Redding,-122.4026832,40.575283,402.59,3.47,83.24,42.9
4037,6037297500,5163,Los Angeles,90731,San Pedro,-118.3025064,33.7107078,425.49,6.15,72.68,14.4
4038,6037462800,2915,Los Angeles,91107,Pasadena,-118.1012712,34.1522193,1583.66,6.18,28.23,19.4
4039,6109005100,8355,Tuolumne ,95327,Jamestown,-120.4335241,37.9315151,237.39,5.24,50.3,38.8
4040,6037214503,3325,Los Angeles,90036,Los Angeles,-118.3541156,34.0668419,1624.21,5.99,28.2,23.4
4041,6019005801,4856,Fresno ,93727,Fresno,-119.6910954,36.8011827,400.71,4.83,46.81,44.1
4042,6001435602,5329,Alameda ,94541,Hayward,-122.1069995,37.6819278,403.68,3.76,111.77,46.4
4043,6037113102,2828,Los Angeles,91311,Chatsworth,-118.5686167,34.2660306,1715.09,5.99,34.83,15.5
4044,6059099204,4729,Orange ,92683,Westminster,-117.9503802,33.7377201,822.25,5.14,24.84,34.4
4045,6037405600,5428,Los Angeles,91791,West Covina,-117.9155583,34.0796741,1592.44,6.71,33.85,17.6
4046,6053011202,6868,Monterey ,93927,Greenfield,-121.2387759,36.3298137,326.55,4.4,36.95,64.7
4047,6073014001,4630,San Diego,91945,Lemon Grove,-117.023685,32.7369483,967.9,4.27,65.23,35.6
4048,6001406602,2493,Alameda ,94602,Oakland,-122.2143073,37.7964782,1762.85,4.1,80.31,54.8
4049,6073013303,4909,San Diego,91911,Chula Vista,-117.0502312,32.6077631,851.37,3.68,68.62,34.5
4050,6059099226,3889,Orange ,92708,Fountain Valley,-117.9329082,33.7235974,648.25,5.43,29.56,21.6
4051,6001408300,4167,Alameda ,94605,Oakland,-122.1645166,37.7710979,2584.77,3.75,170.91,29.3
4052,6073009400,5028,San Diego,92145,San Diego,-117.1173287,32.8653406,2431.93,6.09,10.5,45.6
4053,6073002601,6148,San Diego,92105,San Diego,-117.0966252,32.7449119,505.26,3.08,80.83,77.5
4054,6037141202,2800,Los Angeles,91423,Sherman Oaks,-118.4423602,34.1471798,1241.4,5.39,28.26,19.9
4055,6037189500,4452,Los Angeles,90068,Los Angeles,-118.3212809,34.1084106,2552.67,6.21,23.14,32.6
4056,6037137402,5364,Los Angeles,91364,Woodland Hills,-118.6249487,34.1554628,2060.38,5.78,32.01,27.5
4057,6075025701,4788,San Francisco,94134,San Francisco,-122.4121411,37.7315763,1682.57,5.37,52.58,24.5
4058,6107001400,5581,Tulare ,93221,Exeter,-119.1202602,36.3259261,216.83,5.63,34.23,44.8
4059,6067009611,3165,Sacramento ,95758,Elk Grove,-121.3988953,38.4154629,1223.8,4.26,45.18,30.5
4060,6037181400,4302,Los Angeles,90041,Los Angeles,-118.2088736,34.1367194,758.91,4.8,48.17,29.7
4061,6067008705,4397,Sacramento ,95742,Rancho Cordova,-121.2017883,38.5777827,750.65,7.27,26.87,12.6
4062,6077005502,1806,San Joaquin,95377,Tracy,-121.4377118,37.6257014,326.5,7.6,38.65,18.3
4063,6073020308,5743,San Diego,92026,Escondido,-117.0980269,33.1374325,978.59,4.52,28.5,47.9
4064,6073020403,4107,San Diego,92025,Escondido,-117.0804409,33.097045,1862.26,5.65,40.55,20.3
4065,6059063902,6670,Orange ,92626,Costa Mesa,-117.9136471,33.6778627,1961.82,5.86,36.22,33.3
4066,6067007016,5537,Sacramento ,95834,Sacramento,-121.5403508,38.6360432,1028.55,4.55,67.53,31.2
4067,6023001300,1479,Humboldt ,95521,Arcata,-124.1597819,40.8522054,353.33,4.3,95.62,50.8
4068,6109004100,5358,Tuolumne ,95370,Sonora,-120.3277066,37.9231742,418.43,5.17,49.3,26.6
4069,6037600703,1914,Los Angeles,90305,Inglewood,-118.3365577,33.9584128,781.28,4.95,116.87,17.8
4070,6103000400,5508,Tehama ,96080,Red Bluff,-122.338894,40.2367374,237.84,4.8,71.99,27.1
4071,6073002801,3068,San Diego,92115,San Diego,-117.0837903,32.7755353,2828.34,5.99,32.44,54.9
4072,6099003907,7460,Stanislaus ,95382,Turlock,-120.8343873,37.5147982,458.35,5.89,38.1,24.4
4073,6073001600,5651,San Diego,92104,San Diego,-117.1213219,32.7521609,1171.91,3.39,66.07,58.7
4074,6065041805,5799,Riverside ,92882,Corona,-117.5910428,33.8648895,600.82,5.01,35.15,30.1
4075,6037920313,6010,Los Angeles,91321,Newhall,-118.5513173,34.3715599,2045.98,4.68,37.29,26
4076,6067004001,5755,Sacramento ,95831,Sacramento,-121.511658,38.4996777,1137.88,4.73,55.17,25
4077,6007003200,4234,Butte ,95966,Oroville,-121.5309393,39.429744,107.45,3.71,69.95,58.1
4078,6037621204,3230,Los Angeles,90277,Redondo Beach,-118.3979526,33.8464727,545.03,5.74,24.11,15.2
4079,6029003306,4897,Kern ,93225,Frazier Park,-119.1500356,34.9235317,522.25,6.78,17.3,40.7
4080,6111004710,5089,Ventura ,93033,Oxnard,-119.1565272,34.1642972,551.54,4.59,33.16,50.4
4081,6037139001,4767,Los Angeles,91316,Encino,-118.511718,34.1754113,3600.15,6.42,37.84,18.8
4082,6001423300,3647,Alameda ,94702,Berkeley,-122.2842021,37.8573287,550.39,5.5,96.04,28.6
4083,6085504803,5756,Santa Clara,94089,Sunnyvale,-122.01954,37.4010794,1794.05,5.4,43.38,11.9
4084,6065044403,4402,Riverside ,92561,Mountain Center,-116.4728576,33.4680494,180.15,4.71,33.02,61.9
4085,6073010502,5514,San Diego,91932,Imperial Beach,-117.1129542,32.5860463,555.63,3.45,71.16,49.8
4086,6037800327,5305,Los Angeles,91301,Agoura Hills,-118.7424224,34.1602091,1689.59,4.79,21.17,26.5
4087,6095250400,3087,Solano ,94591,Vallejo,-122.2239275,38.0949074,974.18,3.33,93.65,45.1
4088,6059076201,6772,Orange ,92865,Orange,-117.8536692,33.8366335,679.61,7.49,36.57,19.1
4089,6067009314,5922,Sacramento ,95624,Elk Grove,-121.3624683,38.4380815,427.97,3.46,44.01,36.2
4090,6013355107,5048,Contra Costa,94513,Brentwood,-121.857135,37.9316982,360.35,4.25,148.92,21
4091,6071010019,5235,San Bernardino,92345,Hesperia,-117.3172327,34.4044566,408.84,3.6,69.09,61.3
4092,6037702201,4483,Los Angeles,90405,Santa Monica,-118.4729854,34.0133521,951.05,6.61,33.74,23.5
4093,6037900704,3050,Los Angeles,93534,Lancaster,-118.1346836,34.6528656,859.63,3.4,150.17,65.1
4094,6037113303,4006,Los Angeles,91311,Chatsworth,-118.5790731,34.2440789,1043.08,7.24,44.99,18.8
4095,6037124000,4550,Los Angeles,91607,Valley Village,-118.4045529,34.1619336,1455.62,5.9,38.37,16.8
4096,6085504506,5924,Santa Clara,95035,Milpitas,-121.9161877,37.4503035,4248.22,6.28,20.97,19.8
4097,6037143602,4260,Los Angeles,91604,Studio City,-118.3855058,34.1450296,1520.34,5.68,22.18,17.4
4098,6059032022,6833,Orange ,92692,Mission Viejo,-117.6666493,33.55068,2133.32,4.94,21.22,35.6
4099,6067005903,2277,Sacramento ,95608,Carmichael,-121.3506355,38.6137442,633.98,3.95,83.89,46.9
4100,6111008302,5380,Ventura ,93063,Simi Valley,-118.6739309,34.2747162,1452.89,4.02,40.82,27.7
4101,6013359102,5159,Contra Costa,94564,Pinole,-122.3071592,38.0033732,367.83,4.69,62.35,24.6
4102,6071008500,8316,San Bernardino,92373,Redlands,-117.136567,34.0183198,991.97,6.67,39.36,9.8
4103,6037113232,3894,Los Angeles,91304,Canoga Park,-118.6125452,34.225826,962.54,5.78,53.22,17.6
4104,6013360101,4576,Contra Costa,94803,El Sobrante,-122.2870052,37.9824969,1480.83,4.78,60.3,28.2
4105,6023001101,6350,Humboldt ,95521,Arcata,-124.0989799,40.8875919,442.83,4.57,74.68,58.5
4106,6065050600,6850,Riverside ,92562,Murrieta,-117.2284737,33.5730829,1500.41,5.63,33,24.1
4107,6033001000,6045,Lake ,95453,Lakeport,-122.8861893,38.9890591,95.61,4.53,48.01,45.6
4108,6041112100,4315,Marin ,94901,San Rafael,-122.5205522,37.9610288,1372.17,5.64,33.87,36.7
4109,6085504311,7062,Santa Clara,95131,San Jose,-121.8845877,37.3775245,582,6.48,24.62,12.4
4110,6075011300,3143,San Francisco,94108,San Francisco,-122.4093492,37.7946971,559.94,4.51,24.05,54.2
4111,6037503802,5054,Los Angeles,90638,La Mirada,-118.0035625,33.8982866,502.13,4.86,40.81,25.1
4112,6001405800,3965,Alameda ,94606,Oakland,-122.2330985,37.7939452,207.52,3.53,86.89,48.8
4113,6059099202,8323,Orange ,92704,Santa Ana,-117.9248099,33.7336169,810.66,4.74,32.41,44
4114,6073013102,6487,San Diego,91911,Chula Vista,-117.0657271,32.6166605,647.15,3.44,68.62,45.2
4115,6037124600,3123,Los Angeles,91423,Sherman Oaks,-118.4269321,34.1620692,2203.99,6.17,32.59,24.2
4116,6115040303,6555,Yuba ,95901,Marysville,-121.5423602,39.1207198,289.79,4.11,50.08,40.3
4117,6037700502,4246,Los Angeles,90069,West Hollywood,-118.3807073,34.0902917,1079.62,6.35,24.86,26.9
4118,6101050402,3970,Sutter ,95991,Yuba City,-121.6216316,39.0836731,295.48,4.72,40.59,30.5
4119,6037920328,1990,Los Angeles,91355,Valencia,-118.5720874,34.4168102,1178.17,6.44,24.53,14.2
4120,6073013309,7005,San Diego,91911,Chula Vista,-117.0337536,32.6183278,1348.79,4.39,59.64,22.1
4121,6073015703,7102,San Diego,92020,El Cajon,-116.9491346,32.7912925,551.07,3.46,40.03,74.8
4122,6001435800,5382,Alameda ,94580,San Lorenzo,-122.1296018,37.6793691,2305.95,4.32,65.42,21
4123,6071009911,6456,San Bernardino,92392,Victorville,-117.3581242,34.4940982,963.85,3.17,87.54,46.1
4124,6037137103,4199,Los Angeles,91367,Woodland Hills,-118.6013402,34.1744847,1541.57,6.74,40.24,15.6
4125,6029005700,2226,Kern ,93524,Edwards,-117.8740532,34.9163282,166.13,4.74,44.18,34.7
4127,6059088901,6725,Orange ,92844,Garden Grove,-117.9622131,33.7606739,1688.78,5.13,24.44,49.4
4128,6021010200,4901,Glenn ,95963,Orland,-122.2109384,39.7422205,203.43,5.04,41.6,47.2
4129,6001423400,4685,Alameda ,94703,Berkeley,-122.275884,37.8583737,682.35,4.62,67.79,30.5
4130,6111007700,5988,Ventura ,93065,Simi Valley,-118.8083423,34.278331,795.64,5.77,38.42,18.8
4131,6067007903,4576,Sacramento ,95608,Carmichael,-121.3175668,38.6559109,904.68,4.98,97.51,30.7
4132,6059110301,6729,Orange ,90620,Buena Park,-118.0275847,33.8534538,2358.41,6.61,35.98,25.7
4133,6037575002,4627,Los Angeles,90804,Long Beach,-118.1434676,33.7857845,833.21,5.35,70.51,25.6
4134,6037609900,2034,Los Angeles,90732,San Pedro,-118.302932,33.7409725,549.36,4.97,57.77,30.3
4135,6065045224,5471,Riverside ,92201,Indio,-116.257874,33.6963551,513.47,4.16,60.71,34.3
4136,6037183104,2065,Los Angeles,90042,Los Angeles,-118.1723137,34.1236781,725.49,5.06,38.49,23
4137,6037143800,4878,Los Angeles,91604,Studio City,-118.3805891,34.135557,1568.81,6.87,23.66,11.2
4138,6059099411,5500,Orange ,92647,Huntington Beach,-117.9978509,33.719217,969.21,6.09,35.69,29.3
4139,6073020206,5217,San Diego,92027,Escondido,-117.0593149,33.1414533,560.34,3.97,36.02,61.6
4140,6037910404,4130,Los Angeles,93550,Palmdale,-118.1238241,34.5646915,974.43,3.04,82.42,51.3
4141,6085504700,719,Santa Clara,94035,Mountain View,-122.0497236,37.4164755,2995.05,5.75,16.69,34.9
4142,6095252314,4113,Solano ,94533,Fairfield,-122.0358438,38.2769991,1225.8,3.71,119.73,23.6
4143,6071010424,1966,San Bernardino,92285,Landers,-116.6221331,34.3821714,133.23,4.19,33.63,51.8
4144,6073019002,1759,San Diego,92028,Fallbrook,-117.1450804,33.3908759,1311.77,5.38,30.32,21.6
4145,6037400800,3967,Los Angeles,91741,Glendora,-117.8882752,34.1385557,366.89,4.94,53.52,33.9
4146,6085504504,9882,Santa Clara,95035,Milpitas,-121.8964329,37.4216447,1180.07,6.24,23.43,22.2
4147,6059011711,7305,Orange ,92831,Fullerton,-117.8692764,33.8856931,686.98,4.68,32.01,43.9
4148,6081601502,5125,San Mateo,94015,Daly City,-122.4782558,37.6692204,718.26,3.85,50.75,35.7
4149,6095253204,7098,Solano ,95688,Vacaville,-121.9869787,38.3825661,275.3,3.61,76.48,36.4
4150,6065050500,13261,Riverside ,92563,Murrieta,-117.1625546,33.5490166,1653.42,5.4,25.63,23.6
