id,state,abbr,poverty,povertyMoe,age,ageMoe,income,incomeMoe,healthcare,healthcareLow,healthcareHigh,obesity,obesityLow,obesityHigh,smokes,smokesLow,smokesHigh,-0.385218228
,Santa Rosa,Santa Rosa,38.5,38.5,,,1.429281768,1.429281768,5.54811521,5.54811521,5.54811521,711.79,711.79,711.79,45.1,45.1,45.1,
,Davenport,Davenport,25.9,25.9,,,2.400372439,2.400372439,0.022344364,0.022344364,0.022344364,306.5,306.5,306.5,19.45,19.45,19.45,
,Newport Beach,Newport Beach,11.5,11.5,,,2.059224319,2.059224319,3.362103653,3.362103653,3.362103653,910.9,910.9,910.9,26.35,26.35,26.35,
,Orangevale,Orangevale,24.1,24.1,,,2.08691796,2.08691796,3.234819652,3.234819652,3.234819652,812.8,812.8,812.8,38.22,38.22,38.22,
,San Jose,San Jose,5.6,5.6,,,2.532437442,2.532437442,0.491492275,0.491492275,0.491492275,323.82,323.82,323.82,35.19,35.19,35.19,
,South Pasadena,South Pasadena,22.3,22.3,,,1.441397229,1.441397229,6.018130503,6.018130503,6.018130503,865.64,865.64,865.64,12.57,12.57,12.57,
,Oakland,Oakland,15.4,15.4,,,1.824561404,1.824561404,6.066781657,6.066781657,6.066781657,548.79,548.79,548.79,72.72,72.72,72.72,
,San Diego,San Diego,12.8,12.8,,,2.438453713,2.438453713,4.448389811,4.448389811,4.448389811,800.73,800.73,800.73,35,35,35,
,Yuba City,Yuba City,28.3,28.3,,,2.395135383,2.395135383,0.384034215,0.384034215,0.384034215,194.73,194.73,194.73,21.93,21.93,21.93,
,Palm Desert,Palm Desert,34.2,34.2,,,1.549151028,1.549151028,1.689341108,1.689341108,1.689341108,557.62,557.62,557.62,21.97,21.97,21.97,
,Santa Clara,Santa Clara,12.2,12.2,,,1.996651038,1.996651038,5.31564664,5.31564664,5.31564664,681.09,681.09,681.09,24.42,24.42,24.42,
,El Sobrante,El Sobrante,22.2,22.2,,,1.899082569,1.899082569,3.142802401,3.142802401,3.142802401,547.31,547.31,547.31,71.78,71.78,71.78,
,Los Angeles,Los Angeles,20.5,20.5,,,1.466819222,1.466819222,6.181144414,6.181144414,6.181144414,1100.75,1100.75,1100.75,22.61,22.61,22.61,
,San Jose,San Jose,17.5,17.5,,,2.136152416,2.136152416,5.964119105,5.964119105,5.964119105,1000.16,1000.16,1000.16,13.53,13.53,13.53,
,Long Beach,Long Beach,7.1,7.1,,,2.216072379,2.216072379,4.178293229,4.178293229,4.178293229,372.53,372.53,372.53,23.29,23.29,23.29,
,Santa Cruz,Santa Cruz,22.9,22.9,,,1.268393782,1.268393782,4.171261354,4.171261354,4.171261354,668.34,668.34,668.34,29.67,29.67,29.67,
,Cottonwood,Cottonwood,34.2,34.2,,,2.101812191,2.101812191,0.04939957,0.04939957,0.04939957,346.49,346.49,346.49,34.88,34.88,34.88,
,Santa Clara,Santa Clara,16.7,16.7,,,1.711521548,1.711521548,4.321463756,4.321463756,4.321463756,738.28,738.28,738.28,24.52,24.52,24.52,
,Irvine,Irvine,9.4,9.4,,,1.981690529,1.981690529,0.93193532,0.93193532,0.93193532,543.32,543.32,543.32,19.51,19.51,19.51,
,San Diego,San Diego,5,5,,,1.934801382,1.934801382,0.84257862,0.84257862,0.84257862,1997.97,1997.97,1997.97,15.72,15.72,15.72,
,Palo Alto,Palo Alto,8,8,,,2.029252438,2.029252438,3.404646086,3.404646086,3.404646086,1277.44,1277.44,1277.44,58.83,58.83,58.83,
,San Diego,San Diego,18.9,18.9,,,2.4082397,2.4082397,4.502927423,4.502927423,4.502927423,714.51,714.51,714.51,35,35,35,
,Rancho Cucamonga,Rancho Cucamonga,6.8,6.8,,,2.488803583,2.488803583,1.591673382,1.591673382,1.591673382,1017.84,1017.84,1017.84,31.24,31.24,31.24,
,Bakersfield,Bakersfield,3.7,3.7,,,2.099786172,2.099786172,1.493352034,1.493352034,1.493352034,394.7,394.7,394.7,37.31,37.31,37.31,
,Chula Vista,Chula Vista,26.9,26.9,,,1.85693711,1.85693711,4.733451782,4.733451782,4.733451782,653.48,653.48,653.48,20.33,20.33,20.33,
,Burlingame,Burlingame,17.7,17.7,,,1.670217124,1.670217124,3.737303406,3.737303406,3.737303406,1449.09,1449.09,1449.09,26.67,26.67,26.67,
,Oakland,Oakland,14.8,14.8,,,1.264470169,1.264470169,22.63113831,22.63113831,22.63113831,1418.49,1418.49,1418.49,53.34,53.34,53.34,
,Rowland Heights,Rowland Heights,22,22,,,2.606518283,2.606518283,2.417838904,2.417838904,2.417838904,571.7,571.7,571.7,30.74,30.74,30.74,
,Oceanside,Oceanside,22.1,22.1,,,2.0432,2.0432,0.915677904,0.915677904,0.915677904,461.46,461.46,461.46,30.87,30.87,30.87,
,Sunnyvale,Sunnyvale,9.9,9.9,,,2.016205267,2.016205267,5.881265524,5.881265524,5.881265524,811.54,811.54,811.54,16.43,16.43,16.43,
,Castro Valley,Castro Valley,13.1,13.1,,,2.292701279,2.292701279,4.066432952,4.066432952,4.066432952,289.43,289.43,289.43,68.95,68.95,68.95,
,Redding,Redding,48.3,48.3,,,1.917623228,1.917623228,0.11889217,0.11889217,0.11889217,111.29,111.29,111.29,46.56,46.56,46.56,
,San Francisco,San Francisco,35.8,35.8,,,0.921700224,0.921700224,24.68432573,24.68432573,24.68432573,526.81,526.81,526.81,23.94,23.94,23.94,
,San Gabriel,San Gabriel,22.9,22.9,,,2.056311881,2.056311881,5.097726098,5.097726098,5.097726098,637.53,637.53,637.53,18.55,18.55,18.55,
,Lancaster,Lancaster,23.6,23.6,,,2.163049376,2.163049376,0.303220083,0.303220083,0.303220083,133.26,133.26,133.26,46.34,46.34,46.34,
,Folsom,Folsom,9.8,9.8,,,1.842350204,1.842350204,1.199349915,1.199349915,1.199349915,1074.13,1074.13,1074.13,26.29,26.29,26.29,
,Orange,Orange,12.1,12.1,,,2.228898426,2.228898426,0.07336015,0.07336015,0.07336015,2529.38,2529.38,2529.38,20.73,20.73,20.73,
,Lincoln,Lincoln,13.6,13.6,,,1.612018977,1.612018977,0.96993043,0.96993043,0.96993043,378.4,378.4,378.4,36.35,36.35,36.35,
,Davis,Davis,43.5,43.5,,,1.680183627,1.680183627,5.046083778,5.046083778,5.046083778,217.85,217.85,217.85,23.36,23.36,23.36,
,Templeton,Templeton,29.8,29.8,,,2.384819533,2.384819533,0.034074571,0.034074571,0.034074571,168.99,168.99,168.99,31.25,31.25,31.25,
,San Francisco,San Francisco,31.3,31.3,,,1.068862275,1.068862275,23.25051585,23.25051585,23.25051585,421.11,421.11,421.11,23.94,23.94,23.94,
,Buena Park,Buena Park,21.8,21.8,,,2.141722663,2.141722663,5.147304087,5.147304087,5.147304087,681.71,681.71,681.71,32.41,32.41,32.41,
,Huntington Beach,Huntington Beach,14.4,14.4,,,2.139774399,2.139774399,3.615027352,3.615027352,3.615027352,490.88,490.88,490.88,29.26,29.26,29.26,
,Huntington Beach,Huntington Beach,17.7,17.7,,,2.488645921,2.488645921,3.657300216,3.657300216,3.657300216,567.1,567.1,567.1,27.91,27.91,27.91,
,Kings Beach,Kings Beach,57.7,57.7,,,1.902487562,1.902487562,0.566478502,0.566478502,0.566478502,336.46,336.46,336.46,17.58,17.58,17.58,
,Pioneer,Pioneer,24.2,24.2,,,1.988307067,1.988307067,0.126314839,0.126314839,0.126314839,229.6,229.6,229.6,62.21,62.21,62.21,
,Bridgeville,Bridgeville,37.9,37.9,,,2.159252095,2.159252095,0.005984986,0.005984986,0.005984986,208.46,208.46,208.46,70.17,70.17,70.17,
,Silverado,Silverado,16.4,16.4,,,2.466567608,2.466567608,0.023056697,0.023056697,0.023056697,210.07,210.07,210.07,10.48,10.48,10.48,
,San Francisco,San Francisco,10,10,,,1.835269993,1.835269993,6.610896323,6.610896323,6.610896323,709.17,709.17,709.17,38.59,38.59,38.59,
,San Diego,San Diego,24.4,24.4,,,1.34965035,1.34965035,7.742860072,7.742860072,7.742860072,865.41,865.41,865.41,22.49,22.49,22.49,
,Windsor,Windsor,13.2,13.2,,,1.92449923,1.92449923,3.093419713,3.093419713,3.093419713,346.77,346.77,346.77,39.21,39.21,39.21,
,San Jose,San Jose,8.6,8.6,,,2.1900369,2.1900369,4.378223653,4.378223653,4.378223653,396.29,396.29,396.29,17.98,17.98,17.98,
,Joshua Tree,Joshua Tree,50.1,50.1,,,1.597986975,1.597986975,0.070188461,0.070188461,0.070188461,274.82,274.82,274.82,79.62,79.62,79.62,
,El Cajon,El Cajon,23.3,23.3,,,2.294947994,2.294947994,1.604772814,1.604772814,1.604772814,1427.75,1427.75,1427.75,34.28,34.28,34.28,
,Penn Valley,Penn Valley,32.7,32.7,,,2.308453608,2.308453608,0.070022838,0.070022838,0.070022838,195.66,195.66,195.66,38.66,38.66,38.66,
,Walnut Creek,Walnut Creek,21.1,21.1,,,1.590735435,1.590735435,3.281711432,3.281711432,3.281711432,777.8,777.8,777.8,30.06,30.06,30.06,
,Acton,Acton,17.8,17.8,,,2.741905643,2.741905643,0.067108713,0.067108713,0.067108713,1244.19,1244.19,1244.19,23.59,23.59,23.59,
,San Ramon,San Ramon,11.2,11.2,,,1.905630027,1.905630027,3.261802016,3.261802016,3.261802016,1276.48,1276.48,1276.48,39.67,39.67,39.67,
,Oceanside,Oceanside,17,17,,,1.822215692,1.822215692,1.580403903,1.580403903,1.580403903,557.32,557.32,557.32,25.7,25.7,25.7,
,Dublin,Dublin,13,13,,,1.800490597,1.800490597,6.108245789,6.108245789,6.108245789,451.59,451.59,451.59,26.56,26.56,26.56,
,Fremont,Fremont,16.6,16.6,,,2.385550304,2.385550304,4.584783807,4.584783807,4.584783807,2287.27,2287.27,2287.27,39.98,39.98,39.98,
,Paradise,Paradise,26.6,26.6,,,1.949458484,1.949458484,0.639638081,0.639638081,0.639638081,380.57,380.57,380.57,51.8,51.8,51.8,
,Costa Mesa,Costa Mesa,17.6,17.6,,,1.803383897,1.803383897,5.129452467,5.129452467,5.129452467,596.02,596.02,596.02,34.88,34.88,34.88,
,Malibu,Malibu,12.9,12.9,,,2.057632399,2.057632399,0.06956469,0.06956469,0.06956469,696.94,696.94,696.94,6.09,6.09,6.09,
,Thousand Oaks,Thousand Oaks,14.1,14.1,,,2.071304348,2.071304348,2.396161558,2.396161558,2.396161558,633.4,633.4,633.4,31.55,31.55,31.55,
,Redondo Beach,Redondo Beach,10.8,10.8,,,1.865919891,1.865919891,7.637825456,7.637825456,7.637825456,728.51,728.51,728.51,23.26,23.26,23.26,
,Santa Ana,Santa Ana,25.7,25.7,,,2.228592703,2.228592703,3.180276418,3.180276418,3.180276418,787.61,787.61,787.61,22.41,22.41,22.41,
,Pasadena,Pasadena,18.2,18.2,,,1.792721519,1.792721519,3.254465883,3.254465883,3.254465883,661.74,661.74,661.74,18.88,18.88,18.88,
,Huntington Beach,Huntington Beach,13.6,13.6,,,2.368342086,2.368342086,2.679316043,2.679316043,2.679316043,483.01,483.01,483.01,29.26,29.26,29.26,
,Lodi,Lodi,10.8,10.8,,,2.032232704,2.032232704,0.635817696,0.635817696,0.635817696,229.06,229.06,229.06,27.54,27.54,27.54,
,Fremont,Fremont,9.2,9.2,,,2.466573816,2.466573816,1.766660301,1.766660301,1.766660301,1075.04,1075.04,1075.04,20.59,20.59,20.59,
,Glendale,Glendale,13.1,13.1,,,2.225199812,2.225199812,0.647300873,0.647300873,0.647300873,922.27,922.27,922.27,14.67,14.67,14.67,
,Arnold,Arnold,36.3,36.3,,,2.071525886,2.071525886,0.093067847,0.093067847,0.093067847,418.91,418.91,418.91,28.29,28.29,28.29,
,Solana Beach,Solana Beach,25.8,25.8,,,1.605384343,1.605384343,4.185129075,4.185129075,4.185129075,2146.44,2146.44,2146.44,19.19,19.19,19.19,
,Milpitas,Milpitas,16.2,16.2,,,2.626628075,2.626628075,5.021381238,5.021381238,5.021381238,302.44,302.44,302.44,25.78,25.78,25.78,
,Cupertino,Cupertino,4.9,4.9,,,1.797988265,1.797988265,1.774859508,1.774859508,1.774859508,1248.03,1248.03,1248.03,18.17,18.17,18.17,
,Sacramento,Sacramento,21.9,21.9,,,1.78136419,1.78136419,3.031173894,3.031173894,3.031173894,506.33,506.33,506.33,52.62,52.62,52.62,
,Shingletown,Shingletown,36.4,36.4,,,2.229418222,2.229418222,0.005117466,0.005117466,0.005117466,76.33,76.33,76.33,22.35,22.35,22.35,
,Los Angeles,Los Angeles,10.4,10.4,,,1.651554404,1.651554404,4.08553412,4.08553412,4.08553412,1827.42,1827.42,1827.42,18.34,18.34,18.34,
,Sacramento,Sacramento,17.2,17.2,,,2.732319392,2.732319392,0.390326668,0.390326668,0.390326668,338.71,338.71,338.71,36.63,36.63,36.63,
,San Diego,San Diego,38,38,,,1.616458133,1.616458133,10.42398192,10.42398192,10.42398192,567.87,567.87,567.87,27.88,27.88,27.88,
,Laguna Niguel,Laguna Niguel,23.5,23.5,,,2.082240763,2.082240763,6.011082336,6.011082336,6.011082336,626.05,626.05,626.05,16.33,16.33,16.33,
,Santa Maria,Santa Maria,20,20,,,1.857847165,1.857847165,1.492884027,1.492884027,1.492884027,238.69,238.69,238.69,34.59,34.59,34.59,
,San Diego,San Diego,24.5,24.5,,,1.481173594,1.481173594,7.240449833,7.240449833,7.240449833,1714.85,1714.85,1714.85,18.52,18.52,18.52,
,Camarillo,Camarillo,18.8,18.8,,,2.057345361,2.057345361,4.318493697,4.318493697,4.318493697,344.47,344.47,344.47,35.51,35.51,35.51,
,Fremont,Fremont,11,11,,,2.129661503,2.129661503,3.818909073,3.818909073,3.818909073,1308.4,1308.4,1308.4,20.59,20.59,20.59,
,San Mateo,San Mateo,15.1,15.1,,,1.615250291,1.615250291,6.893262476,6.893262476,6.893262476,652.57,652.57,652.57,42.65,42.65,42.65,
,Sunnyvale,Sunnyvale,11.7,11.7,,,1.81400209,1.81400209,6.711918717,6.711918717,6.711918717,720.16,720.16,720.16,15.27,15.27,15.27,
,San Jose,San Jose,20.2,20.2,,,1.879510703,1.879510703,4.15085231,4.15085231,4.15085231,1322.26,1322.26,1322.26,28.07,28.07,28.07,
,El Cerrito,El Cerrito,28.9,28.9,,,2.050028752,2.050028752,0.44002663,0.44002663,0.44002663,576.63,576.63,576.63,59.74,59.74,59.74,
,Thousand Oaks,Thousand Oaks,14.7,14.7,,,2.343358396,2.343358396,1.853663196,1.853663196,1.853663196,1091.81,1091.81,1091.81,29.16,29.16,29.16,
,Middletown,Middletown,30.7,30.7,,,2.171052632,2.171052632,0.034112128,0.034112128,0.034112128,212.64,212.64,212.64,29.21,29.21,29.21,
,San Francisco,San Francisco,21.7,21.7,,,0.887730553,0.887730553,29.41088767,29.41088767,29.41088767,813.53,813.53,813.53,32.18,32.18,32.18,
,Redondo Beach,Redondo Beach,14.5,14.5,,,2.170401494,2.170401494,3.356631434,3.356631434,3.356631434,1643.36,1643.36,1643.36,30.64,30.64,30.64,
,Redondo Beach,Redondo Beach,12.2,12.2,,,2.164619165,2.164619165,6.094402082,6.094402082,6.094402082,695.55,695.55,695.55,23.98,23.98,23.98,
,Benicia,Benicia,11.7,11.7,,,2.1264,2.1264,1.903454325,1.903454325,1.903454325,718.37,718.37,718.37,58.36,58.36,58.36,
,San Diego,San Diego,38,38,,,1.611697807,1.611697807,4.959671963,4.959671963,4.959671963,1397.59,1397.59,1397.59,21.9,21.9,21.9,
,Pacific Palisades,Pacific Palisades,8.6,8.6,,,2.015725518,2.015725518,2.457385609,2.457385609,2.457385609,1223.18,1223.18,1223.18,10.7,10.7,10.7,
,Palm Springs,Palm Springs,23.5,23.5,,,1.575479566,1.575479566,0.034430036,0.034430036,0.034430036,392.17,392.17,392.17,48.76,48.76,48.76,
,Valley Center,Valley Center,38.9,38.9,,,2.151026393,2.151026393,0.027034516,0.027034516,0.027034516,199.96,199.96,199.96,21.81,21.81,21.81,
,Fremont,Fremont,13.1,13.1,,,2.578606159,2.578606159,0.32169633,0.32169633,0.32169633,1241.86,1241.86,1241.86,20.19,20.19,20.19,
,Concord,Concord,17.2,17.2,,,2.091511936,2.091511936,3.120490769,3.120490769,3.120490769,577.43,577.43,577.43,59.4,59.4,59.4,
,Los Osos,Los Osos,42.7,42.7,,,2.020216606,2.020216606,1.398233281,1.398233281,1.398233281,579.69,579.69,579.69,43.77,43.77,43.77,
,Wilseyville,Wilseyville,45.9,45.9,,,2.115229111,2.115229111,0.012946466,0.012946466,0.012946466,81.2,81.2,81.2,43.08,43.08,43.08,
,Petaluma,Petaluma,9,9,,,2.317514124,2.317514124,0.645669899,0.645669899,0.645669899,669.69,669.69,669.69,51.2,51.2,51.2,
,Tarzana,Tarzana,5.1,5.1,,,2.208333333,2.208333333,1.404246809,1.404246809,1.404246809,434.98,434.98,434.98,53.51,53.51,53.51,
,Orangevale,Orangevale,26.2,26.2,,,1.947123765,1.947123765,1.99676163,1.99676163,1.99676163,502.52,502.52,502.52,38.91,38.91,38.91,
,Cathedral City,Cathedral City,34.6,34.6,,,1.475378788,1.475378788,1.928587214,1.928587214,1.928587214,376.33,376.33,376.33,36.7,36.7,36.7,
,San Jose,San Jose,6.9,6.9,,,2.220043573,2.220043573,3.832254339,3.832254339,3.832254339,744.07,744.07,744.07,40.12,40.12,40.12,
,Sonoma,Sonoma,23.9,23.9,,,2.087260035,2.087260035,0.151210015,0.151210015,0.151210015,435.15,435.15,435.15,22.48,22.48,22.48,
,Indio,Indio,31.7,31.7,,,1.771224307,1.771224307,0.220025891,0.220025891,0.220025891,292.11,292.11,292.11,31.4,31.4,31.4,
,Yreka,Yreka,44.1,44.1,,,1.695340502,1.695340502,1.121503192,1.121503192,1.121503192,223.89,223.89,223.89,68.51,68.51,68.51,
,Corona,Corona,6,6,,,2.603915259,2.603915259,1.850151204,1.850151204,1.850151204,236.67,236.67,236.67,25.95,25.95,25.95,
,Costa Mesa,Costa Mesa,23.7,23.7,,,1.979178391,1.979178391,5.293942024,5.293942024,5.293942024,661.21,661.21,661.21,34.58,34.58,34.58,
,Paso Robles,Paso Robles,26.7,26.7,,,2.152173913,2.152173913,2.517206534,2.517206534,2.517206534,487.51,487.51,487.51,48.39,48.39,48.39,
,Temecula,Temecula,9,9,,,2.341251713,2.341251713,1.969227647,1.969227647,1.969227647,217.73,217.73,217.73,26.11,26.11,26.11,
,Anderson,Anderson,27.7,27.7,,,2.297843666,2.297843666,0.081236344,0.081236344,0.081236344,198.8,198.8,198.8,38.43,38.43,38.43,
,Mount Shasta,Mount Shasta,34.6,34.6,,,1.849939247,1.849939247,0.032769409,0.032769409,0.032769409,353.46,353.46,353.46,52.68,52.68,52.68,
,Elk Grove,Elk Grove,22.9,22.9,,,2.197450034,2.197450034,4.33271272,4.33271272,4.33271272,246.39,246.39,246.39,48.03,48.03,48.03,
,Thousand Oaks,Thousand Oaks,15.6,15.6,,,2.122031662,2.122031662,1.052345506,1.052345506,1.052345506,368.12,368.12,368.12,26.39,26.39,26.39,
,Oakland,Oakland,9.7,9.7,,,1.932006011,1.932006011,1.205602689,1.205602689,1.205602689,783.57,783.57,783.57,82.1,82.1,82.1,
,Roseville,Roseville,23.5,23.5,,,1.844688222,1.844688222,2.187290593,2.187290593,2.187290593,1811.74,1811.74,1811.74,37.15,37.15,37.15,
,Santa Clara,Santa Clara,12.6,12.6,,,1.970231533,1.970231533,5.532417382,5.532417382,5.532417382,491.35,491.35,491.35,35.9,35.9,35.9,
,Arcadia,Arcadia,26.2,26.2,,,2.221678892,2.221678892,2.410225362,2.410225362,2.410225362,537.92,537.92,537.92,13.35,13.35,13.35,
,La Jolla,La Jolla,56.6,56.6,,,1.370186335,1.370186335,0.730313265,0.730313265,0.730313265,982.55,982.55,982.55,14.81,14.81,14.81,
,Long Beach,Long Beach,16.2,16.2,,,1.618598383,1.618598383,7.292671562,7.292671562,7.292671562,567.56,567.56,567.56,28.26,28.26,28.26,
,Monrovia,Monrovia,6.2,6.2,,,2.26260112,2.26260112,0.267612971,0.267612971,0.267612971,301.72,301.72,301.72,30.42,30.42,30.42,
,Union City,Union City,14.4,14.4,,,2.819764177,2.819764177,2.745717749,2.745717749,2.745717749,409.24,409.24,409.24,68.82,68.82,68.82,
,San Diego,San Diego,30.3,30.3,,,1.591367713,1.591367713,4.006812512,4.006812512,4.006812512,2053.22,2053.22,2053.22,14.34,14.34,14.34,
,Somes Bar,Somes Bar,53.4,53.4,,,1.833898305,1.833898305,0.001122248,0.001122248,0.001122248,22.67,22.67,22.67,18.61,18.61,18.61,
,Twentynine Palms,Twentynine Palms,46.1,46.1,,,1.719421102,1.719421102,0.443468135,0.443468135,0.443468135,295.25,295.25,295.25,38.79,38.79,38.79,
,Valencia,Valencia,6.9,6.9,,,1.995300752,1.995300752,4.120769287,4.120769287,4.120769287,524.09,524.09,524.09,17.75,17.75,17.75,
,Palm Desert,Palm Desert,35.3,35.3,,,1.422033898,1.422033898,1.357846455,1.357846455,1.357846455,357.36,357.36,357.36,23.87,23.87,23.87,
,Comptche,Comptche,33.7,33.7,,,1.809125475,1.809125475,0.041589112,0.041589112,0.041589112,495.33,495.33,495.33,52.55,52.55,52.55,
,Sacramento,Sacramento,14.1,14.1,,,2.023763894,2.023763894,3.765116774,3.765116774,3.765116774,171.07,171.07,171.07,49.96,49.96,49.96,
,Livermore,Livermore,18.7,18.7,,,2.25345092,2.25345092,2.881931406,2.881931406,2.881931406,2442.73,2442.73,2442.73,34.71,34.71,34.71,
,San Francisco,San Francisco,31.8,31.8,,,1.334691502,1.334691502,14.72627504,14.72627504,14.72627504,931.58,931.58,931.58,24.56,24.56,24.56,
,San Mateo,San Mateo,11.8,11.8,,,1.386610374,1.386610374,5.145695142,5.145695142,5.145695142,817.26,817.26,817.26,22.07,22.07,22.07,
,Oxnard,Oxnard,33.3,33.3,,,2.49784792,2.49784792,4.474466293,4.474466293,4.474466293,267.17,267.17,267.17,26.41,26.41,26.41,
,Sunnyvale,Sunnyvale,11.3,11.3,,,2.002525253,2.002525253,4.30116848,4.30116848,4.30116848,857.34,857.34,857.34,13.23,13.23,13.23,
,Santee,Santee,15.3,15.3,,,2.147303814,2.147303814,2.323373683,2.323373683,2.323373683,927.9,927.9,927.9,32.97,32.97,32.97,
,Huntington Beach,Huntington Beach,18.3,18.3,,,1.924963925,1.924963925,4.30140927,4.30140927,4.30140927,535.66,535.66,535.66,26.35,26.35,26.35,
,Rancho Santa Margarita,Rancho Santa Margarita,29.4,29.4,,,1.639480519,1.639480519,9.330420467,9.330420467,9.330420467,633.79,633.79,633.79,18.78,18.78,18.78,
,Redondo Beach,Redondo Beach,9.8,9.8,,,1.761487051,1.761487051,6.718820118,6.718820118,6.718820118,539.15,539.15,539.15,23.54,23.54,23.54,
,San Bruno,San Bruno,12.6,12.6,,,2.354954955,2.354954955,2.162968804,2.162968804,2.162968804,484.32,484.32,484.32,59.63,59.63,59.63,
,San Francisco,San Francisco,24.5,24.5,,,1.270198675,1.270198675,20.63665988,20.63665988,20.63665988,1012.68,1012.68,1012.68,23.34,23.34,23.34,
,Tehachapi,Tehachapi,10.8,10.8,,,2.337184116,2.337184116,0.121690685,0.121690685,0.121690685,302.15,302.15,302.15,50.37,50.37,50.37,
,San Jose,San Jose,18.1,18.1,,,2.445550351,2.445550351,4.179930311,4.179930311,4.179930311,539.99,539.99,539.99,49.76,49.76,49.76,
,Oceanside,Oceanside,16.1,16.1,,,2.216485507,2.216485507,1.128308006,1.128308006,1.128308006,514.27,514.27,514.27,27.79,27.79,27.79,
,Sierra Madre,Sierra Madre,15.5,15.5,,,1.826266805,1.826266805,3.989242117,3.989242117,3.989242117,255.58,255.58,255.58,18.28,18.28,18.28,
,Huntington Beach,Huntington Beach,17.2,17.2,,,1.724137931,1.724137931,7.150111243,7.150111243,7.150111243,449.9,449.9,449.9,27.01,27.01,27.01,
,Napa,Napa,13.7,13.7,,,2.211614956,2.211614956,0.049543292,0.049543292,0.049543292,339.97,339.97,339.97,35.11,35.11,35.11,
,Vacaville,Vacaville,22.5,22.5,,,2.087295401,2.087295401,4.745610329,4.745610329,4.745610329,261.68,261.68,261.68,72.28,72.28,72.28,
,Oakland,Oakland,14.3,14.3,,,1.450594506,1.450594506,8.929745787,8.929745787,8.929745787,1207.3,1207.3,1207.3,37.93,37.93,37.93,
,San Francisco,San Francisco,22.6,22.6,,,1.429594272,1.429594272,9.843094616,9.843094616,9.843094616,428.96,428.96,428.96,25.37,25.37,25.37,
,Herlong,Herlong,23.9,23.9,,,1.794505495,1.794505495,0.002783411,0.002783411,0.002783411,191.44,191.44,191.44,21.56,21.56,21.56,
,Bayside,Bayside,36.6,36.6,,,2.094117647,2.094117647,0.14422706,0.14422706,0.14422706,1163.93,1163.93,1163.93,46.48,46.48,46.48,
,West Sacramento,West Sacramento,5.4,5.4,,,2.346420323,2.346420323,0.272951308,0.272951308,0.272951308,255.27,255.27,255.27,60.14,60.14,60.14,
,American Canyon,American Canyon,26.2,26.2,,,2.765137615,2.765137615,3.360741155,3.360741155,3.360741155,306.84,306.84,306.84,47.01,47.01,47.01,
,San Jose,San Jose,19.2,19.2,,,2.003355705,2.003355705,4.670055365,4.670055365,4.670055365,1480.7,1480.7,1480.7,19.3,19.3,19.3,
,Santa Cruz,Santa Cruz,21.6,21.6,,,1.827527127,1.827527127,1.809289844,1.809289844,1.809289844,1370,1370,1370,17.08,17.08,17.08,
,Canyon Country,Canyon Country,10.5,10.5,,,2.377640845,2.377640845,0.426939908,0.426939908,0.426939908,718.88,718.88,718.88,36.06,36.06,36.06,
,San Mateo,San Mateo,10.2,10.2,,,2.258710156,2.258710156,5.361272651,5.361272651,5.361272651,1035.4,1035.4,1035.4,22.07,22.07,22.07,
,San Jose,San Jose,13.3,13.3,,,2.171776875,2.171776875,4.167915439,4.167915439,4.167915439,633.75,633.75,633.75,25.08,25.08,25.08,
,Calistoga,Calistoga,40.1,40.1,,,1.815645242,1.815645242,1.207037057,1.207037057,1.207037057,364.06,364.06,364.06,33.62,33.62,33.62,
,San Clemente,San Clemente,21.1,21.1,,,2.004481793,2.004481793,2.03080081,2.03080081,2.03080081,2053.27,2053.27,2053.27,25.7,25.7,25.7,
,Upland,Upland,13.2,13.2,,,2.423885618,2.423885618,0.776444371,0.776444371,0.776444371,86.16,86.16,86.16,30.26,30.26,30.26,
,San Gabriel,San Gabriel,15.7,15.7,,,1.934267241,1.934267241,2.475071957,2.475071957,2.475071957,820.73,820.73,820.73,17,17,17,
,San Francisco,San Francisco,28.2,28.2,,,1.815068493,1.815068493,11.76632225,11.76632225,11.76632225,816.07,816.07,816.07,27.47,27.47,27.47,
,Santa Ana,Santa Ana,25.9,25.9,,,1.783387622,1.783387622,2.657418165,2.657418165,2.657418165,1724.18,1724.18,1724.18,20.49,20.49,20.49,
,Castro Valley,Castro Valley,4.9,4.9,,,2.35551858,2.35551858,0.657384151,0.657384151,0.657384151,2838.14,2838.14,2838.14,28.73,28.73,28.73,
,Lincoln,Lincoln,14.5,14.5,,,1.633505155,1.633505155,1.650700242,1.650700242,1.650700242,542.32,542.32,542.32,36.35,36.35,36.35,
,Clovis,Clovis,12.6,12.6,,,2.644546148,2.644546148,0.196192383,0.196192383,0.196192383,191.79,191.79,191.79,21.52,21.52,21.52,
,Redding,Redding,43,43,,,1.542818912,1.542818912,1.799053567,1.799053567,1.799053567,715.39,715.39,715.39,54.34,54.34,54.34,
,Santa Rosa,Santa Rosa,24.2,24.2,,,2.157894737,2.157894737,1.560874913,1.560874913,1.560874913,544.44,544.44,544.44,28.01,28.01,28.01,
,San Diego,San Diego,26.8,26.8,,,2.109422492,2.109422492,5.025740128,5.025740128,5.025740128,815.77,815.77,815.77,35,35,35,
,Yucaipa,Yucaipa,10,10,,,2.511610202,2.511610202,0.176809414,0.176809414,0.176809414,175.1,175.1,175.1,38.97,38.97,38.97,
