id,state,abbr,pollution,poverty,ageMoe,cars,density,traffic,asthma,-0.385218228
,Fontana,Fontana,6.14,67.2,,1.850069735,4.470693106,543.02,74.3,
,Pittsburg,Pittsburg,5.54,49.6,,1.913072776,3.70002292,1255.74,150.18,
,Merced,Merced,5.74,69,,1.989795918,0.024099502,163.77,147.82,
,Merced,Merced,5.85,68.6,,1.724082935,1.964498977,550.39,85.81,
,San Francisco,San Francisco,5.54,56.4,,1.558652729,4.079575081,552.72,135.72,
,Riverside,Riverside,7.46,47.7,,1.853870458,3.601717677,1878.33,45.69,
,Fullerton,Fullerton,8.55,48.7,,1.829268293,1.058707655,3338.69,40.95,
,Cantua Creek,Cantua Creek,6.51,76,,1.769051774,0.008532368,117.9,48.09,
,San Bernardino,San Bernardino,5.31,60.5,,2.32369403,3.051464653,403.39,82.24,
,Los Angeles,Los Angeles,5.84,82.8,,1.33044107,12.11050876,1149.88,55.48,
,Vallejo,Vallejo,5.63,52,,1.871908127,2.104809557,692.63,166.21,
,Panorama City,Panorama City,6.45,54.6,,1.751079137,7.916605993,1249.86,84.58,
,Sacramento,Sacramento,6.54,54,,1.114453412,5.339241047,1199.16,62.83,
,Wasco,Wasco,6.98,60.6,,1.965856182,0.081608464,230.62,37.84,
,Palo Alto,Palo Alto,6.72,45.6,,2.33105802,3.22477301,1708.38,69.6,
,Glendale,Glendale,6.83,60.6,,0.984642646,13.76713472,929.87,34.92,
,Hacienda Heights,Hacienda Heights,9.22,43.8,,2.615034169,0.173424533,1405,43.15,
,Los Angeles,Los Angeles,6.14,52.6,,1.345417237,7.973114262,881.1,121.88,
,Huntington Park,Huntington Park,6.69,45.2,,1.835365854,8.500324179,1301.13,59.19,
,El Centro,El Centro,6.33,54.9,,1.947624848,0.016477787,379.73,104.62,
,Los Angeles,Los Angeles,6.06,54,,1.838449111,8.780505561,1339.86,62.41,
,North Hollywood,North Hollywood,7.7,20.2,,2.43398533,2.905075615,2535.48,78.9,
,San Bernardino,San Bernardino,5.66,65.8,,1.792515593,3.750796185,557.46,110.49,
,San Diego,San Diego,6.64,63.5,,1.081312411,8.140431209,1483.95,87.92,
,Gardena,Gardena,6.98,40.7,,1.716540837,5.198059909,946.55,73.09,
,Oakland,Oakland,5.59,73.5,,1.381355932,4.760979305,469.47,161.73,
,La Mirada,La Mirada,6.98,30.6,,2.301282051,4.662624695,609.88,39.28,
,Calexico,Calexico,5.75,83.6,,1.471578947,2.886611833,1715.53,51.9,
,Norwalk,Norwalk,6.87,35.1,,2.234644582,3.805212011,2337.24,62.88,
,Buena Park,Buena Park,7.14,49.6,,2.013769363,4.521656007,1229.01,55.05,
,Caruthers,Caruthers,5.84,58,,2.026224983,0.064519275,112.22,88.4,
,Los Angeles,Los Angeles,6.16,72.3,,0.983954155,36.01109311,1706.79,56.69,
,Lawndale,Lawndale,6.79,54,,1.755679383,6.349170359,2160.69,62.52,
,Los Angeles,Los Angeles,5.59,41.1,,1.565763052,4.845819611,1058.01,136.3,
,Montebello,Montebello,8.58,59.3,,1.812849162,2.582309464,2374.77,44.19,
,Olivehurst,Olivehurst,6.17,71.5,,1.539928486,0.372653562,354.57,44.66,
,Reedley,Reedley,6.21,70.6,,1.769269521,3.347087088,230.37,63.19,
,Los Angeles,Los Angeles,5.45,66.7,,1.699870634,6.428251127,587.94,86.19,
,Los Angeles,Los Angeles,6.91,47.3,,1.454819277,12.0012363,2538.29,55.22,
,Stockton,Stockton,5.28,65.8,,1.366502463,8.32476842,636.59,88.07,
,Bakersfield,Bakersfield,7.96,30.4,,1.73973195,0.913791037,512.29,80.97,
,Santa Ana,Santa Ana,7.02,49.2,,2.672544081,6.176432971,959.76,44.68,
,Los Angeles,Los Angeles,5.84,65.1,,1.514851485,19.78457488,1113.63,66.41,
,Montebello,Montebello,6.12,57.1,,1.908936652,5.171597337,805,54.54,
,Los Angeles,Los Angeles,5.85,70.5,,1.401869159,9.455549393,4909.84,90.39,
,Madera,Madera,6,72.8,,1.345592212,2.656248396,580.47,94.46,
,Santa Ana,Santa Ana,6.31,57.8,,2.145702903,5.500317712,875.26,50.82,
,National City,National City,5.78,63.8,,1.443062201,4.201247458,547.95,79.8,
,Moreno Valley,Moreno Valley,6.22,51.2,,2.390306122,2.747953446,1447.87,75.3,
,Inglewood,Inglewood,6.97,40.7,,1.46742613,9.320317628,2061.59,93.44,
,Colton,Colton,5.99,67.9,,1.97359736,2.5782916,283.63,93.92,
,Harbor City,Harbor City,7.32,60.9,,1.621451104,5.716340712,955.34,52.31,
,Stockton,Stockton,6.29,49.1,,2.169793621,4.797217725,447.37,128.15,
,Pacoima,Pacoima,6.07,55.9,,2.331460674,4.866038357,828.15,73.79,
,Alhambra,Alhambra,7.73,45.3,,1.584595128,2.809405534,2508.81,34.4,
,Los Angeles,Los Angeles,5.82,59.3,,1.469640644,9.080015276,4697.99,82.72,
,West Covina,West Covina,6.8,37.1,,2.16737675,2.388811976,1526.98,50.41,
,Selma,Selma,7.37,57.4,,2.058074781,0.030996956,248.95,75.89,
,Oakland,Oakland,6.03,61.7,,1.023255814,9.905960512,180.13,165.52,
,Los Angeles,Los Angeles,6.44,80,,0.693424424,29.75017852,1106.24,59.84,
,Bakersfield,Bakersfield,5.56,70.2,,1.637083333,3.647213204,299.29,71.16,
,Selma,Selma,6.99,65.3,,1.488372093,2.806391368,89.52,102.07,
,Wilmington,Wilmington,6.16,69.7,,2.144310823,8.441538595,1064.56,70.22,
,Los Angeles,Los Angeles,5.81,69.8,,1.325552826,10.10570396,850.5,55.35,
,Van Nuys,Van Nuys,5.4,50,,1.461490294,10.12742996,1137.68,98.74,
,Los Angeles,Los Angeles,8.3,25.3,,1.682439537,3.99420303,2398.71,40.33,
,Hanford,Hanford,6.58,49.3,,1.721461187,0.592398717,310.96,138.1,
,Van Nuys,Van Nuys,6.21,51.1,,1.426162791,10.20787022,986.67,56.62,
,San Diego,San Diego,5.35,62,,1.908850727,4.673928529,410.57,127.1,
,Riverside,Riverside,6.38,42.3,,2.497598463,0.866568199,546.88,52.78,
,Fontana,Fontana,6.22,56.6,,2.317201725,3.258957091,440.43,69.08,
,Fontana,Fontana,5.8,49.2,,2.74807806,2.638326881,325.66,74.3,
,Stockton,Stockton,5,67.2,,2.086999022,3.73761267,663.96,90.28,
,Pico Rivera,Pico Rivera,6.17,41.6,,2.057452123,3.617697154,611.61,63.24,
,Delano,Delano,6.37,72.9,,1.743128964,0.446072974,872.04,53.43,
,Compton,Compton,5.55,54.1,,2.046439628,5.350960492,510.73,101.83,
,Van Nuys,Van Nuys,5.54,61,,1.464383562,9.092785842,1497.58,98.74,
,Lodi,Lodi,5.84,74.1,,1.52966466,2.85770398,511.9,48.82,
,Los Angeles,Los Angeles,5.63,88.2,,1.204637097,12.50455631,892.52,87.77,
,Strathmore,Strathmore,6.36,65,,2.070060719,0.058267167,178.3,61.72,
,Hanford,Hanford,5.89,52.2,,2.103791175,1.193680764,215.56,138.1,
,Los Angeles,Los Angeles,6.04,60.1,,1.538375973,9.835493947,4179.42,58.23,
,Gilroy,Gilroy,5.82,58.8,,1.763851045,2.13318782,854.86,67.35,
,Fresno,Fresno,6.09,54.6,,1.949109415,2.432393787,502.96,65.96,
,Los Angeles,Los Angeles,6.13,77.9,,1.213622291,19.19784751,1362.73,58.23,
,Monterey Park,Monterey Park,7.34,46.4,,1.188989318,3.216227621,1946.86,34.21,
,Hawthorne,Hawthorne,5.86,52.3,,1.640096618,11.44145695,1025.09,78.54,
,Patterson,Patterson,7.83,50.5,,2.264382676,0.009770051,348.89,43.38,
,Pacoima,Pacoima,7.31,21.5,,2.432914046,3.797337027,3627.93,68.45,
,Los Angeles,Los Angeles,6.23,70.2,,0.908618899,12.51333733,1363.58,56.69,
,Grand Terrace,Grand Terrace,6.7,39.4,,1.558994197,3.989043909,1703.29,53.75,
,San Pedro,San Pedro,6.34,47.1,,1.623485555,10.19301053,470.43,84.98,
,Tulare,Tulare,6.86,66.5,,1.899109792,0.017006643,390.07,70.29,
,Oakland,Oakland,6.96,50.1,,1.463235294,3.283666921,1573.2,105.75,
,Los Angeles,Los Angeles,5.78,75.8,,1.319317489,10.10096804,873.78,65.13,
,Bloomington,Bloomington,7.37,47.6,,2.533,1.24185766,1746.52,47.31,
,Riverbank,Riverbank,7.41,37.4,,2.051597052,2.434906624,532.99,46.8,
,Los Angeles,Los Angeles,7.73,56.1,,0.885290889,11.47604799,1825.63,68.33,
,Long Beach,Long Beach,5.53,71.7,,1.255146262,16.79158385,953.27,74.2,
,North Hollywood,North Hollywood,6.69,44.5,,1.585635359,4.538317301,1633.6,65.25,
,Los Angeles,Los Angeles,5.86,51.5,,1.697978597,7.00430231,3651.92,84,
,San Francisco,San Francisco,5.83,62.6,,1.145500957,12.66344189,294.99,135.72,
,Fontana,Fontana,6.56,36.7,,2.392898947,1.823195653,788.98,41.46,
,Anaheim,Anaheim,6.15,71.6,,2.082369942,4.442741779,3072.58,49.05,
,Hawthorne,Hawthorne,5.66,62.3,,1.070240296,20.29734392,1387.73,78.54,
,Coachella,Coachella,6.6,57,,2.275284261,0.587251773,533.55,49.81,
,Azusa,Azusa,8.12,33.4,,2.49137148,1.331474936,2839.85,66.74,
,San Jose,San Jose,7.04,53.2,,1.930760499,2.598008483,1490.91,50.27,
,Montebello,Montebello,7.49,32.6,,2.006472492,3.850419619,932.34,47.04,
,Bakersfield,Bakersfield,5.62,68.3,,1.2715311,4.45656257,406.1,80.97,
,Ontario,Ontario,8.26,20.9,,2.200680272,4.197127164,1863.41,51.6,
,El Centro,El Centro,5.2,60.7,,1.628971459,3.670085058,815.58,111.93,
,Downey,Downey,7.65,53.2,,1.595947557,4.136842696,802.47,32.94,
,Bakersfield,Bakersfield,4.87,82.6,,1.368652344,4.221515506,494.54,111.62,
,Santa Ana,Santa Ana,7.78,80.5,,1.678764479,1.178260252,3059.71,31.99,
,Los Angeles,Los Angeles,6.24,48.8,,1.782945736,8.877372173,3691.35,63.39,
,Duarte,Duarte,7.38,41.8,,1.551126516,3.524075886,1657.95,52.62,
,Rialto,Rialto,5.72,58.3,,2.334375,3.171774924,516.76,84.92,
,Compton,Compton,5.46,55.6,,1.788244767,8.703593569,593.93,110.81,
,Chico,Chico,7.19,72.5,,1.383393502,1.387377055,598.22,43.76,
,Manteca,Manteca,7.81,29,,2.372014925,1.550741134,1011.91,80.88,
,Los Angeles,Los Angeles,7.34,23.9,,1.430431245,9.087858699,1039.39,56.65,
,Madera,Madera,8.55,41.7,,2.163431434,0.017296388,431.16,59,
,Turlock,Turlock,6.66,58.3,,1.636312849,1.98223463,276.92,82.64,
,South Gate,South Gate,6.2,56.7,,1.684742647,9.369093144,973.98,44.52,
,Azusa,Azusa,7.23,42.3,,2.118257261,2.68952368,2045.88,66.74,
,Emeryville,Emeryville,6.2,67.1,,0.943005181,8.24059364,1639.88,105.74,
,Los Angeles,Los Angeles,6.65,76.1,,1.288216561,9.769882468,3307.75,46.33,
,San Bernardino,San Bernardino,5.73,58.8,,1.859122402,2.655333174,828.05,115.24,
,Shafter,Shafter,6.67,57.1,,2.261300992,0.220541802,213.19,46.54,
,San Bernardino,San Bernardino,5.09,80.9,,1.548039969,2.671546179,383.74,122.15,
,Bloomington,Bloomington,7.11,55.7,,1.707150965,2.643445272,1516.42,40.68,
,Norwalk,Norwalk,7.41,33.4,,2.35710647,3.225529223,2337.72,56.44,
,Riverside,Riverside,7.88,26.4,,2.021104904,2.496926766,1156.18,54.65,
,Clovis,Clovis,7.1,53.2,,1.398743017,3.890895368,746.9,103.65,
,Fresno,Fresno,5.6,67.7,,1.544554455,4.720850558,443.66,126.99,
,Los Angeles,Los Angeles,7.23,61.8,,1.066037736,13.21271236,2134.51,45.33,
,Manteca,Manteca,5.76,51,,1.854281768,4.360580541,671.58,112.4,
,Shafter,Shafter,7.13,58.2,,2.034883721,0.008665849,186.31,41.48,
,San Diego,San Diego,5.74,66.1,,1.855679702,3.667399506,998.07,111.49,
,Van Nuys,Van Nuys,7.89,35.9,,1.90212766,5.017790109,3036.87,47.74,
,El Cajon,El Cajon,5.35,77.9,,1.517970402,9.854846902,481.75,58.72,
,Los Angeles,Los Angeles,5.28,70.2,,1.09643788,14.52514783,812.74,75.28,
,Merced,Merced,6.19,63.3,,2.15188172,0.458066951,559.96,79.9,
,Hemet,Hemet,5.19,79.9,,1.448406267,2.309526949,859.28,91.72,
,Van Nuys,Van Nuys,7.1,35.2,,2.01530153,2.809660962,1046.1,67.11,
,Los Angeles,Los Angeles,6.71,44.1,,1.154069767,11.19725207,1358.81,108.55,
,Moreno Valley,Moreno Valley,6.24,70.5,,1.411764706,6.532297984,1672.74,54.23,
,San Jose,San Jose,6.77,59.8,,1.273830156,1.281124562,618.7,31.51,
,La Puente,La Puente,7.59,42.2,,2.55210084,5.219618933,561.34,50.03,
,San Bernardino,San Bernardino,5.06,74.8,,1.401494565,4.60183027,1205.22,119.48,
,Modesto,Modesto,6.81,46.7,,1.227331606,3.537120933,638.84,86.18,
,Bakersfield,Bakersfield,5.45,56.9,,1.597095436,3.644299169,858.53,121.62,
,Redlands,Redlands,6.67,64.6,,1.554493308,2.363991287,1190.85,46.74,
,Moreno Valley,Moreno Valley,5.39,65.1,,2.012108981,4.12117693,615.38,75.3,
,El Monte,El Monte,7.88,66.3,,1.519245876,7.288869271,1295.62,39.91,
,Oakland,Oakland,6.23,65.7,,0.631905649,18.50058673,1220.7,133.35,
,Long Beach,Long Beach,7.2,40.3,,2.347867299,2.306429091,1040.5,72.09,
,Ontario,Ontario,7.04,33.2,,1.847957133,3.612138315,1943.12,69.05,
,Fontana,Fontana,5.43,77.3,,1.43126177,3.323785883,542.57,74.3,
,Moreno Valley,Moreno Valley,5.52,62,,1.835205993,3.301942739,863.84,75.3,
,Bellflower,Bellflower,6.36,54.1,,1.696694215,6.846813152,2248.25,56.18,
,Burbank,Burbank,8.39,33.2,,1.596498541,9.447042765,1715.18,38.08,
,Los Angeles,Los Angeles,6.77,63.8,,1.798393574,9.072130984,3215.53,37.73,
,Los Angeles,Los Angeles,5.98,52.5,,1.1701427,13.47795307,1064.49,66.96,
,Reseda,Reseda,6.23,34.5,,2.1885759,5.186474859,961.96,75.99,
,Manteca,Manteca,7.43,33.4,,2.199358974,2.525434239,545.34,68.04,
,Antioch,Antioch,5.45,51,,1.483274648,1.125677647,744.93,178.9,
,Los Angeles,Los Angeles,7.47,34.5,,1.315642458,17.73090238,2178.29,39.75,
,Sacramento,Sacramento,5.1,71.8,,1.627410109,1.97699211,1454.39,101.45,
,Orange Cove,Orange Cove,6.15,63.2,,1.983308042,0.0217319,86.57,49.26,
,Whittier,Whittier,6.14,43.1,,2.562414266,3.814102981,2549.67,69.12,
,Richmond,Richmond,6.56,35.6,,1.604933982,1.933580959,1067.19,166.66,
,Pomona,Pomona,6.66,51.1,,2.448207171,2.52207442,817.1,70.31,
,Los Angeles,Los Angeles,5.59,50.9,,1.315481548,8.758888413,972.74,105.87,
,Riverside,Riverside,7.79,41.7,,2.325526932,0.561339397,634.21,66.13,
,Los Angeles,Los Angeles,5.06,71.5,,1.293339863,10.90800003,839.01,112.18,
,Tracy,Tracy,9.02,30.3,,2.594348659,0.100666371,1123.29,54.34,
,Los Angeles,Los Angeles,6.85,62.3,,1.079406632,20.41440905,890.96,47.76,
,Long Beach,Long Beach,5.83,65.2,,1.808600337,7.992997398,539.62,87.58,
,Fresno,Fresno,5.68,69.8,,1.668695064,3.659034681,567.56,90.73,
,Glendale,Glendale,6.64,41.1,,1.513551077,10.22686988,2455.92,35.29,
,Fresno,Fresno,6.52,54.5,,0.93553719,4.017953329,241.86,49.39,
,Colton,Colton,8.05,24.6,,2.33719346,2.394662792,2065.01,81.01,
,San Bernardino,San Bernardino,5.67,52.9,,1.820923657,0.827126998,431.18,83.14,
,Richmond,Richmond,4.99,60.3,,1.726075505,7.028202886,424.03,207.5,
,Pico Rivera,Pico Rivera,6.58,41.4,,2.210906175,5.35431629,721.53,63.24,
,San Diego,San Diego,6.49,34.3,,0.919315403,11.39733675,397.4,78.38,
,Rialto,Rialto,5.34,62.5,,2.020851434,1.800486939,476.32,82.93,
,Oakland,Oakland,7.17,37.8,,1.415922015,0.867179222,2080.53,159.24,
,South El Monte,South El Monte,7.63,64,,2.012064343,3.806002889,690.62,54.75,
,Los Angeles,Los Angeles,5.64,80.1,,1.331719128,10.27814149,4110.53,66.49,
,Los Angeles,Los Angeles,5.92,79.2,,0.829406221,18.33121843,1116.37,56.69,
,San Diego,San Diego,6.27,56.8,,0.993932039,12.2437685,1518.57,78.38,
,Los Angeles,Los Angeles,5.81,40.3,,1.630887185,4.914592354,824.5,111.84,
,Rosemead,Rosemead,7.43,39.5,,1.964057508,4.46529112,2808.22,38.01,
,Fresno,Fresno,6.09,46.4,,2.236236934,1.269722923,106.89,92.14,
,Ontario,Ontario,7.74,45.5,,2.183042789,5.167382029,2246.41,41.63,
,Fresno,Fresno,7.75,39.2,,2.06740682,0.59528289,814.97,59.9,
,Westminster,Westminster,7.02,53.6,,1.932323232,2.469100175,2554.83,35.44,
,Westmorland,Westmorland,5.09,67.8,,1.79505814,0.014846194,252.29,163.56,
,Sun Valley,Sun Valley,8.37,44.2,,2.094339623,0.431399732,1020.77,69.26,
,Santa Monica,Santa Monica,8.1,39,,1.325009604,5.54597073,1451.7,49.04,
,Bakersfield,Bakersfield,5.31,74.1,,1.079422383,2.327074407,382.11,143.65,
,Los Angeles,Los Angeles,7.3,55.5,,1.37716003,8.750108375,1132.98,45.7,
,Lakewood,Lakewood,6.11,35.9,,2.162466844,4.834038377,1530.98,81.75,
,Bellflower,Bellflower,6.88,31.5,,2.327559857,4.268250725,808.03,68.38,
,Rialto,Rialto,5.14,79.6,,1.586120401,3.741093929,410.54,84.92,
,Inglewood,Inglewood,5.38,63.3,,1.8015625,8.286251207,1949.42,95.84,
,Kerman,Kerman,6.91,55.8,,1.866267465,0.392166773,210.93,55.02,
,La Puente,La Puente,6.39,25.7,,2.619164619,1.05192196,664.71,68.56,
,Santa Ana,Santa Ana,7.28,63,,1.917431193,2.018500163,4362.12,47.61,
,Patterson,Patterson,6.14,56.4,,2.110534125,0.787035895,255.95,52.31,
,Pomona,Pomona,6.89,41.3,,2.456049638,3.644114529,627.21,70.28,
,Pico Rivera,Pico Rivera,7.03,31.1,,1.966113915,4.442490995,766.09,63.24,
,Los Angeles,Los Angeles,5.49,64.1,,1.168741355,13.07019914,1142.01,123.13,
,San Diego,San Diego,5.71,66.8,,1.548140044,2.422867878,1765.46,111.64,
,Long Beach,Long Beach,5.46,64.2,,1.530794165,12.35817807,1048.54,112.75,
,Bakersfield,Bakersfield,5.55,67.9,,1.385700389,5.222256453,1060.17,82.51,
,Fresno,Fresno,6.64,34.3,,2.097297297,1.095975124,826.38,93.23,
,Anaheim,Anaheim,6.39,53.1,,1.831253714,4.711481038,3148.8,60.49,
,San Diego,San Diego,5.59,74.2,,1.496168582,7.504733177,318.24,89.97,
,Placentia,Placentia,8,76.3,,1.656551724,4.07467726,3796.29,28.64,
,San Jose,San Jose,6.43,52.6,,1.639278557,8.289170355,2731.64,59.13,
,Wilmington,Wilmington,6.89,56.7,,1.949615713,5.639438048,1594.16,70.22,
,Buttonwillow,Buttonwillow,7.35,43.6,,2.093155894,0.008859654,349.46,30.01,
,Anaheim,Anaheim,7.23,53.4,,2.344228095,4.940813129,3456.4,44.37,
,Los Angeles,Los Angeles,7.22,40.8,,1.304104478,7.080407994,939.32,66.41,
,Los Angeles,Los Angeles,6.84,61.6,,1.028446389,20.64437754,1706.98,65.18,
,San Fernando,San Fernando,6.07,58.3,,1.906105991,4.097156684,479.68,69.54,
,Visalia,Visalia,6.43,68.6,,1.416061706,3.765440418,613.49,48.55,
,Pico Rivera,Pico Rivera,6.06,45.7,,2.075037147,4.644066901,616.64,62.77,
,Reedley,Reedley,7.2,36.5,,1.979519145,1.592953687,211.7,63.19,
,Corona,Corona,7.14,57.9,,1.978420569,4.929195444,920.8,43.29,
,Los Angeles,Los Angeles,7.1,56.1,,1.813953488,7.808250068,995.88,69.42,
,Los Angeles,Los Angeles,5.67,70.1,,0.714171975,22.11227199,655.1,95.03,
,Stockton,Stockton,5.35,50.6,,2.750847458,1.841802312,406.27,90.28,
,Los Angeles,Los Angeles,5.95,62.8,,0.911225238,26.08039821,930.27,59.84,
,Riverside,Riverside,7.34,36.9,,1.835227273,2.645707092,1624.48,40.06,
,Fresno,Fresno,6.87,54,,1.389709385,3.288114886,649.29,72.21,
,Glendale,Glendale,6.16,58.6,,1.368421053,14.66022953,862.15,49.72,
,Rialto,Rialto,5.57,42.3,,2.713632902,1.358513829,428.1,84.44,
,Rancho Cordova,Rancho Cordova,6.25,60.1,,1.389189189,4.57062314,1522.11,62.62,
,Los Angeles,Los Angeles,6.11,46.5,,1.108974359,25.19799539,1022.2,51.93,
,Fresno,Fresno,5.95,49.9,,1.89182058,2.348302577,491.08,75.44,
,Long Beach,Long Beach,6.42,37.9,,2.233333333,4.831600941,1936.95,67.58,
,Inglewood,Inglewood,5.32,47.1,,1.432634731,12.80681056,721.95,86.44,
,North Hollywood,North Hollywood,6.41,44.1,,1.464996789,8.060664707,809.67,56.44,
,Mecca,Mecca,6,75.1,,2.069697876,0.051831305,178.77,29.46,
,Delano,Delano,5.61,70.3,,1.814358231,3.823971444,850.84,53.43,
,Chowchilla,Chowchilla,7.39,48.1,,2.287228109,0.025033867,300.66,56,
,San Bernardino,San Bernardino,5.4,80.4,,1.795218295,2.995741864,459.1,73.01,
,La Puente,La Puente,7.28,60.8,,2.300922045,5.45044008,839.6,51.6,
,Whittier,Whittier,6.1,55.5,,1.187376726,8.256067527,463.9,66.33,
,Firebaugh,Firebaugh,6.66,59.8,,1.74852071,0.058624928,178.21,57.11,
,Los Angeles,Los Angeles,5.6,53.8,,1.15823122,8.92012738,1425.25,110.04,
,Sacramento,Sacramento,5.19,67.5,,1.930501931,2.563622157,871.58,91.61,
,Los Angeles,Los Angeles,5.76,48.5,,1.884572697,7.687621001,933.61,93.35,
,Pico Rivera,Pico Rivera,6.52,25.7,,2.299253731,4.546076108,588.18,63.24,
,Huntington Park,Huntington Park,6.03,59.2,,1.608786611,11.1870338,1260.27,59.19,
,La Habra,La Habra,7.92,46,,2.216952573,1.370459794,1176.13,46.75,
,Chula Vista,Chula Vista,6.18,54.1,,1.81511254,1.416251998,1301.14,63.96,
,Los Angeles,Los Angeles,7.22,41.3,,1.411696584,10.68242195,826.06,52.16,
,Fresno,Fresno,6.44,71.8,,2.128650355,0.014369641,91.19,93.51,
,San Leandro,San Leandro,6.82,39.2,,1.973542117,1.164932974,2087.33,73.56,
,Los Angeles,Los Angeles,6.79,53.7,,1.736144578,3.519298608,1157.1,40.95,
,Glendale,Glendale,7.68,46.2,,1.375891583,11.8442206,893.76,35.62,
,Atwater,Atwater,6.05,61.8,,1.831061055,1.644782353,724.45,59.99,
,Montclair,Montclair,6.79,45.5,,1.900527009,3.787912208,2503.64,65.05,
,Panorama City,Panorama City,5.79,54.7,,2.204610951,5.069700266,1338.41,83.87,
,Inglewood,Inglewood,4.91,64.5,,1.819032761,7.447126544,1277.4,104.06,
,Corona,Corona,7.85,72.3,,1.915294118,0.246453161,2374.96,26.18,
,Riverside,Riverside,6.07,52.4,,2.046811945,1.939938811,652.51,44.06,
,Riverbank,Riverbank,7.55,46.6,,2.180355161,2.84670819,487.02,47.63,
,National City,National City,5.87,58.4,,1.562078922,5.156756479,511.21,79.8,
,Riverside,Riverside,8.06,19.2,,2.448776441,0.462408274,599.7,48.3,
,Bloomington,Bloomington,6.63,65.8,,2.196480938,2.194437372,1406.27,50.6,
,Whittier,Whittier,5.85,52.4,,1.327142857,5.321618329,588.51,77.68,
,Riverside,Riverside,6.64,37.3,,2.997001499,1.093038245,342.52,54.97,
,Long Beach,Long Beach,5.42,49,,1.878767123,7.570538879,532.05,87.58,
,Los Angeles,Los Angeles,6.06,72.9,,1.059981256,14.85023375,2684.06,45.48,
,Los Angeles,Los Angeles,5.82,67.1,,1.594366197,10.90831693,1126.93,45.78,
,Bellflower,Bellflower,5.79,50.7,,1.881182147,5.284608501,692.77,79.01,
,Clovis,Clovis,6.57,68.2,,1.245528455,5.560433864,642.41,103.65,
,Visalia,Visalia,5.89,82.2,,1.087755102,3.875375334,388.5,50.68,
,Van Nuys,Van Nuys,6.5,47.7,,1.584507042,8.455215577,3169.9,74.19,
,Pacoima,Pacoima,5.41,53.4,,2.298107256,3.701881207,3131.69,73.79,
,Fresno,Fresno,5.9,63.8,,1.72899729,2.305779147,803.95,100.04,
,Los Angeles,Los Angeles,5.74,68,,1.533136966,7.929758031,3634.92,72.35,
,Riverside,Riverside,6.51,46.1,,1.744755245,3.970763315,600.82,59.41,
,Sylmar,Sylmar,6.18,40.5,,2.580882353,3.479305263,1270.36,64.44,
,Oxnard,Oxnard,8.39,48.1,,2.407467532,0.19908426,359.96,32.43,
,Bellflower,Bellflower,5.68,29.7,,1.847736626,7.185459591,1168.69,79.03,
,Placentia,Placentia,7.05,55.8,,1.713163065,8.700308329,2883.9,30.57,
,Fresno,Fresno,6.12,65.8,,1.836347976,2.984296366,697.88,97.59,
,Anaheim,Anaheim,6.99,23.7,,2.165975104,2.928216084,1850.77,59.03,
,Long Beach,Long Beach,6.92,4.9,,2.259385666,1.753697151,3044.55,93.96,
,San Jose,San Jose,5.99,71.7,,2.109470026,6.053382925,2920.22,56.53,
,Santa Ana,Santa Ana,6.56,55.6,,2.236441194,6.570635267,865.46,50.18,
,Anaheim,Anaheim,6.33,40.7,,2.138968481,4.518733702,2235.18,64.35,
,Merced,Merced,6.36,40.6,,2.007823286,1.021106807,407.7,93.6,
,Santa Ana,Santa Ana,6.27,58.3,,2.364634146,5.085389035,1129.6,50.14,
,Pomona,Pomona,8.28,45.9,,2.488180884,1.937435483,617.03,45.71,
,Bakersfield,Bakersfield,4.88,76.4,,1.340227944,4.079404921,476.14,107.71,
,Stockton,Stockton,5.95,56.3,,1.303299492,4.752525212,658.32,88.07,
,La Puente,La Puente,6.02,37.1,,2.35208099,3.85280936,679.86,68.67,
,Inglewood,Inglewood,5.06,53.2,,1.765490944,7.166337102,688.21,104.23,
,Bakersfield,Bakersfield,5.03,67.6,,1.906040268,0.871582104,229.62,89.83,
,Inglewood,Inglewood,5.72,52.9,,1.335959039,12.83679853,884.07,99.5,
,Vallejo,Vallejo,5.98,35.3,,1.814066852,0.150499187,845.85,172.45,
,Rialto,Rialto,5.37,51.8,,1.919931857,2.437460092,471.74,84.92,
,Sacramento,Sacramento,5.4,44.2,,2.317037037,2.053387984,823.82,91.61,
,Los Angeles,Los Angeles,6.32,75,,1.096079939,36.57523382,1643.6,40.84,
,Norwalk,Norwalk,7.31,29.2,,2.297458085,4.537840302,977.79,55.35,
,Los Angeles,Los Angeles,6.38,76.5,,1.021796565,18.2925703,1644.19,56.69,
,Fresno,Fresno,6.01,50.7,,1.630456853,4.108540836,506.83,118.67,
,Shafter,Shafter,6.82,50.9,,1.784340659,1.816984014,266.37,46.78,
,Fresno,Fresno,5.28,80.5,,1.368852459,4.707520016,384.85,127.86,
,Los Angeles,Los Angeles,6.22,70.4,,1.330717489,7.84800876,4776.7,79.82,
,Rosemead,Rosemead,6.85,51.1,,1.719937936,4.528684484,1016.58,38.01,
,Inglewood,Inglewood,5.32,66.3,,1.327946768,13.29211889,869.69,70.97,
,Los Angeles,Los Angeles,5.94,50,,1.535818288,5.331597588,881.54,114.56,
,Sacramento,Sacramento,5.39,58.7,,1.939914163,3.525463669,716.79,70.4,
,Livingston,Livingston,6.89,47.9,,2.115646259,0.205866548,585.31,42.46,
